# Re(EQRPA)	Im(Strength)
0.000000e+00	8.115916e-01
1.500000e-01	6.095079e-01
3.000000e-01	4.736333e-01
4.500000e-01	3.781982e-01
6.000000e-01	3.087243e-01
7.500000e-01	2.566507e-01
9.000000e-01	2.166491e-01
1.050000e+00	1.852750e-01
1.200000e+00	1.602249e-01
1.350000e+00	1.399130e-01
1.500000e+00	1.232203e-01
1.650000e+00	1.093366e-01
1.800000e+00	9.766804e-02
1.950000e+00	8.776883e-02
2.100000e+00	7.929829e-02
2.250000e+00	7.199706e-02
2.400000e+00	6.566118e-02
2.550000e+00	6.012600e-02
2.700000e+00	5.526395e-02
2.850000e+00	5.097085e-02
3.000000e+00	4.716184e-02
3.150000e+00	4.376875e-02
3.300000e+00	4.073345e-02
3.450000e+00	3.800811e-02
3.600000e+00	3.555260e-02
3.750000e+00	3.333534e-02
3.900000e+00	3.132750e-02
4.050000e+00	2.950426e-02
4.200000e+00	2.784306e-02
4.350000e+00	2.632961e-02
4.500000e+00	2.494984e-02
4.650000e+00	2.369030e-02
4.800000e+00	2.254043e-02
4.950000e+00	2.149393e-02
5.100000e+00	2.053826e-02
5.250000e+00	1.967473e-02
5.400000e+00	1.890212e-02
5.550000e+00	1.820962e-02
5.700000e+00	1.761284e-02
5.850000e+00	1.711747e-02
6.000000e+00	1.674181e-02
6.150000e+00	1.652074e-02
6.300000e+00	1.651911e-02
6.450000e+00	1.686317e-02
6.600000e+00	1.781624e-02
6.750000e+00	1.996390e-02
6.900000e+00	2.463294e-02
7.050000e+00	3.379313e-02
7.200000e+00	4.175110e-02
7.350000e+00	3.414407e-02
7.500000e+00	2.423211e-02
7.650000e+00	1.888723e-02
7.800000e+00	1.623171e-02
7.950000e+00	1.488984e-02
8.100000e+00	1.426787e-02
8.250000e+00	1.412975e-02
8.400000e+00	1.440820e-02
8.550000e+00	1.513289e-02
8.700000e+00	1.648424e-02
8.850000e+00	1.872943e-02
9.000000e+00	2.249357e-02
9.150000e+00	2.905587e-02
9.300000e+00	4.124701e-02
9.450000e+00	6.551929e-02
9.600000e+00	1.118831e-01
9.750000e+00	1.549176e-01
9.900000e+00	1.201816e-01
1.005000e+01	7.036286e-02
1.020000e+01	4.319858e-02
1.035000e+01	2.955716e-02
1.050000e+01	2.225133e-02
1.065000e+01	1.810308e-02
1.080000e+01	1.573666e-02
1.095000e+01	1.461780e-02
1.110000e+01	1.461776e-02
1.125000e+01	1.522905e-02
1.140000e+01	1.559791e-02
1.155000e+01	1.746481e-02
1.170000e+01	2.291818e-02
1.185000e+01	3.279864e-02
1.200000e+01	3.575104e-02
1.215000e+01	2.594256e-02
1.230000e+01	1.852422e-02
1.245000e+01	1.534224e-02
1.260000e+01	1.475193e-02
1.275000e+01	1.634569e-02
1.290000e+01	2.106410e-02
1.305000e+01	3.107142e-02
1.320000e+01	4.267171e-02
1.335000e+01	3.999254e-02
1.350000e+01	2.919063e-02
1.365000e+01	2.099962e-02
1.380000e+01	1.760931e-02
1.395000e+01	1.762696e-02
1.410000e+01	2.091371e-02
1.425000e+01	2.937793e-02
1.440000e+01	4.723304e-02
1.455000e+01	6.930214e-02
1.470000e+01	6.026130e-02
1.485000e+01	3.658194e-02
1.500000e+01	2.273554e-02
1.515000e+01	1.598935e-02
1.530000e+01	1.284165e-02
1.545000e+01	1.197505e-02
1.560000e+01	1.288586e-02
1.575000e+01	1.264230e-02
1.590000e+01	9.643791e-03
1.605000e+01	7.299302e-03
1.620000e+01	5.969543e-03
1.635000e+01	5.171525e-03
1.650000e+01	4.644867e-03
1.665000e+01	4.266917e-03
1.680000e+01	3.982038e-03
