dB/dw(f,omega) = -1/pi * Im[S(f,omega)].

Nucleus: Yb 160.
Parametrization of the Lagrangian: DD-PC1.
Ground state deformation beta = +0.220.
Isovector J = 1, K = 0 excitation.
Gamma smearing = 1.000 [MeV].
Fully self-consistent response.

n0f = 16(17) oscillator shells for large(small) spinor component.
Gaussian quadrature mesh: NGH = 48, NGL = 48.
Oscillator basis deformation beta0 = +0.300.
Coulomb included in calculation.  
Pairing included in calculation.  


 omega [MeV]           dB/dw(f,omega) [e^2fm^2/MeV]   S(f,omega) [e^2fm^2/MeV]                  rel. residual error
 0.560000000E+01       0.103405690E+00               -0.346054097E+01 + -0.324858556E+00 i      0.769E-06                         
 0.570000000E+01       0.106999697E+00               -0.348715818E+01 + -0.336149462E+00 i      0.796E-06                         
 0.580000000E+01       0.110711481E+00               -0.351479391E+01 + -0.347810376E+00 i      0.795E-06                         
 0.590000000E+01       0.114563458E+00               -0.354352080E+01 + -0.359911719E+00 i      0.774E-06                         
 0.600000000E+01       0.118582683E+00               -0.357339948E+01 + -0.372538485E+00 i      0.739E-06                         
 0.610000000E+01       0.122799086E+00               -0.360447561E+01 + -0.385784706E+00 i      0.699E-06                         
 0.620000000E+01       0.127243652E+00               -0.363677982E+01 + -0.399747723E+00 i      0.656E-06                         
 0.630000000E+01       0.131947018E+00               -0.367032989E+01 + -0.414523781E+00 i      0.615E-06                         
 0.640000000E+01       0.136938585E+00               -0.370513366E+01 + -0.430205254E+00 i      0.582E-06                         
 0.650000000E+01       0.142245985E+00               -0.374119215E+01 + -0.446878943E+00 i      0.561E-06                         
 0.660000000E+01       0.147894764E+00               -0.377850309E+01 + -0.464625104E+00 i      0.554E-06                         
 0.670000000E+01       0.153908485E+00               -0.381706547E+01 + -0.483517766E+00 i      0.568E-06                         
 0.680000000E+01       0.160309628E+00               -0.385688435E+01 + -0.503627548E+00 i      0.607E-06                         
 0.690000000E+01       0.167121606E+00               -0.389797453E+01 + -0.525028009E+00 i      0.671E-06                         
 0.700000000E+01       0.174371706E+00               -0.394035982E+01 + -0.547804870E+00 i      0.753E-06                         
 0.710000000E+01       0.182093935E+00               -0.398406590E+01 + -0.572064968E+00 i      0.841E-06                         
 0.720000000E+01       0.190330283E+00               -0.402910701E+01 + -0.597940219E+00 i      0.922E-06                         
 0.730000000E+01       0.199129190E+00               -0.407547052E+01 + -0.625582802E+00 i      0.985E-06                         
 0.740000000E+01       0.208540886E+00               -0.412310295E+01 + -0.655150516E+00 i      0.430E-06                         
 0.750000000E+01       0.218611761E+00               -0.417191509E+01 + -0.686789103E+00 i      0.452E-06                         
 0.760000000E+01       0.229376942E+00               -0.422177761E+01 + -0.720608916E+00 i      0.471E-06                         
 0.770000000E+01       0.240856092E+00               -0.427254550E+01 + -0.756671728E+00 i      0.486E-06                         
 0.780000000E+01       0.253051021E+00               -0.432407776E+01 + -0.794983230E+00 i      0.497E-06                         
 0.790000000E+01       0.265945978E+00               -0.437626052E+01 + -0.835493931E+00 i      0.505E-06                         
 0.800000000E+01       0.279510051E+00               -0.442903011E+01 + -0.878106724E+00 i      0.508E-06                         
 0.810000000E+01       0.293701820E+00               -0.448239687E+01 + -0.922691479E+00 i      0.504E-06                         
 0.820000000E+01       0.308477694E+00               -0.453646933E+01 + -0.969111258E+00 i      0.503E-06                         
 0.830000000E+01       0.323805908E+00               -0.459147120E+01 + -0.101726626E+01 i      0.526E-06                         
 0.840000000E+01       0.339685731E+00               -0.464773582E+01 + -0.106715420E+01 i      0.615E-06                         
 0.850000000E+01       0.356166787E+00               -0.470566321E+01 + -0.111893096E+01 i      0.782E-06                         
 0.860000000E+01       0.373358810E+00               -0.476564295E+01 + -0.117294129E+01 i      0.944E-06                         
 0.870000000E+01       0.391427170E+00               -0.482797090E+01 + -0.122970472E+01 i      0.344E-06                         
 0.880000000E+01       0.410579470E+00               -0.489278909E+01 + -0.128987345E+01 i      0.377E-06                         
 0.890000000E+01       0.431037162E+00               -0.496003641E+01 + -0.135414318E+01 i      0.400E-06                         
 0.900000000E+01       0.453013957E+00               -0.502947357E+01 + -0.142318532E+01 i      0.414E-06                         
 0.910000000E+01       0.476700331E+00               -0.510071778E+01 + -0.149759826E+01 i      0.420E-06                         
 0.920000000E+01       0.502258174E+00               -0.517328506E+01 + -0.157789059E+01 i      0.425E-06                         
 0.930000000E+01       0.529822611E+00               -0.524661705E+01 + -0.166448682E+01 i      0.435E-06                         
 0.940000000E+01       0.559504818E+00               -0.532008219E+01 + -0.175773623E+01 i      0.453E-06                         
 0.950000000E+01       0.591388752E+00               -0.539295627E+01 + -0.185790256E+01 i      0.475E-06                         
 0.960000000E+01       0.625516541E+00               -0.546440218E+01 + -0.196511817E+01 i      0.491E-06                         
 0.970000000E+01       0.661859923E+00               -0.553347246E+01 + -0.207929427E+01 i      0.986E-06                         
 0.980000000E+01       0.700299023E+00               -0.559921020E+01 + -0.220005426E+01 i      0.942E-06                         
 0.990000000E+01       0.740588891E+00               -0.566074187E+01 + -0.232662862E+01 i      0.895E-06                         
 0.100000000E+02       0.782371868E+00               -0.571750019E+01 + -0.245789371E+01 i      0.868E-06                         
 0.101000000E+02       0.825213731E+00               -0.576940128E+01 + -0.259248539E+01 i      0.874E-06                         
 0.102000000E+02       0.868670409E+00               -0.581696630E+01 + -0.272900858E+01 i      0.900E-06                         
 0.103000000E+02       0.912371870E+00               -0.586134051E+01 + -0.286630076E+01 i      0.943E-06                         
 0.104000000E+02       0.956102178E+00               -0.590418344E+01 + -0.300368358E+01 i      0.512E-06                         
 0.105000000E+02       0.999863263E+00               -0.594747518E+01 + -0.314116308E+01 i      0.467E-06                         
 0.106000000E+02       0.104389320E+01               -0.599323723E+01 + -0.327948720E+01 i      0.421E-06                         
 0.107000000E+02       0.108867168E+01               -0.604329428E+01 + -0.342016294E+01 i      0.394E-06                         
 0.108000000E+02       0.113488518E+01               -0.609899945E+01 + -0.356534696E+01 i      0.925E-06                         
 0.109000000E+02       0.118335307E+01               -0.616100925E+01 + -0.371761331E+01 i      0.918E-06                         
 0.110000000E+02       0.123491946E+01               -0.622924644E+01 + -0.387961391E+01 i      0.565E-06                         
 0.111000000E+02       0.129035720E+01               -0.630305332E+01 + -0.405377671E+01 i      0.616E-06                         
 0.112000000E+02       0.135032133E+01               -0.638148190E+01 + -0.424215956E+01 i      0.604E-06                         
 0.113000000E+02       0.141537696E+01               -0.646365782E+01 + -0.444653786E+01 i      0.562E-06                         
 0.114000000E+02       0.148609917E+01               -0.654901203E+01 + -0.466871822E+01 i      0.543E-06                         
 0.115000000E+02       0.156321885E+01               -0.663729277E+01 + -0.491099684E+01 i      0.974E-06                         
 0.116000000E+02       0.164777058E+01               -0.672830984E+01 + -0.517662393E+01 i      0.916E-06                         
 0.117000000E+02       0.174120677E+01               -0.682133870E+01 + -0.547016240E+01 i      0.839E-06                         
 0.118000000E+02       0.184540620E+01               -0.691435719E+01 + -0.579751455E+01 i      0.711E-06                         
 0.119000000E+02       0.196256363E+01               -0.700321815E+01 + -0.616557550E+01 i      0.697E-06                         
 0.120000000E+02       0.209496512E+01               -0.708099235E+01 + -0.658152704E+01 i      0.914E-06                         
 0.121000000E+02       0.224469362E+01               -0.713756575E+01 + -0.705191298E+01 i      0.334E-06                         
 0.122000000E+02       0.241327638E+01               -0.715945102E+01 + -0.758153133E+01 i      0.381E-06                         
 0.123000000E+02       0.260130336E+01               -0.712997064E+01 + -0.817223553E+01 i      0.469E-06                         
 0.124000000E+02       0.280798716E+01               -0.702970252E+01 + -0.882155183E+01 i      0.532E-06                         
 0.125000000E+02       0.303069655E+01               -0.683751104E+01 + -0.952121401E+01 i      0.621E-06                         
 0.126000000E+02       0.326453617E+01               -0.653233020E+01 + -0.102558428E+02 i      0.642E-06                         
 0.127000000E+02       0.350211089E+01               -0.609575981E+01 + -0.110022059E+02 i      0.658E-06                         
 0.128000000E+02       0.373364264E+01               -0.551525411E+01 + -0.117295843E+02 i      0.823E-06                         
 0.129000000E+02       0.394756263E+01               -0.478731984E+01 + -0.124016338E+02 i      0.936E-06                         
 0.130000000E+02       0.413158476E+01               -0.391988500E+01 + -0.129797563E+02 i      0.897E-06                         
 0.131000000E+02       0.427407973E+01               -0.293307798E+01 + -0.134274175E+02 i      0.798E-06                         
 0.132000000E+02       0.436546877E+01               -0.185815632E+01 + -0.137145246E+02 i      0.739E-06                         
 0.133000000E+02       0.439937990E+01               -0.734807097E+00 + -0.138210596E+02 i      0.769E-06                         
 0.134000000E+02       0.437340344E+01                0.392659788E+00 + -0.137394521E+02 i      0.875E-06                         
 0.135000000E+02       0.428938426E+01                0.147969137E+01 + -0.134754981E+02 i      0.674E-06                         
 0.136000000E+02       0.415320898E+01                0.248605234E+01 + -0.130476908E+02 i      0.710E-06                         
 0.137000000E+02       0.397403988E+01                0.337988514E+01 + -0.124848145E+02 i      0.975E-06                         
 0.138000000E+02       0.376308104E+01                0.414050223E+01 + -0.118220677E+02 i      0.567E-06                         
 0.139000000E+02       0.353208968E+01                0.475930746E+01 + -0.110963870E+02 i      0.503E-06                         
 0.140000000E+02       0.329201644E+01                0.523850539E+01 + -0.103421746E+02 i      0.462E-06                         
 0.141000000E+02       0.305206490E+01                0.558849150E+01 + -0.958834466E+01 i      0.450E-06                         
 0.142000000E+02       0.281925535E+01                0.582472359E+01 + -0.885695189E+01 i      0.449E-06                         
 0.143000000E+02       0.259841335E+01                0.596487027E+01 + -0.816315628E+01 i      0.907E-06                         
 0.144000000E+02       0.239243263E+01                0.602663208E+01 + -0.751604878E+01 i      0.930E-06                         
 0.145000000E+02       0.220267325E+01                0.602626957E+01 + -0.691990211E+01 i      0.843E-06                         
 0.146000000E+02       0.202939344E+01                0.597782659E+01 + -0.637552751E+01 i      0.692E-06                         
 0.147000000E+02       0.187214929E+01                0.589288995E+01 + -0.588153046E+01 i      0.698E-06                         
 0.148000000E+02       0.173011847E+01                0.578074362E+01 + -0.543532746E+01 i      0.805E-06                         
 0.149000000E+02       0.160232598E+01                0.564876456E+01 + -0.503385554E+01 i      0.898E-06                         
 0.150000000E+02       0.148776748E+01                0.550288787E+01 + -0.467395939E+01 i      0.932E-06                         
 0.151000000E+02       0.138545301E+01                0.534800657E+01 + -0.435252899E+01 i      0.912E-06                         
 0.152000000E+02       0.129440616E+01                0.518824208E+01 + -0.406649689E+01 i      0.869E-06                         
 0.153000000E+02       0.121364931E+01                0.502708815E+01 + -0.381279175E+01 i      0.939E-06                         
 0.154000000E+02       0.114219353E+01                0.486747568E+01 + -0.358830682E+01 i      0.601E-06                         
 0.155000000E+02       0.107903384E+01                0.471178325E+01 + -0.338988478E+01 i      0.568E-06                         
 0.156000000E+02       0.102315723E+01                0.456182456E+01 + -0.321434325E+01 i      0.521E-06                         
 0.157000000E+02       0.973561424E+00                0.441881748E+01 + -0.305853342E+01 i      0.410E-06                         
 0.158000000E+02       0.929289495E+00                0.428336672E+01 + -0.291944905E+01 i      0.976E-06                         
 0.159000000E+02       0.889480028E+00                0.415548162E+01 + -0.279438392E+01 i      0.545E-06                         
 0.160000000E+02       0.853423117E+00                0.403471098E+01 + -0.268110780E+01 i      0.572E-06                         
 0.161000000E+02       0.820593275E+00                0.392034537E+01 + -0.257796980E+01 i      0.536E-06                         
 0.162000000E+02       0.790644490E+00                0.381168483E+01 + -0.248388292E+01 i      0.484E-06                         
 0.163000000E+02       0.763360996E+00                0.370824712E+01 + -0.239816930E+01 i      0.916E-06                         
 0.164000000E+02       0.738584842E+00                0.360984898E+01 + -0.232033271E+01 i      0.822E-06                         
 0.165000000E+02       0.716147729E+00                0.351654917E+01 + -0.224984444E+01 i      0.873E-06                         
 0.166000000E+02       0.695836248E+00                0.342849168E+01 + -0.218603404E+01 i      0.796E-06                         
 0.167000000E+02       0.677397635E+00                0.334574650E+01 + -0.212810743E+01 i      0.779E-06                         
 0.168000000E+02       0.660571005E+00                0.326821726E+01 + -0.207524502E+01 i      0.807E-06                         
 0.169000000E+02       0.645129288E+00                0.319564398E+01 + -0.202673343E+01 i      0.916E-06                         
 0.170000000E+02       0.630905967E+00                0.312769253E+01 + -0.198204955E+01 i      0.933E-06                         
 0.171000000E+02       0.617795730E+00                0.306407333E+01 + -0.194086253E+01 i      0.878E-06                         
 0.172000000E+02       0.605734062E+00                0.300462823E+01 + -0.190296968E+01 i      0.741E-06                         
 0.173000000E+02       0.594667019E+00                0.294936889E+01 + -0.186820154E+01 i      0.786E-06                         
 0.174000000E+02       0.584519855E+00                0.289846676E+01 + -0.183632328E+01 i      0.732E-06                         
 0.175000000E+02       0.575170763E+00                0.285220401E+01 + -0.180695224E+01 i      0.767E-06                         
 0.176000000E+02       0.566429246E+00                0.281089080E+01 + -0.177948996E+01 i      0.816E-06                         
 0.177000000E+02       0.558026758E+00                0.277474386E+01 + -0.175309276E+01 i      0.846E-06                         
 0.178000000E+02       0.549628399E+00                0.274374511E+01 + -0.172670854E+01 i      0.698E-06                         
 0.179000000E+02       0.540868912E+00                0.271752495E+01 + -0.169918980E+01 i      0.666E-06                         
 0.180000000E+02       0.531406789E+00                0.269530723E+01 + -0.166946366E+01 i      0.629E-06                         
 0.181000000E+02       0.520985056E+00                0.267594953E+01 + -0.163672282E+01 i      0.510E-06                         
 0.182000000E+02       0.509480779E+00                0.265807723E+01 + -0.160058107E+01 i      0.895E-06                         
 0.183000000E+02       0.496925084E+00                0.264028161E+01 + -0.156113619E+01 i      0.749E-06                         
 0.184000000E+02       0.483495240E+00                0.262132137E+01 + -0.151894509E+01 i      0.685E-06                         
 0.185000000E+02       0.469472773E+00                0.260027928E+01 + -0.147489222E+01 i      0.597E-06                         
 0.186000000E+02       0.455191119E+00                0.257662832E+01 + -0.143002508E+01 i      0.463E-06                         
 0.187000000E+02       0.440986608E+00                0.255021826E+01 + -0.138540029E+01 i      0.949E-06                         
 0.188000000E+02       0.427164426E+00                0.252120994E+01 + -0.134197662E+01 i      0.815E-06                         
 0.189000000E+02       0.413978640E+00                0.249000490E+01 + -0.130055225E+01 i      0.683E-06                         
 0.190000000E+02       0.401622051E+00                0.245717653E+01 + -0.126173288E+01 i      0.565E-06                         
 0.191000000E+02       0.390219228E+00                0.242341109E+01 + -0.122590986E+01 i      0.479E-06                         
 0.192000000E+02       0.379822312E+00                0.238944684E+01 + -0.119324698E+01 i      0.911E-06                         
 0.193000000E+02       0.370411771E+00                0.235600834E+01 + -0.116368290E+01 i      0.778E-06                         
 0.194000000E+02       0.361901522E+00                0.232374374E+01 + -0.113694716E+01 i      0.700E-06                         
 0.195000000E+02       0.354151398E+00                0.229316529E+01 + -0.111259943E+01 i      0.671E-06                         
 0.196000000E+02       0.346985069E+00                0.226460409E+01 + -0.109008574E+01 i      0.655E-06                         
 0.197000000E+02       0.340213225E+00                0.223818590E+01 + -0.106881137E+01 i      0.636E-06                         
 0.198000000E+02       0.333659495E+00                0.221383725E+01 + -0.104822222E+01 i      0.608E-06                         
 0.199000000E+02       0.327184257E+00                0.219132927E+01 + -0.102787966E+01 i      0.561E-06                         
 0.200000000E+02       0.320699231E+00                0.217035556E+01 + -0.100750635E+01 i      0.515E-06                         
 0.201000000E+02       0.314166636E+00                0.215062442E+01 + -0.986983596E+00 i      0.492E-06                         
 0.202000000E+02       0.307581703E+00                0.213193293E+01 + -0.966296420E+00 i      0.942E-06                         
 0.203000000E+02       0.300945177E+00                0.211419261E+01 + -0.945447157E+00 i      0.826E-06                         
 0.204000000E+02       0.294236745E+00                0.209739559E+01 + -0.924371997E+00 i      0.743E-06                         
 0.205000000E+02       0.287401928E+00                0.208153654E+01 + -0.902899786E+00 i      0.752E-06                         
 0.206000000E+02       0.280357496E+00                0.206652521E+01 + -0.880769050E+00 i      0.814E-06                         
 0.207000000E+02       0.273013395E+00                0.205212680E+01 + -0.857696877E+00 i      0.885E-06                         
 0.208000000E+02       0.265302476E+00                0.203795474E+01 + -0.833472310E+00 i      0.959E-06                         
 0.209000000E+02       0.257207037E+00                0.202351970E+01 + -0.808039737E+00 i      0.506E-06                         
 0.210000000E+02       0.248771793E+00                0.200831577E+01 + -0.781539637E+00 i      0.458E-06                         
 0.211000000E+02       0.240101415E+00                0.199191859E+01 + -0.754300842E+00 i      0.439E-06                         
 0.212000000E+02       0.231341760E+00                0.197405855E+01 + -0.726781573E+00 i      0.436E-06                         
 0.213000000E+02       0.222654015E+00                0.195465471E+01 + -0.699488218E+00 i      0.851E-06                         
 0.214000000E+02       0.214189227E+00                0.193380819E+01 + -0.672895301E+00 i      0.482E-06                         
 0.215000000E+02       0.206068065E+00                0.191176030E+01 + -0.647381919E+00 i      0.581E-06                         
 0.216000000E+02       0.198369974E+00                0.188883995E+01 + -0.623197653E+00 i      0.644E-06                         
 0.217000000E+02       0.191130013E+00                0.186540420E+01 + -0.600452644E+00 i      0.613E-06                         
 0.218000000E+02       0.184342683E+00                0.184178744E+01 + -0.579129619E+00 i      0.553E-06                         
 0.219000000E+02       0.177970558E+00                0.181826185E+01 + -0.559110996E+00 i      0.545E-06                         
 0.220000000E+02       0.171956026E+00                0.179501223E+01 + -0.540215787E+00 i      0.600E-06                         
 0.221000000E+02       0.166234514E+00                0.177212681E+01 + -0.522241129E+00 i      0.706E-06                         
 0.222000000E+02       0.160747369E+00                0.174960473E+01 + -0.505002753E+00 i      0.805E-06                         
 0.223000000E+02       0.155452398E+00                0.172737982E+01 + -0.488368111E+00 i      0.819E-06                         
 0.224000000E+02       0.150329282E+00                0.170535736E+01 + -0.472273368E+00 i      0.899E-06                         
 0.225000000E+02       0.145377811E+00                0.168345117E+01 + -0.456717865E+00 i      0.666E-06                         
 0.226000000E+02       0.140611464E+00                0.166160781E+01 + -0.441743943E+00 i      0.695E-06                         
 0.227000000E+02       0.136048773E+00                0.163981457E+01 + -0.427409825E+00 i      0.891E-06                         
 0.228000000E+02       0.131707037E+00                0.161809187E+01 + -0.413769859E+00 i      0.560E-06                         
