iter,cost,mean_rel_alphaD
0,26580.802734375,0.9237183427786732
1000,100.27295684814453,0.030296848140543682
2000,15.272893905639648,0.012172652792586378
3000,5.659153461456299,0.009498822244956195
4000,1.7348730564117432,0.005567773542938146
5000,0.950212299823761,0.0040586776724374765
6000,0.63511061668396,0.0031529495326648345
7000,0.4205951690673828,0.0025204615303956414
8000,0.24785453081130981,0.0019044756752361859
9000,0.5330286026000977,0.0030054914848872284
10000,0.24402271211147308,0.0019718802033460475
11000,0.08975841104984283,0.0011840049290816152
12000,0.0334443636238575,0.0008094300426264134
13000,0.03406430780887604,0.0007887185331500517
14000,0.17296576499938965,0.0017326555361136325
15000,0.008762707002460957,0.00040448202027290874
16000,0.006880879867821932,0.00035891089526933083
17000,0.005577565170824528,0.00032293228368417506
18000,0.012522038072347641,0.0004990607419082503
19000,0.004314308986067772,0.0002884516544568388
20000,0.005864285863935947,0.0003466956134149942
21000,0.003735047299414873,0.00027537804570287736
22000,0.004327921662479639,0.00030693429388071146
23000,0.002569456584751606,0.0002285292780866619
24000,0.21039673686027527,0.0020576476608435645
25000,0.023504897952079773,0.0006853212849297095
26000,0.008443400263786316,0.00040793372170718796
27000,0.003999336156994104,0.0002777124467422959
28000,0.03517787903547287,0.0007919734028615454
29000,0.004869608208537102,0.00030482971549256527
30000,0.034049633890390396,0.0009289490634315331
31000,0.005005598999559879,0.00032049516990798364
32000,0.0014667895156890154,0.0001734175446171695
33000,0.0014498743694275618,0.0001680521590104796
34000,0.001265546539798379,0.00015896389980857105
35000,0.002605514833703637,0.0002311295042004644
36000,0.0013708268525078893,0.0001661765858095348
37000,0.015131358988583088,0.0005471729296696223
38000,0.0030019888654351234,0.000257045377731229
39000,0.00105144118424505,0.00014460973393398265
40000,0.001369310892187059,0.00016419858591001766
41000,0.001067829318344593,0.00014591226992610983
42000,0.0009658928611315787,0.00013596866558743414
43000,0.0014714272692799568,0.00016822166344925807
44000,0.012428944930434227,0.000516786960595993
45000,0.010961170308291912,0.0004870000361942134
46000,0.0012778773671016097,0.00016119991122067972
47000,0.0008226880454458296,0.00012477306677706527
48000,0.0008256479632109404,0.0001287926215727419
49000,0.0007728620548732579,0.00012043577376562923
50000,0.0019086985848844051,0.00019817529720555873
51000,0.008645690977573395,0.0004298249261390911
52000,0.0032862741500139236,0.00026201454216103696
53000,0.0006937586585991085,0.00011216349207942749
54000,0.0008086700108833611,0.00012807701626540885
55000,0.0006842782022431493,0.00011380643772016021
56000,0.0006527274963445961,0.00010867740662394272
57000,0.0006430271314457059,0.00010830125387410001
58000,0.0006307245930656791,0.00010713997658888599
59000,0.0006200961652211845,0.00010604731610648444
60000,0.0010786241618916392,0.0001438292174719179
61000,0.000601168954744935,0.00010410679686285365
62000,0.0005904181743972003,0.00010369014160026251
63000,0.0005842178943566978,0.00010266317377138429
64000,0.0007674061344005167,0.00012472966978059846
65000,0.0005915197543799877,0.00010818221080496199
66000,0.0023335139267146587,0.00023356090014274683
67000,0.0010759509168565273,0.00015951787293507484
68000,0.0010794182308018208,0.00014941796478456373
69000,0.000547379779163748,0.0001003319511090928
70000,0.0034084611106663942,0.0002506175864869022
71000,0.0005427114083431661,0.00010105927941296886
72000,0.0005120518035255373,9.655538695723774e-05
73000,0.0005050033214502037,9.570005875250961e-05
74000,0.001022868207655847,0.0001471968834557585
75000,0.0004913722514174879,9.33155936773049e-05
76000,0.0004954541218467057,9.490820646089403e-05
77000,0.0004867493989877403,9.395754468590212e-05
