iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,140.6249542236328,0.19833810438523364,0.8016619363048838,0.0,0.26278238687186134
1000,0.5336923599243164,0.9769526524390789,0.023047399912574134,0.0,0.002292737631573577
2000,0.5099805593490601,0.9853161282058295,0.014683897360862846,0.0,0.0018085024412392054
3000,0.49927252531051636,0.9910370835787151,0.008962889373577178,0.0,0.001377481343801384
4000,0.49311563372612,0.9938385908801499,0.0061613859838942015,0.0,0.0011166586380620452
5000,0.4835689663887024,0.9945159221544937,0.005484102882666101,0.0,0.0011079627177658783
6000,0.43446850776672363,0.9874273099880206,0.01257267607864103,0.0,0.001293917789636091
7000,0.42293408513069153,0.9954243134514755,0.00457571682673055,0.0,0.0010271962101393354
8000,0.41763564944267273,0.9942489139243817,0.005751091650588749,0.0,0.0012171067673822766
9000,0.409779816865921,0.9945820811147461,0.005417892180570532,0.0,0.0011325722371340265
10000,0.4044540524482727,0.9953391830627535,0.004660838812573013,0.0,0.0010438368201299698
11000,0.40228983759880066,0.9946287791029104,0.005371239417519156,0.0,0.0010082146068487235
12000,0.40033042430877686,0.9950483366907718,0.004951649350920058,0.0,0.0009826111503926128
13000,0.3993876874446869,0.9949091228735996,0.005090887619842571,0.0,0.0010242577074603386
14000,0.39869463443756104,0.9950828870026039,0.004917080294382437,0.0,0.001014564539441587
15000,0.3980439007282257,0.9953264929822149,0.004673535972171444,0.0,0.000977601150407149
16000,0.3975503444671631,0.9954618497619414,0.004538142331604093,0.0,0.0009598814260952131
17000,0.3970852792263031,0.9955050937892315,0.004494907676641595,0.0,0.0009483465364143231
18000,0.39665135741233826,0.994788574791176,0.005211388815402875,0.0,0.0009998709588127106
19000,0.39597201347351074,0.996136864345293,0.0038631335967149196,0.0,0.0008951373933123101
20000,0.395441472530365,0.9961362786455519,0.0038637066347828827,0.0,0.0009035071982537723
21000,0.39587122201919556,0.996077536539671,0.003922442581095086,0.0,0.0009326717962326637
22000,0.39484715461730957,0.9963858810017939,0.0036141051408942588,0.0,0.0008736338953476473
23000,0.39460086822509766,0.9964079444085951,0.003592018123808967,0.0,0.0008653666917253268
24000,0.39463382959365845,0.9965451602413403,0.0034548078991133626,0.0,0.0008811481700898018
25000,0.3941625952720642,0.9959026613080908,0.0040973056128799385,0.0,0.0009383960723983129
26000,0.3939536213874817,0.9962884932093391,0.0037114778311567766,0.0,0.0008963298032754786
27000,0.39379069209098816,0.9960394819722338,0.003960522166549879,0.0,0.0009296095793858149
28000,0.3936648368835449,0.9961305756593889,0.0038693938812532176,0.0,0.0009334318362194283
29000,0.39357343316078186,0.9958095984645922,0.004190430227096002,0.0,0.0009797429724889197
