iter,cost,mean_rel_alphaD
0,22665.943359375,0.839454266015436
1000,3.8286070823669434,0.0062147980642320196
2000,0.41432586312294006,0.0026176744663730742
3000,0.28009432554244995,0.0022415984881360668
4000,0.21817408502101898,0.0020465830233868682
5000,0.1820364147424698,0.0018777375188862879
6000,0.15349619090557098,0.0017264765336278498
7000,0.12604635953903198,0.0015716603067904183
8000,0.10154499113559723,0.00141274740699081
9000,0.0817897766828537,0.0012648529369352949
10000,0.06380170583724976,0.0011273486651794207
11000,0.05586245656013489,0.0010721098727255634
12000,0.03417032212018967,0.0008548757367354467
13000,0.02407982014119625,0.0007265665363198721
14000,0.01839929260313511,0.0006178259497155433
15000,0.01471102237701416,0.0005442136153655601
16000,0.012311873957514763,0.0004989337430844529
17000,0.010335570201277733,0.0004557627393442588
18000,0.00884097907692194,0.00042470680657938445
19000,0.007663891185075045,0.0003963282015807055
20000,0.006626450922340155,0.00036809623923723624
21000,0.00580498855561018,0.00034509240883859424
