iter,cost,mean_rel_T12
0,4747614.624882983,2247.795587113039
300,178829.0393073435,1.2212142889072237
600,40979.1819894871,0.09896825559648066
900,25937.382619968386,0.0678728840869627
1200,17690.48372347649,0.04656625719305199
1500,10869.775260849448,0.031133803102028294
1800,7400.1748060220625,0.02924552529064571
2100,5821.772413271379,0.028872391451321967
2400,4941.927501651121,0.027553763256108407
2700,4283.969773706874,0.025672442914003835
3000,3674.505357025856,0.023700739708277956
3300,2980.7594846952024,0.020652898711918413
3600,2425.3761091075507,0.01735697292010728
3900,2154.294094369458,0.016383740227965175
4200,1939.8697563853723,0.015736854845745305
4500,1776.9129731449239,0.014786485046528533
4800,1638.512858717889,0.013665346491041135
5100,1527.1296281206269,0.01297414405271475
5400,1430.9929516539448,0.012901329066826065
5700,1332.4188138637678,0.0126539539135315
6000,1228.4880743152028,0.011818903388021483
6300,1127.3272523694018,0.010486708387147561
6600,1023.5378813455682,0.009265318184805891
6900,928.1918812023889,0.008571166702932245
7200,861.9117839087248,0.008329849312626963
7500,818.0138776096122,0.008393569091643311
7800,785.8395118652871,0.008503177768393343
8100,753.9745279480255,0.00871183953359116
8400,726.7353391760436,0.008811172393442552
8700,543.4484800302514,0.008645193370345422
9000,392.40309208340324,0.008644527431842616
9300,306.4431513149986,0.007259849541499939
9600,280.6399500939439,0.0072412815766119895
9900,261.2466538831485,0.0073296596080508454
10200,235.68319311496444,0.007459108368047255
10500,207.52339044641488,0.006788849435212799
10800,182.69196430029507,0.006389478270971272
11100,165.17316274661897,0.005927510722034794
11400,154.04472629209582,0.005880938244592431
11700,144.50402027474757,0.005164147440762137
12000,137.08549180543685,0.004666454845343532
12300,131.50697602405018,0.004263239347216013
12600,127.28116463706611,0.003907624608829424
12900,123.24644092801412,0.003567472725923077
13200,121.99201393316777,0.0044776696825777436
13500,117.30045001157802,0.003286196907883461
13800,114.89375632434627,0.003178769813304562
14100,112.74366825047598,0.0030655342859224944
14400,111.27010140480893,0.0029905071155336446
14700,110.11405974143904,0.0030792505521543066
15000,108.700757967932,0.00285069372890835
15300,107.74745547826782,0.0029386504557676256
15600,105.32868031467044,0.0028659219384571974
15900,100.61310954016392,0.0031300798338949284
16200,82.6110679617557,0.0029009333859801433
16500,70.04252927466517,0.0027882580683624746
16800,66.73127452037821,0.0027675471229610597
17100,65.31159234262218,0.0032988046101623094
17400,62.490000060767926,0.002587118056418999
17700,61.781343030235256,0.0027510751654523454
18000,59.71155312098849,0.0025591516445520363
18300,58.425945664691405,0.0025759083608746314
18600,58.17930414237368,0.003604704507074044
18900,52.856802591984774,0.002038367230854299
19200,48.413529039915524,0.0020337848425117373
19500,41.47023830039745,0.0023243823749341005
19800,31.673147191788185,0.002768478542290143
20100,28.42806778008252,0.00273836559797552
20400,26.550637587805088,0.0026356617554167427
20700,25.222645223896166,0.002532544870484198
21000,24.179833918917826,0.0024931982176831925
21300,24.525429614638433,0.003318305843594889
21600,22.34905120925676,0.002249305256289172
21900,21.703838546140464,0.0021319633590875507
22200,20.953828570980626,0.0020149409216805502
22500,20.20700381704222,0.0019096585519994976
22800,24.84041442619919,0.005126708837087819
23100,18.871204362882,0.0017296417855037897
23400,18.23068824042008,0.0017315405160789976
23700,17.434593921290087,0.0017051295842897953
24000,16.514533740034,0.0015918435076109536
24300,17.237853571805534,0.0028048437495099485
24600,14.705662625658467,0.0014951731475885892
24900,13.629073325762311,0.0013850473173838444
25200,12.784602847683162,0.0013105795762326353
25500,12.004037437815697,0.0011861859895669633
25800,11.653978100832937,0.0015337353919313505
26100,10.853357347561952,0.0010264850149050734
26400,10.415820801690801,0.0009802907850578824
26700,10.037848657960186,0.0009227927504500056
27000,9.719213819427202,0.0009024704128296716
27300,9.43376174194999,0.0008513320257444853
27600,9.223789775010104,0.0009183107246913346
27900,8.94496559532877,0.0008122698917594661
28200,9.570631020745632,0.0020454807680334174
28500,8.525186518556778,0.0008306663670752411
28800,8.380517611890465,0.0009134936694690289
29100,8.156189413982405,0.0008398624867055315
29400,7.976981504506515,0.0007719793141886948
29700,7.851188704516294,0.0007696012088017026
30000,7.737567518895208,0.0007614011249389013
30300,10.034864659566782,0.0025587886467505396
30600,7.530756574392962,0.000751446835628234
30900,9.572802569984077,0.002986971903751104
31200,6.716168735891952,0.0008118814239208548
31500,6.310264180551417,0.0008452195636451431
31800,6.103703406154952,0.0008402005147603168
32100,5.986413288026972,0.0008762711298373805
32400,6.1280526088924,0.0008294520836274101
32700,5.799198556843929,0.0007942261788864012
33000,5.743219031186905,0.0007874070183508438
33300,5.695364676060185,0.0007805394669001464
33600,5.653283085257537,0.0007744526334717243
33900,5.617862977221154,0.0007888628449039412
34200,5.580736137420689,0.0007626168884202595
34500,5.549375901226128,0.0007578094201105331
34800,5.519829781829123,0.0007531313541797725
35100,5.492154942927159,0.0007491666305832281
35400,5.4660131019435765,0.0007452504507247549
35700,5.44106279785382,0.0007412020382087514
36000,5.417112168766075,0.0007373029054667566
36300,6.660835424637055,0.0023960842197574637
36600,5.371220572482336,0.0007293629762931612
36900,5.349464646371912,0.0007260490410798192
37200,5.330019572380234,0.0007402586517644752
37500,5.316838507260732,0.0007618404664637359
37800,5.949869345223122,0.0017599798753487798
38100,5.2851721973470305,0.000713327579916044
38400,5.248152322378951,0.0007057775842581407
38700,5.2300109341664225,0.0007020038689162454
39000,5.534131449619334,0.0011084629461282393
39300,5.320341218881776,0.0007756492151640657
39600,5.177836906611357,0.0007112932731016859
39900,5.181998304469685,0.0007295339445059759
40200,5.1502960083857054,0.0006910078416180417
40500,5.137286741845004,0.000694828954329897
40800,5.169351711875986,0.0008202908228247479
41100,5.693915804890465,0.0015698374492263997
41400,5.074664866313899,0.0006623362839163917
41700,5.133984413036378,0.000662934921399829
42000,5.043144786758509,0.0006513374344839625
42300,5.027903418644046,0.0006458686276234583
42600,5.012880008059068,0.0006407422352259947
42900,4.998128874265693,0.0006350005090999561
43200,4.983674852686434,0.0006295671361219918
43500,4.969434591929774,0.0006240076105192249
43800,4.955417719142705,0.0006186383552383044
44100,4.9418455402678525,0.0006134186116496483
44400,4.928588985179177,0.0006134021841749167
44700,4.915199964870153,0.0006031197874078724
45000,4.902445723107871,0.0005982976093388889
45300,4.890099620873203,0.0005936443603059235
45600,4.878259511299724,0.0005895490957443997
45900,4.91713171151969,0.0008026417227860852
46200,4.854537197003606,0.0005866071668242607
46500,4.8539879922686975,0.0006077359491364416
46800,4.8316673475434735,0.0005739792004872374
47100,4.820747641182816,0.0005696684701301593
47400,4.841903301591386,0.0007051827289019754
47700,4.801044558020482,0.000561213898568028
48000,4.789483215245996,0.0005612672787738055
48300,4.781795850827882,0.0005773198393904524
48600,4.804255092179979,0.0006606162087261305
48900,4.7845298135239345,0.0005594534868956904
49200,4.7505476340716175,0.0005526831798270417
49500,4.741191324371572,0.0005497560377375561
49800,4.739787467604852,0.0005619882686399015
