# Re(EQRPA)	Im(Strength)
0.000000e+00	1.470226e-02
1.500000e-01	1.415402e-02
3.000000e-01	1.363524e-02
4.500000e-01	1.314394e-02
6.000000e-01	1.267829e-02
7.500000e-01	1.223660e-02
9.000000e-01	1.181736e-02
1.050000e+00	1.141924e-02
1.200000e+00	1.104885e-02
1.350000e+00	1.069008e-02
1.500000e+00	1.034889e-02
1.650000e+00	1.002424e-02
1.800000e+00	9.715141e-03
1.950000e+00	9.420609e-03
2.100000e+00	9.139641e-03
2.250000e+00	8.871303e-03
2.400000e+00	8.620262e-03
2.550000e+00	8.377361e-03
2.700000e+00	8.145577e-03
2.850000e+00	7.923720e-03
3.000000e+00	7.714343e-03
3.150000e+00	7.513320e-03
3.300000e+00	7.320175e-03
3.450000e+00	7.138146e-03
3.600000e+00	6.964324e-03
3.750000e+00	6.799077e-03
3.900000e+00	6.640492e-03
4.050000e+00	6.489423e-03
4.200000e+00	6.345610e-03
4.350000e+00	6.208691e-03
4.500000e+00	6.079994e-03
4.650000e+00	5.958492e-03
4.800000e+00	5.842826e-03
4.950000e+00	5.733151e-03
5.100000e+00	5.631430e-03
5.250000e+00	5.536039e-03
5.400000e+00	5.447903e-03
5.550000e+00	5.366415e-03
5.700000e+00	5.292239e-03
5.850000e+00	5.225727e-03
6.000000e+00	5.166462e-03
6.150000e+00	5.117002e-03
6.300000e+00	5.077331e-03
6.450000e+00	5.048880e-03
6.600000e+00	5.032487e-03
6.750000e+00	5.032531e-03
6.900000e+00	5.053377e-03
7.050000e+00	5.104459e-03
7.200000e+00	5.197470e-03
7.350000e+00	5.370270e-03
7.500000e+00	5.687195e-03
7.650000e+00	6.244373e-03
7.800000e+00	6.709566e-03
7.950000e+00	6.505194e-03
8.100000e+00	6.310903e-03
8.250000e+00	6.406294e-03
8.400000e+00	6.726758e-03
8.550000e+00	7.260689e-03
8.700000e+00	8.053503e-03
8.850000e+00	9.232905e-03
9.000000e+00	1.102541e-02
