iter,cost,mean_rel_alphaD
0,25498.3203125,0.9009601816588251
1000,66.805908203125,0.022086393236441314
2000,13.887862205505371,0.012034083672556812
3000,5.028608798980713,0.009083733570548118
4000,2.9461441040039062,0.0072829140170509515
5000,1.332387924194336,0.004952391751978388
6000,0.9410434365272522,0.003957945768807029
7000,0.6827139854431152,0.003197779631608006
8000,0.30490514636039734,0.002281689157033551
9000,0.11326007544994354,0.001198616180643104
10000,0.03966857120394707,0.0008049016858669131
11000,0.02065652795135975,0.0006338015036326188
12000,0.013626018539071083,0.0005283195162624057
13000,0.017783254384994507,0.0005969204946079158
14000,0.49632567167282104,0.002746598422547507
15000,0.005919803865253925,0.0003543809206190555
16000,0.010697013698518276,0.00045461888256598005
17000,0.16680172085762024,0.0016588753168743902
18000,0.004454364534467459,0.0002973416813413472
19000,0.01485172938555479,0.000496694959341572
20000,0.0027668485417962074,0.0002410579734003494
21000,0.006897184066474438,0.00036171507400295917
22000,0.007679357659071684,0.0003986042251328011
23000,0.0031177166383713484,0.00024871676717400825
24000,0.0024892291985452175,0.00022833813514615205
25000,0.0022383073810487986,0.00021964363577773498
26000,0.004780809860676527,0.0003221412806178328
27000,0.0024047126062214375,0.0002260561256008458
28000,0.00876790750771761,0.0004406313880532757
29000,0.01325628999620676,0.0005427173009761183
30000,0.00424916110932827,0.0003070674636799713
31000,0.0015016503166407347,0.0001732709958198054
32000,0.0012328855227679014,0.0001559087705862942
33000,0.002993308939039707,0.0002534846210055263
34000,0.018261713907122612,0.0005351059532949419
35000,0.010423021391034126,0.0004500034347282104
36000,0.001717452658340335,0.00018784025608129892
37000,0.0037193249445408583,0.00027163661480689383
38000,0.00640338659286499,0.0003252855352221224
39000,0.004574652295559645,0.00027618865368531087
40000,0.0021423078142106533,0.00019524336182528498
41000,0.0029174205847084522,0.00023259557391956226
42000,0.0037118899635970592,0.0002775158283875931
43000,0.004718300886452198,0.0002704281439581095
44000,0.0250285305082798,0.0006190332518725324
45000,0.0010794778354465961,0.00014805104233039349
46000,0.005745242349803448,0.00031352625957523485
47000,0.0007273515220731497,0.0001223463508885382
48000,0.0011408976279199123,0.00014893184494777244
49000,0.0007470811251550913,0.00011941269710040507
50000,0.0007765651680529118,0.00012823260047415663
51000,0.0007289907662197948,0.00011672558523974595
52000,0.0009460322326049209,0.00013367095582504367
53000,0.0009384364821016788,0.00013442376804647418
54000,0.0005343237426131964,9.585382331436913e-05
55000,0.0006023897440172732,0.00010814001328249865
56000,0.001587290083989501,0.00017439294397018746
57000,0.0029693818651139736,0.0002290657402606003
58000,0.020477458834648132,0.0005450196436465936
59000,0.0012360854307189584,0.00015295222631098887
60000,0.000469536695163697,8.998073359203261e-05
61000,0.002014986239373684,0.0001939957172797478
62000,0.00047784126945771277,9.000331624220076e-05
63000,0.005330758169293404,0.000290593587186073
64000,0.0012565718498080969,0.00015869868679674638
65000,0.0005612422828562558,9.841312401258348e-05
66000,0.0004640239058062434,9.009974664520739e-05
67000,0.0004299920692574233,8.647797088793523e-05
68000,0.0004973457544110715,9.439931039424541e-05
69000,0.0013130948645994067,0.00014844551146353941
70000,0.0005022299592383206,9.515787583022528e-05
71000,0.00038264927570708096,7.935054211220199e-05
72000,0.002269092481583357,0.00021553823012390795
73000,0.0003796322853304446,8.272151271540843e-05
74000,0.0004767885839100927,8.866905583233016e-05
75000,0.0003551397821865976,7.664203460717649e-05
76000,0.0003283139376435429,7.204689616094245e-05
77000,0.0025509358383715153,0.00022360726167959064
78000,0.000298636092338711,6.649698365152183e-05
79000,0.00071299122646451,0.0001129936272340806
80000,0.00028258428210392594,6.323017900837512e-05
81000,0.0006494721747003496,0.00010518193303934013
82000,0.0003253045433666557,7.488275538346795e-05
83000,0.00030344846891239285,6.7429458030377e-05
84000,0.0007083708187565207,0.00011442905742404227
85000,0.00038656051037833095,8.530729521397928e-05
86000,0.0004103712271898985,8.493233688537766e-05
87000,0.00028205683338455856,6.750248476309074e-05
88000,0.0002974790695589036,6.904763370124812e-05
89000,0.0006004004972055554,0.00010601198798691741
