iter,cost,mean_rel_alphaD
0,25930.0390625,0.9039111604816319
1000,70.08419036865234,0.023442193397499842
2000,15.98324203491211,0.01219933622701578
3000,4.960995197296143,0.007899078551208227
4000,1.3637032508850098,0.004723730247136477
5000,0.5933619141578674,0.0032010135727857116
6000,0.3667071461677551,0.002388465185422822
7000,0.2427501529455185,0.0019150039165908087
8000,2.1886253356933594,0.005341573950485043
9000,0.3126896917819977,0.0021624244249126407
10000,0.0894167423248291,0.0011377077124090668
11000,0.1354914903640747,0.0013631183722050695
12000,0.01421202253550291,0.0005121769861149641
13000,0.00886467844247818,0.0003841799244925174
14000,0.010962928645312786,0.0004322714037562241
15000,0.007236126810312271,0.00034736915549096487
16000,0.007669312413781881,0.0003556094655598984
17000,0.056240327656269073,0.0009268658521865163
18000,0.007573236245661974,0.00036109137928385743
19000,0.008999119512736797,0.0003627888862135224
20000,0.007225807290524244,0.0003584153331575189
21000,0.01107323169708252,0.00043047329540042196
22000,0.008374130353331566,0.000407289536024819
23000,0.002773750340566039,0.00022625249512685578
24000,0.008183777332305908,0.0004064631567427585
25000,0.001847298233769834,0.00017898555622912482
26000,0.004793663043528795,0.0003000894405828518
27000,0.015560094267129898,0.0005487523482124359
28000,0.005832180846482515,0.00033639624046046034
29000,0.0026243901811540127,0.00022072230166296232
30000,0.0024866133462637663,0.00020652946504369924
31000,0.0026222728192806244,0.00022969481749071923
32000,0.007183123845607042,0.00037159183058348155
33000,0.0013729352504014969,0.00015398376612178876
34000,0.0010276809334754944,0.00012894292502063813
35000,0.0024509835056960583,0.0002171979798659151
36000,0.005108367186039686,0.0002883068755604011
37000,0.0018518950091674924,0.00018404587102642533
38000,0.001698071020655334,0.0001865400949175447
39000,0.006567730568349361,0.00033606590434980574
40000,0.0006859094719402492,0.00010638794803642932
41000,0.0011457828804850578,0.00013992668892906545
42000,0.0006134372670203447,9.973864310150556e-05
43000,0.002644807333126664,0.00022152608208638185
44000,0.006435837130993605,0.00031127566594093506
45000,0.001658486551605165,0.00017958677791184795
46000,0.0012748964363709092,0.00015864171136615535
47000,0.0022858846932649612,0.00021528054627510326
48000,0.0024932126980274916,0.0002003581140294078
49000,0.0036950453650206327,0.00027847097483351454
50000,0.0006730998284183443,0.00011460484496855818
51000,0.0007792137912474573,0.00012394804104456588
52000,0.0012029559584334493,0.00015158082027650878
53000,0.002958182478323579,0.0002511625333015502
54000,0.013980044983327389,0.0004514549586777503
55000,0.0006610710988752544,0.0001008293287781359
56000,0.0014468262670561671,0.00015918792690072474
57000,0.00036836962681263685,7.782305043820316e-05
58000,0.0015628496184945107,0.00017745540295704227
59000,0.0022271997295320034,0.0001885541136092718
60000,0.000974181923083961,0.00013139205724802813
61000,0.0070003364235162735,0.00032660181165867813
62000,0.00038568879244849086,8.260418990806236e-05
63000,0.0006704356055706739,0.00010759710610378825
64000,0.0003531471884343773,7.19800672618317e-05
65000,0.00023519570822827518,5.36244916952808e-05
66000,0.0002330771239940077,5.505317430530744e-05
67000,0.00044700049329549074,8.217980946474636e-05
68000,0.001099522109143436,0.00014536041133547507
69000,0.0003017922572325915,7.182895147794078e-05
70000,0.0010476253228262067,0.00012928489468914164
71000,0.00026573793729767203,6.725648606492417e-05
72000,0.0002267950476380065,5.527118597502684e-05
73000,0.00023792902356944978,6.291593055326822e-05
74000,0.0002759643830358982,6.96344482366425e-05
75000,0.00018283765530213714,4.651490146835467e-05
76000,0.0001970420271391049,5.629785807273509e-05
77000,0.000267738796537742,6.527920513635675e-05
78000,0.00020349721307866275,5.30826600408414e-05
79000,0.00018320971867069602,5.333857083361168e-05
