iter,cost,mean_rel_alphaD
0,29440.203125,0.9707020425701475
1000,13.857741355895996,0.015228061003412641
2000,6.386238098144531,0.010967431467384159
3000,5.846638202667236,0.010274720500780644
4000,5.385345458984375,0.00987855805931647
5000,4.153343677520752,0.008755443220621446
6000,0.7264308929443359,0.004005992365341972
7000,0.358543336391449,0.0028620889871528816
8000,0.20299246907234192,0.0020949761451743228
9000,0.11502492427825928,0.001529274136880753
10000,0.06454093754291534,0.001188449065051782
11000,0.040094636380672455,0.0009326263001593162
12000,0.02608170360326767,0.0007585150289753751
13000,0.017633305862545967,0.0006032091032268408
14000,0.015918705612421036,0.0005535786591287515
15000,0.014122472144663334,0.000508203679969563
16000,0.013022231869399548,0.0004896144052209626
17000,0.009519124403595924,0.0004048688390178074
18000,0.009438144974410534,0.0004134100110392073
19000,0.016153180971741676,0.00052999440888649
20000,0.00797265488654375,0.0003721294708994878
21000,0.008801068179309368,0.00039827418277025016
22000,0.013597065582871437,0.0005495744413690122
23000,0.007996590808033943,0.0003796573923371711
24000,0.007056590635329485,0.0003558800974656868
25000,0.0382077731192112,0.0008935386868692548
26000,0.007134012412279844,0.00035921140065962084
27000,0.00629284605383873,0.00033465349861212194
28000,0.016135187819600105,0.0005138204119430115
29000,0.035085052251815796,0.000745535921306885
