iter,cost,mean_rel_alphaD
0,29737.998046875,0.9747422710467226
1000,19.097013473510742,0.014593500972793823
2000,4.746079444885254,0.00899631304541371
3000,2.84909725189209,0.006963166477844985
4000,0.5126848816871643,0.0029085944367478953
5000,0.17678211629390717,0.0017539101265887798
6000,0.06826919317245483,0.0011176388162340975
7000,0.05720282718539238,0.0010716588418000711
8000,0.03340483456850052,0.0008146600094634121
9000,0.2242117077112198,0.0015217815073362442
10000,0.019224043935537338,0.0006090820839445508
11000,0.010634465143084526,0.0004717201858958332
12000,0.011686043813824654,0.00047298978175999706
13000,0.006925598252564669,0.00037907563146901183
14000,0.006510836537927389,0.00035355459805267315
15000,0.00508352555334568,0.00031236786713804634
16000,0.05152640864253044,0.0007573750205358001
17000,0.004036348778754473,0.0002803767431852043
18000,0.0035777161829173565,0.0002617563668053377
19000,0.003366767428815365,0.00025163803130542943
20000,0.007709082681685686,0.00041898368054977235
21000,0.019137123599648476,0.0006221753727997928
22000,0.005158867686986923,0.00031740833030948656
23000,0.0025830892845988274,0.0002243599210595368
24000,0.01081987377256155,0.00046906703401186227
25000,0.002111561829224229,0.00019505227915232243
26000,0.022568343207240105,0.0006854644443723147
27000,0.012896659784018993,0.0005513627585878864
28000,0.0018308800645172596,0.00018413438649403057
29000,0.001872832770459354,0.00019179640768907284
