iter,cost,mean_rel_alphaD
0,29290.9453125,0.9741547595729197
1000,22.263118743896484,0.016869575746282
2000,7.415707111358643,0.01267889809557835
3000,4.459217548370361,0.009740825039035733
4000,3.1594181060791016,0.007907524754496333
5000,1.8983137607574463,0.005698255530769249
6000,1.54322350025177,0.004926555307425847
7000,1.2475248575210571,0.004541000713877241
8000,0.7883073687553406,0.004020101978035347
9000,0.640941858291626,0.0035777477305975252
10000,0.2560575306415558,0.0023339640816969157
11000,0.16239076852798462,0.0018119988902961055
12000,0.12453680485486984,0.0015581454831001497
13000,0.10993518680334091,0.0014835271661444197
14000,0.06980350613594055,0.0011748567820520964
15000,0.07250992208719254,0.0012666291889235745
16000,0.0429244339466095,0.0009405360922609803
17000,0.04824547469615936,0.0010232021649465971
18000,0.025180531665682793,0.0007235473350334846
19000,0.019127056002616882,0.0006322262671447567
20000,0.015271194279193878,0.0005512457928377479
21000,0.01377442479133606,0.0005207323059505587
22000,0.016529560089111328,0.0005489426587958229
23000,0.029444271698594093,0.0007644797719798325
24000,0.014961696229875088,0.0005250109191755331
25000,0.013028012588620186,0.0005183147718841948
26000,0.04618576169013977,0.0007630527203195025
27000,0.013384507037699223,0.0004954702000003199
28000,0.014427684247493744,0.0005215104828600186
29000,0.00858908612281084,0.00041491373076174527
