# Re(EQRPA)	Im(Strength)
0.000000e+00	-8.048142e-04
1.500000e-01	-5.100070e-04
3.000000e-01	-1.866147e-04
4.500000e-01	1.413739e-04
6.000000e-01	5.247585e-04
7.500000e-01	9.494088e-04
9.000000e-01	1.422758e-03
1.050000e+00	1.954280e-03
1.200000e+00	2.556211e-03
1.350000e+00	3.244500e-03
1.500000e+00	4.039803e-03
1.650000e+00	4.968858e-03
1.800000e+00	6.070062e-03
1.950000e+00	7.365342e-03
2.100000e+00	8.993174e-03
2.250000e+00	1.105995e-02
2.400000e+00	1.373916e-02
2.550000e+00	1.732318e-02
2.700000e+00	2.230685e-02
2.850000e+00	2.954074e-02
3.000000e+00	4.070907e-02
3.150000e+00	5.911792e-02
3.300000e+00	9.209876e-02
3.450000e+00	1.563070e-01
3.600000e+00	2.803239e-01
3.750000e+00	4.148483e-01
3.900000e+00	3.395210e-01
4.050000e+00	1.956414e-01
4.200000e+00	1.150231e-01
4.350000e+00	7.556065e-02
4.500000e+00	5.563821e-02
4.650000e+00	4.567771e-02
4.800000e+00	4.175298e-02
4.950000e+00	4.260236e-02
5.100000e+00	4.876596e-02
5.250000e+00	6.307709e-02
5.400000e+00	9.293805e-02
5.550000e+00	1.549055e-01
5.700000e+00	2.600412e-01
5.850000e+00	2.933682e-01
6.000000e+00	1.904249e-01
6.150000e+00	1.085791e-01
6.300000e+00	6.692210e-02
6.450000e+00	4.546558e-02
6.600000e+00	3.350316e-02
6.750000e+00	2.634527e-02
6.900000e+00	2.185616e-02
7.050000e+00	1.897206e-02
7.200000e+00	1.714042e-02
7.350000e+00	1.606623e-02
7.500000e+00	1.559857e-02
7.650000e+00	1.568532e-02
7.800000e+00	1.635751e-02
7.950000e+00	1.774224e-02
8.100000e+00	2.011029e-02
8.250000e+00	2.399311e-02
8.400000e+00	3.044977e-02
8.550000e+00	4.171704e-02
8.700000e+00	6.282885e-02
8.850000e+00	1.049878e-01
9.000000e+00	1.806609e-01
9.150000e+00	2.250909e-01
9.300000e+00	1.568942e-01
9.450000e+00	9.087991e-02
9.600000e+00	5.702386e-02
9.750000e+00	4.038378e-02
9.900000e+00	3.208403e-02
1.005000e+01	2.844840e-02
1.020000e+01	2.836591e-02
1.035000e+01	3.249213e-02
1.050000e+01	4.353830e-02
1.065000e+01	6.278939e-02
1.080000e+01	6.811421e-02
1.095000e+01	5.276960e-02
1.110000e+01	4.241466e-02
1.125000e+01	3.914895e-02
1.140000e+01	4.491394e-02
1.155000e+01	6.393007e-02
1.170000e+01	9.670691e-02
1.185000e+01	1.004143e-01
1.200000e+01	6.590961e-02
1.215000e+01	4.134776e-02
1.230000e+01	2.905005e-02
1.245000e+01	2.281736e-02
1.260000e+01	1.957553e-02
1.275000e+01	1.788864e-02
1.290000e+01	1.680558e-02
1.305000e+01	1.612740e-02
1.320000e+01	1.597785e-02
1.335000e+01	1.624604e-02
1.350000e+01	1.690907e-02
1.365000e+01	1.797821e-02
1.380000e+01	1.958481e-02
1.395000e+01	2.200111e-02
1.410000e+01	2.582699e-02
1.425000e+01	3.238166e-02
1.440000e+01	4.458861e-02
1.455000e+01	6.522291e-02
1.470000e+01	7.622017e-02
1.485000e+01	6.059476e-02
1.500000e+01	4.738116e-02
1.515000e+01	4.242098e-02
1.530000e+01	4.212487e-02
1.545000e+01	4.456570e-02
1.560000e+01	4.908803e-02
1.575000e+01	5.566258e-02
1.590000e+01	6.465723e-02
1.605000e+01	7.684675e-02
1.620000e+01	9.354116e-02
1.635000e+01	1.169571e-01
1.650000e+01	1.509575e-01
1.665000e+01	2.025984e-01
1.680000e+01	2.857228e-01
1.695000e+01	4.296589e-01
1.710000e+01	7.009287e-01
1.725000e+01	1.241683e+00
1.740000e+01	2.133474e+00
1.755000e+01	2.385735e+00
1.770000e+01	1.561548e+00
1.785000e+01	9.277189e-01
1.800000e+01	5.719344e-01
1.815000e+01	3.811215e-01
1.830000e+01	2.913921e-01
1.845000e+01	2.566336e-01
1.860000e+01	2.104959e-01
1.875000e+01	1.502221e-01
1.890000e+01	1.101408e-01
1.905000e+01	8.583919e-02
1.920000e+01	7.023256e-02
1.935000e+01	5.975881e-02
1.950000e+01	5.275328e-02
1.965000e+01	4.854300e-02
1.980000e+01	4.718174e-02
1.995000e+01	4.971323e-02
2.010000e+01	5.910639e-02
2.025000e+01	8.161464e-02
2.040000e+01	1.152381e-01
2.055000e+01	1.099181e-01
2.070000e+01	7.282802e-02
2.085000e+01	4.930857e-02
2.100000e+01	3.847273e-02
2.115000e+01	3.529465e-02
2.130000e+01	3.842205e-02
2.145000e+01	4.205760e-02
2.160000e+01	3.445411e-02
2.175000e+01	2.598115e-02
2.190000e+01	2.142507e-02
2.205000e+01	1.781889e-02
2.220000e+01	1.500689e-02
2.235000e+01	1.324828e-02
2.250000e+01	1.216110e-02
2.265000e+01	1.153828e-02
2.280000e+01	1.134108e-02
2.295000e+01	1.169783e-02
2.310000e+01	1.300048e-02
2.325000e+01	1.595082e-02
2.340000e+01	1.947591e-02
2.355000e+01	1.935007e-02
2.370000e+01	1.819398e-02
2.385000e+01	1.921331e-02
2.400000e+01	1.754237e-02
2.415000e+01	1.339457e-02
2.430000e+01	1.088588e-02
2.445000e+01	9.779343e-03
2.460000e+01	9.478457e-03
2.475000e+01	9.760114e-03
2.490000e+01	1.066443e-02
2.505000e+01	1.248468e-02
2.520000e+01	1.592372e-02
2.535000e+01	2.219218e-02
2.550000e+01	3.194420e-02
2.565000e+01	4.441506e-02
2.580000e+01	5.459323e-02
2.595000e+01	6.744572e-02
2.610000e+01	6.301823e-02
2.625000e+01	4.187063e-02
2.640000e+01	2.968478e-02
2.655000e+01	2.618449e-02
2.670000e+01	2.483097e-02
2.685000e+01	2.277550e-02
2.700000e+01	1.785168e-02
2.715000e+01	1.266085e-02
2.730000e+01	9.540662e-03
2.745000e+01	7.894922e-03
2.760000e+01	7.082646e-03
2.775000e+01	6.798746e-03
2.790000e+01	6.481872e-03
2.805000e+01	5.897849e-03
2.820000e+01	5.413818e-03
2.835000e+01	5.257844e-03
2.850000e+01	5.409782e-03
2.865000e+01	5.969593e-03
2.880000e+01	6.939596e-03
2.895000e+01	7.769513e-03
2.910000e+01	9.057042e-03
2.925000e+01	1.061018e-02
2.940000e+01	1.090734e-02
2.955000e+01	1.207064e-02
2.970000e+01	1.482820e-02
2.985000e+01	1.565933e-02
3.000000e+01	1.397313e-02
