# Re(EQRPA)	Im(Strength)
0.000000e+00	2.974339e-03
1.500000e-01	3.506520e-03
3.000000e-01	4.109910e-03
4.500000e-01	4.795401e-03
6.000000e-01	5.576381e-03
7.500000e-01	6.469135e-03
9.000000e-01	7.485327e-03
1.050000e+00	8.678729e-03
1.200000e+00	1.006862e-02
1.350000e+00	1.168812e-02
1.500000e+00	1.361158e-02
1.650000e+00	1.592134e-02
1.800000e+00	1.871552e-02
1.950000e+00	2.218059e-02
2.100000e+00	2.657183e-02
2.250000e+00	3.221715e-02
2.400000e+00	3.971937e-02
2.550000e+00	5.009690e-02
2.700000e+00	6.503467e-02
2.850000e+00	8.787292e-02
3.000000e+00	1.253847e-01
3.150000e+00	1.926721e-01
3.300000e+00	3.230743e-01
3.450000e+00	5.542651e-01
3.600000e+00	6.988703e-01
3.750000e+00	5.167073e-01
3.900000e+00	3.487451e-01
4.050000e+00	2.926002e-01
4.200000e+00	3.206705e-01
4.350000e+00	4.442029e-01
4.500000e+00	7.306123e-01
4.650000e+00	1.189441e+00
4.800000e+00	1.224715e+00
4.950000e+00	7.539295e-01
5.100000e+00	4.245818e-01
5.250000e+00	2.580715e-01
5.400000e+00	1.707901e-01
5.550000e+00	1.209769e-01
5.700000e+00	9.028942e-02
5.850000e+00	7.017307e-02
6.000000e+00	5.633327e-02
6.150000e+00	4.644121e-02
6.300000e+00	3.915438e-02
6.450000e+00	3.365905e-02
6.600000e+00	2.944124e-02
6.750000e+00	2.616026e-02
6.900000e+00	2.359665e-02
7.050000e+00	2.160040e-02
7.200000e+00	2.004321e-02
7.350000e+00	1.889114e-02
7.500000e+00	1.808111e-02
7.650000e+00	1.759559e-02
7.800000e+00	1.753337e-02
7.950000e+00	1.787481e-02
8.100000e+00	1.882642e-02
8.250000e+00	2.070111e-02
8.400000e+00	2.418450e-02
8.550000e+00	3.081355e-02
8.700000e+00	4.405048e-02
8.850000e+00	6.947045e-02
9.000000e+00	9.434482e-02
9.150000e+00	7.688121e-02
9.300000e+00	4.999514e-02
9.450000e+00	3.583318e-02
9.600000e+00	2.968897e-02
9.750000e+00	2.775276e-02
9.900000e+00	2.859811e-02
1.005000e+01	3.222936e-02
1.020000e+01	3.993111e-02
1.035000e+01	5.530308e-02
1.050000e+01	8.538913e-02
1.065000e+01	1.261512e-01
1.080000e+01	1.311721e-01
1.095000e+01	1.200101e-01
1.110000e+01	1.050347e-01
1.125000e+01	8.820347e-02
1.140000e+01	9.397862e-02
1.155000e+01	1.292958e-01
1.170000e+01	1.701721e-01
1.185000e+01	1.388747e-01
1.200000e+01	8.819653e-02
1.215000e+01	6.042714e-02
1.230000e+01	4.716344e-02
1.245000e+01	4.096208e-02
1.260000e+01	3.854251e-02
1.275000e+01	3.853889e-02
1.290000e+01	4.044816e-02
1.305000e+01	4.452760e-02
1.320000e+01	5.039287e-02
1.335000e+01	5.549970e-02
1.350000e+01	6.199536e-02
1.365000e+01	7.298901e-02
1.380000e+01	9.049208e-02
1.395000e+01	1.187857e-01
1.410000e+01	1.676529e-01
1.425000e+01	2.585377e-01
1.440000e+01	4.145771e-01
1.455000e+01	5.182884e-01
1.470000e+01	4.425531e-01
1.485000e+01	4.065463e-01
1.500000e+01	4.881116e-01
1.515000e+01	7.301821e-01
1.530000e+01	1.253722e+00
1.545000e+01	1.985535e+00
1.560000e+01	1.850498e+00
1.575000e+01	1.092013e+00
1.590000e+01	6.161777e-01
1.605000e+01	3.772234e-01
1.620000e+01	2.508024e-01
1.635000e+01	1.779497e-01
1.650000e+01	1.327433e-01
1.665000e+01	1.029696e-01
1.680000e+01	8.243195e-02
1.695000e+01	6.776520e-02
1.710000e+01	5.705662e-02
1.725000e+01	4.921323e-02
1.740000e+01	4.370350e-02
1.755000e+01	4.055407e-02
1.770000e+01	3.992868e-02
1.785000e+01	3.863846e-02
1.800000e+01	3.383503e-02
1.815000e+01	3.086068e-02
1.830000e+01	3.157206e-02
1.845000e+01	3.389900e-02
1.860000e+01	2.987590e-02
1.875000e+01	2.348768e-02
1.890000e+01	1.952021e-02
1.905000e+01	1.724782e-02
1.920000e+01	1.590036e-02
1.935000e+01	1.516636e-02
1.950000e+01	1.497937e-02
1.965000e+01	1.546760e-02
1.980000e+01	1.702644e-02
1.995000e+01	2.064155e-02
2.010000e+01	2.851890e-02
2.025000e+01	4.281478e-02
2.040000e+01	4.975861e-02
2.055000e+01	3.580534e-02
2.070000e+01	2.330872e-02
2.085000e+01	1.695298e-02
2.100000e+01	1.396739e-02
2.115000e+01	1.296911e-02
2.130000e+01	1.347442e-02
2.145000e+01	1.347510e-02
2.160000e+01	1.142090e-02
2.175000e+01	9.909308e-03
2.190000e+01	9.174740e-03
2.205000e+01	8.344690e-03
2.220000e+01	7.652079e-03
2.235000e+01	7.274329e-03
2.250000e+01	7.117558e-03
2.265000e+01	7.116783e-03
2.280000e+01	7.275123e-03
2.295000e+01	7.625491e-03
2.310000e+01	8.287941e-03
2.325000e+01	9.451043e-03
2.340000e+01	1.121761e-02
2.355000e+01	1.344553e-02
2.370000e+01	1.575962e-02
2.385000e+01	1.787822e-02
2.400000e+01	1.738184e-02
2.415000e+01	1.660513e-02
2.430000e+01	1.788897e-02
2.445000e+01	2.157583e-02
2.460000e+01	2.868636e-02
2.475000e+01	4.210781e-02
2.490000e+01	6.863989e-02
2.505000e+01	1.179168e-01
2.520000e+01	1.606258e-01
2.535000e+01	1.321497e-01
2.550000e+01	9.725440e-02
2.565000e+01	7.898788e-02
2.580000e+01	7.658497e-02
2.595000e+01	7.010701e-02
2.610000e+01	4.867361e-02
2.625000e+01	3.453639e-02
2.640000e+01	2.847959e-02
2.655000e+01	2.467797e-02
2.670000e+01	2.271368e-02
2.685000e+01	2.063139e-02
2.700000e+01	1.770382e-02
2.715000e+01	1.524316e-02
2.730000e+01	1.255043e-02
2.745000e+01	1.149785e-02
2.760000e+01	1.230790e-02
2.775000e+01	1.314858e-02
2.790000e+01	1.152458e-02
2.805000e+01	9.844024e-03
2.820000e+01	9.352779e-03
2.835000e+01	1.016894e-02
2.850000e+01	1.230454e-02
2.865000e+01	1.699736e-02
2.880000e+01	2.377390e-02
2.895000e+01	2.521239e-02
2.910000e+01	2.246503e-02
2.925000e+01	1.873261e-02
2.940000e+01	1.416810e-02
2.955000e+01	1.154095e-02
2.970000e+01	1.112945e-02
2.985000e+01	1.168586e-02
3.000000e+01	1.274026e-02
