# Re(EQRPA)	Im(Strength)
0.000000e+00	8.549413e-03
1.500000e-01	8.807192e-03
3.000000e-01	9.058811e-03
4.500000e-01	9.349551e-03
6.000000e-01	9.614959e-03
7.500000e-01	9.860336e-03
9.000000e-01	1.014953e-02
1.050000e+00	1.045613e-02
1.200000e+00	1.078600e-02
1.350000e+00	1.114501e-02
1.500000e+00	1.154223e-02
1.650000e+00	1.199008e-02
1.800000e+00	1.249643e-02
1.950000e+00	1.308256e-02
2.100000e+00	1.376491e-02
2.250000e+00	1.457267e-02
2.400000e+00	1.554453e-02
2.550000e+00	1.673469e-02
2.700000e+00	1.823890e-02
2.850000e+00	2.015506e-02
3.000000e+00	2.267466e-02
3.150000e+00	2.609312e-02
3.300000e+00	3.090111e-02
3.450000e+00	3.804698e-02
3.600000e+00	4.926489e-02
3.750000e+00	6.829712e-02
3.900000e+00	1.034568e-01
4.050000e+00	1.731431e-01
4.200000e+00	2.956492e-01
4.350000e+00	3.583637e-01
4.500000e+00	2.459468e-01
4.650000e+00	1.438093e-01
4.800000e+00	9.167123e-02
4.950000e+00	6.559970e-02
5.100000e+00	5.175125e-02
5.250000e+00	4.407406e-02
5.400000e+00	3.982858e-02
5.550000e+00	3.768708e-02
5.700000e+00	3.698277e-02
5.850000e+00	3.736628e-02
6.000000e+00	3.868005e-02
6.150000e+00	4.086772e-02
6.300000e+00	4.397157e-02
6.450000e+00	4.811189e-02
6.600000e+00	5.350185e-02
6.750000e+00	6.045602e-02
6.900000e+00	6.949942e-02
7.050000e+00	8.136112e-02
7.200000e+00	9.722362e-02
7.350000e+00	1.189815e-01
7.500000e+00	1.497868e-01
7.650000e+00	1.952609e-01
7.800000e+00	2.660371e-01
7.950000e+00	3.838081e-01
8.100000e+00	5.963985e-01
8.250000e+00	1.011643e+00
8.400000e+00	1.791565e+00
8.550000e+00	2.493679e+00
8.700000e+00	1.967522e+00
8.850000e+00	1.299868e+00
9.000000e+00	1.112200e+00
9.150000e+00	1.205518e+00
9.300000e+00	1.000949e+00
9.450000e+00	6.147613e-01
9.600000e+00	3.793612e-01
9.750000e+00	2.542978e-01
9.900000e+00	1.832101e-01
1.005000e+01	1.393472e-01
1.020000e+01	1.104627e-01
1.035000e+01	9.054556e-02
1.050000e+01	7.644013e-02
1.065000e+01	6.647157e-02
1.080000e+01	5.972931e-02
1.095000e+01	5.626045e-02
1.110000e+01	5.684332e-02
1.125000e+01	5.883947e-02
1.140000e+01	5.774549e-02
1.155000e+01	6.286984e-02
1.170000e+01	7.982419e-02
1.185000e+01	8.771048e-02
1.200000e+01	6.522738e-02
1.215000e+01	4.511088e-02
1.230000e+01	3.442536e-02
1.245000e+01	2.901012e-02
