# Re(EQRPA)	Im(Strength)
0.000000e+00	1.249092e-03
1.500000e-01	1.677157e-03
3.000000e-01	2.099521e-03
4.500000e-01	2.485685e-03
6.000000e-01	2.861056e-03
7.500000e-01	3.226605e-03
9.000000e-01	3.588316e-03
1.050000e+00	3.954688e-03
1.200000e+00	4.338601e-03
1.350000e+00	4.761206e-03
1.500000e+00	5.233867e-03
1.650000e+00	5.853872e-03
1.800000e+00	6.725952e-03
1.950000e+00	8.103682e-03
2.100000e+00	1.056464e-02
2.250000e+00	1.529430e-02
2.400000e+00	2.252454e-02
2.550000e+00	2.321052e-02
2.700000e+00	1.630774e-02
2.850000e+00	1.155227e-02
3.000000e+00	9.222744e-03
3.150000e+00	8.064517e-03
3.300000e+00	7.458130e-03
3.450000e+00	7.133452e-03
3.600000e+00	6.964164e-03
3.750000e+00	6.888955e-03
3.900000e+00	6.873227e-03
4.050000e+00	6.902913e-03
4.200000e+00	6.964012e-03
4.350000e+00	7.053439e-03
4.500000e+00	7.168437e-03
4.650000e+00	7.306084e-03
4.800000e+00	7.468392e-03
4.950000e+00	7.655963e-03
5.100000e+00	7.872721e-03
5.250000e+00	8.120758e-03
5.400000e+00	8.404056e-03
5.550000e+00	8.732000e-03
5.700000e+00	9.102614e-03
5.850000e+00	9.540673e-03
6.000000e+00	1.004821e-02
6.150000e+00	1.063009e-02
6.300000e+00	1.132108e-02
6.450000e+00	1.213645e-02
6.600000e+00	1.310816e-02
6.750000e+00	1.427636e-02
6.900000e+00	1.569646e-02
7.050000e+00	1.744805e-02
7.200000e+00	1.966859e-02
7.350000e+00	2.249386e-02
7.500000e+00	2.615096e-02
7.650000e+00	3.105822e-02
7.800000e+00	3.779863e-02
7.950000e+00	4.742717e-02
8.100000e+00	6.185149e-02
8.250000e+00	8.487364e-02
8.400000e+00	1.240957e-01
8.550000e+00	1.953258e-01
8.700000e+00	3.283500e-01
8.850000e+00	5.677087e-01
9.000000e+00	7.365443e-01
9.150000e+00	5.273757e-01
9.300000e+00	3.018121e-01
9.450000e+00	1.854636e-01
9.600000e+00	1.302135e-01
9.750000e+00	1.059655e-01
9.900000e+00	1.021724e-01
1.005000e+01	1.202405e-01
1.020000e+01	1.722765e-01
1.035000e+01	2.501578e-01
1.050000e+01	2.349688e-01
1.065000e+01	1.518211e-01
1.080000e+01	1.028496e-01
1.095000e+01	8.043055e-02
1.110000e+01	6.705389e-02
1.125000e+01	6.418212e-02
1.140000e+01	7.537465e-02
1.155000e+01	1.078460e-01
1.170000e+01	1.560421e-01
1.185000e+01	1.457979e-01
1.200000e+01	9.324309e-02
1.215000e+01	6.120233e-02
1.230000e+01	4.737083e-02
1.245000e+01	4.493899e-02
1.260000e+01	5.244257e-02
1.275000e+01	6.011426e-02
1.290000e+01	4.927601e-02
1.305000e+01	3.838240e-02
1.320000e+01	3.385324e-02
1.335000e+01	2.719559e-02
1.350000e+01	2.095768e-02
1.365000e+01	1.747559e-02
1.380000e+01	1.575487e-02
1.395000e+01	1.516668e-02
1.410000e+01	1.561375e-02
1.425000e+01	1.749751e-02
1.440000e+01	2.206862e-02
1.455000e+01	3.094572e-02
1.470000e+01	3.709210e-02
1.485000e+01	2.905745e-02
1.500000e+01	2.055773e-02
1.515000e+01	1.618576e-02
1.530000e+01	1.410370e-02
1.545000e+01	1.312958e-02
1.560000e+01	1.275098e-02
1.575000e+01	1.274092e-02
1.590000e+01	1.299962e-02
1.605000e+01	1.348110e-02
1.620000e+01	1.417409e-02
1.635000e+01	1.509135e-02
1.650000e+01	1.625814e-02
1.665000e+01	1.772458e-02
1.680000e+01	1.956071e-02
1.695000e+01	2.187433e-02
1.710000e+01	2.479875e-02
1.725000e+01	2.860331e-02
1.740000e+01	3.364869e-02
1.755000e+01	4.058469e-02
1.770000e+01	5.023791e-02
1.785000e+01	6.230274e-02
1.800000e+01	7.792728e-02
1.815000e+01	1.027503e-01
1.830000e+01	1.439181e-01
1.845000e+01	2.124906e-01
1.860000e+01	3.332590e-01
1.875000e+01	5.756079e-01
1.890000e+01	1.010765e+00
1.905000e+01	1.250293e+00
1.920000e+01	8.496065e-01
1.935000e+01	4.729098e-01
1.950000e+01	2.785317e-01
1.965000e+01	1.802151e-01
1.980000e+01	1.274375e-01
1.995000e+01	9.893541e-02
2.010000e+01	8.660241e-02
2.025000e+01	8.243080e-02
2.040000e+01	6.749195e-02
2.055000e+01	4.940740e-02
2.070000e+01	3.773848e-02
2.085000e+01	3.046067e-02
2.100000e+01	2.559511e-02
2.115000e+01	2.219822e-02
2.130000e+01	1.981496e-02
2.145000e+01	1.801095e-02
2.160000e+01	1.678460e-02
2.175000e+01	1.656234e-02
2.190000e+01	1.659005e-02
2.205000e+01	1.469012e-02
2.220000e+01	1.254343e-02
2.235000e+01	1.122399e-02
2.250000e+01	1.049407e-02
2.265000e+01	1.020972e-02
2.280000e+01	1.043562e-02
2.295000e+01	1.149257e-02
2.310000e+01	1.396711e-02
2.325000e+01	1.688471e-02
2.340000e+01	1.669198e-02
2.355000e+01	1.587913e-02
2.370000e+01	1.694066e-02
2.385000e+01	1.927464e-02
2.400000e+01	1.704316e-02
2.415000e+01	1.257759e-02
2.430000e+01	9.822088e-03
2.445000e+01	8.530945e-03
2.460000e+01	8.094806e-03
2.475000e+01	8.289467e-03
2.490000e+01	9.166468e-03
2.505000e+01	1.050720e-02
2.520000e+01	1.172039e-02
2.535000e+01	1.413591e-02
2.550000e+01	1.892048e-02
2.565000e+01	2.626958e-02
2.580000e+01	3.304087e-02
2.595000e+01	4.155031e-02
2.610000e+01	4.945177e-02
2.625000e+01	5.115320e-02
2.640000e+01	4.273282e-02
2.655000e+01	2.719109e-02
2.670000e+01	1.730590e-02
2.685000e+01	1.216679e-02
2.700000e+01	9.441112e-03
2.715000e+01	7.967010e-03
2.730000e+01	7.229940e-03
2.745000e+01	7.131964e-03
2.760000e+01	7.659383e-03
2.775000e+01	8.102158e-03
2.790000e+01	8.184435e-03
2.805000e+01	8.753862e-03
2.820000e+01	1.065264e-02
2.835000e+01	1.371264e-02
2.850000e+01	1.778772e-02
2.865000e+01	2.351087e-02
2.880000e+01	2.243117e-02
2.895000e+01	1.579230e-02
2.910000e+01	1.112021e-02
2.925000e+01	8.754389e-03
2.940000e+01	8.023644e-03
2.955000e+01	8.561037e-03
2.970000e+01	1.046702e-02
2.985000e+01	1.346275e-02
3.000000e+01	1.766726e-02
