iter,cost,mean_rel_T12
0,6975111.517519228,16474.056156312854
300,122668.43420159684,0.5665920245686183
600,59446.79951467259,0.11028519180272037
900,41998.29575942719,0.08814990829124576
1200,28941.8135564609,0.07505030918239552
1500,19174.921136949943,0.04754706179994082
1800,11605.174706877835,0.03826529884003973
2100,7859.459740634797,0.03660066325592689
2400,6552.679155537931,0.037841076287576825
2700,5807.917652247361,0.037887116648943286
3000,5313.864336880615,0.03717411788027279
3300,4923.182251997637,0.03569411973808391
3600,4599.714774369482,0.03438161542349957
3900,4328.103927458029,0.0330326051166523
4200,4113.048521862002,0.0319123606479612
4500,3936.5767743818706,0.031045479203194875
4800,3772.3544893132635,0.030294934813641157
5100,3602.082199217384,0.029476331267270964
5400,3429.690599955764,0.028567079773727907
5700,3267.2308038584306,0.027894897135060052
6000,3102.0476458137487,0.027013485971848147
6300,2928.5478118476963,0.025311502565815634
6600,2720.2374884174874,0.022916820880735007
6900,2150.756551501223,0.019974236910188875
7200,1841.5461207266114,0.020178612291751188
7500,1501.4699128437935,0.01818059706546326
7800,1319.8220077768144,0.01580155735512336
8100,1193.200999930133,0.01433122811686773
8400,1097.8910406516356,0.013580379046581732
8700,994.3197914271153,0.01284192590253526
9000,861.8336986761099,0.011709235845347695
9300,718.788188740254,0.010857954114502407
9600,586.3472910410238,0.010385245286291611
9900,500.8509665638262,0.010141771715086652
10200,442.3850813739289,0.010014198992617757
10500,402.56545056937216,0.00988221990782447
10800,374.84359582454044,0.009631626654927849
11100,359.7283296156074,0.010935103867054256
11400,338.4806068217732,0.008815901984873335
11700,324.796671018211,0.008368571755894014
12000,313.6409358280434,0.007993749327333417
12300,305.40874047543605,0.00779428030433863
12600,299.5187782054892,0.007661414208725754
12900,293.91686022213327,0.007408647929157267
13200,285.23928964187934,0.0074163556631496805
13500,278.4094689535763,0.007336587324414411
13800,273.60418555234196,0.007068125949902433
14100,270.3240229960215,0.007016490212633517
14400,267.03622303159545,0.006640692702244365
14700,264.1237275972271,0.006446318817235295
15000,260.955098196816,0.006262273620532409
15300,257.13347425884183,0.0060773867077579735
15600,258.1907746757832,0.007938633410685651
15900,247.28277149535873,0.005464031957930116
16200,242.728736744033,0.0051701938828767795
16500,237.6205347975996,0.004844837069084013
16800,231.57062376574623,0.004590763280252984
17100,219.59472175323066,0.0045734011388474365
17400,194.27734976987725,0.004883866257639774
17700,166.62381711159293,0.005177515746945056
18000,160.3382381103968,0.004961868157654271
18300,159.9856492470432,0.005885045848674825
18600,153.45771919089398,0.004258111688041043
18900,151.6050371587148,0.004043793317151761
19200,149.7908718654486,0.0038982147642696407
19500,147.0541003032923,0.0037853084952666075
19800,138.2613020765407,0.0035829920776034954
20100,105.54450703248999,0.003015741271990985
20400,80.39045580348834,0.0025696415973931437
20700,75.12026448892378,0.002598559382743756
21000,73.92063042787338,0.002665222750887126
21300,73.24163043247029,0.0026855814064746263
21600,72.76173037950062,0.002658461291452089
21900,72.45040772323019,0.0026173272941069615
22200,72.18833080796306,0.0025291911831373786
22500,72.08970235956433,0.002535966637223132
22800,71.8847259916833,0.002437636737414401
23100,71.78926343708079,0.002413058440936983
23400,71.70592101939313,0.002386104674755162
23700,71.64331126878193,0.002368186384447228
24000,71.59284528221771,0.0023567375959545438
24300,71.55106186465136,0.002348420578625295
24600,71.51577835995444,0.0023418479788208358
24900,71.4860087238205,0.0023378829274428334
25200,71.46057158458619,0.0023318435896399338
25500,71.44578620360834,0.0023493015887043806
25800,71.42477047683191,0.0023469910663096454
26100,71.40113630250941,0.00232882361268607
26400,71.38634651283981,0.0023307301778162422
26700,71.37353094589736,0.0023294445372691605
27000,71.37473379284656,0.002357749176932388
27300,71.3503262820946,0.0023288596524833074
27600,71.34053774962669,0.0023321020844475544
27900,71.33182709423322,0.002333132410704768
28200,71.32840660134033,0.002327389833074615
28500,71.31658372821978,0.002338362696784383
28800,71.30997076188969,0.0023406027103567645
29100,71.3038754341407,0.002342867060354241
29400,71.29829109392495,0.002345303438060162
29700,71.29310390470964,0.002347673433563983
