iter,cost,mean_rel_alphaD
0,25985.21484375,0.9108499554375472
1000,87.87189483642578,0.025153112467891148
2000,18.302734375,0.012327095648575115
3000,5.18352746963501,0.008254671328882638
4000,0.8659220337867737,0.0038603332587364724
5000,0.2363140732049942,0.001822412751312044
6000,0.17110389471054077,0.0016024421329305163
7000,0.10247804969549179,0.0012064908392157856
8000,0.07811414450407028,0.0010382783088526417
9000,0.051406558603048325,0.0008318830495398295
10000,0.01594320684671402,0.0005401621736636118
11000,0.009120647795498371,0.00042142298759921206
12000,0.04793689027428627,0.0008661788500358634
13000,0.00431457906961441,0.0003044776945517835
14000,0.01090241689234972,0.0004499854846097894
15000,0.003030947642400861,0.00024315068134355864
16000,0.0027960967272520065,0.00022993538174125898
17000,0.06828368455171585,0.0011873513926901828
18000,0.0022422464098781347,0.00020241478497641356
19000,0.018868718296289444,0.0005918473511883101
20000,0.0018876682734116912,0.00018254693033847375
21000,0.0036749797873198986,0.00026623358354341243
22000,0.0025765718892216682,0.00020889222075835142
23000,0.0067145321518182755,0.0003676275544973257
24000,0.006565661169588566,0.00035939433861458897
25000,0.010369428433477879,0.0004652309514439382
26000,0.018034277483820915,0.0005575760745506241
27000,0.0016337226843461394,0.00017145796345958788
28000,0.0016056904569268227,0.0001806014477248667
29000,0.0013325964100658894,0.0001536425499262672
30000,0.0009852818911895156,0.00013432112884523813
31000,0.01475278940051794,0.0005710289636903664
32000,0.013117445632815361,0.0005475541090361624
33000,0.005226719193160534,0.0003364052524691861
34000,0.0012738319346681237,0.00015246574375641812
35000,0.02393876388669014,0.0007385507970724383
36000,0.0009612545254640281,0.00013007540896717152
37000,0.0015002170111984015,0.00017927040071693574
38000,0.0007801057072356343,0.00012419813795851183
39000,0.0005534269148483872,9.416672704960842e-05
40000,0.001837912481278181,0.00018268063797085356
41000,0.008529688231647015,0.0003968036766544762
42000,0.0007202766137197614,0.000120105380260685
43000,0.0007626408478245139,0.00012290693947302663
44000,0.0005357745103538036,9.841953688286307e-05
45000,0.005694580730050802,0.00034236120995439
46000,0.000702877645380795,0.00011927386283360694
47000,0.0015410861233249307,0.00016601478628675204
48000,0.0028950662817806005,0.00025939222900041797
49000,0.0005417253123596311,0.00010095678219282567
50000,0.0027132686227560043,0.0002286975249158688
51000,0.00042110891081392765,8.535624227633136e-05
52000,0.0004002633213531226,8.399668168138086e-05
53000,0.0003652046143542975,7.691725200738682e-05
54000,0.0003724388952832669,7.865751080459653e-05
55000,0.0013539051869884133,0.00016269659318326695
56000,0.0007925194222480059,0.00012813741561556923
57000,0.0005056595546193421,9.917715520262991e-05
58000,0.0006585301016457379,0.00011647645071979951
59000,0.0009493639227002859,0.00014650110422313923
60000,0.0009790227049961686,0.0001457082981380281
61000,0.00039110067882575095,8.2010752728186e-05
62000,0.00036463752621784806,7.704374392261965e-05
63000,0.0012958042789250612,0.00016542290228589954
64000,0.000493151368573308,0.00010486580999487709
65000,0.00024661183124408126,5.7221557966448076e-05
66000,0.001598248491063714,0.0001844340145057639
67000,0.0005675147986039519,0.00010203231877280893
68000,0.0005580392316915095,0.00010295077748020365
69000,0.001893877168186009,0.00018567904717844733
70000,0.00048614144907332957,9.449228929511343e-05
