# Re(EQRPA)	Im(Strength)
0.000000e+00	3.991451e-02
1.500000e-01	4.392759e-02
3.000000e-01	4.860206e-02
4.500000e-01	5.409440e-02
6.000000e-01	6.061057e-02
7.500000e-01	6.842596e-02
9.000000e-01	7.791562e-02
1.050000e+00	8.960069e-02
1.200000e+00	1.042223e-01
1.350000e+00	1.228627e-01
1.500000e+00	1.471510e-01
1.650000e+00	1.796200e-01
1.800000e+00	2.244077e-01
1.950000e+00	2.885504e-01
2.100000e+00	3.848003e-01
2.250000e+00	5.378652e-01
2.400000e+00	7.994938e-01
2.550000e+00	1.286071e+00
2.700000e+00	2.254383e+00
2.850000e+00	3.959552e+00
3.000000e+00	4.828591e+00
3.150000e+00	3.254448e+00
3.300000e+00	1.825125e+00
3.450000e+00	1.094207e+00
3.600000e+00	7.286213e-01
3.750000e+00	5.370038e-01
3.900000e+00	4.379963e-01
4.050000e+00	3.997141e-01
4.200000e+00	4.171915e-01
4.350000e+00	5.117846e-01
4.500000e+00	7.479509e-01
4.650000e+00	1.207316e+00
4.800000e+00	1.505670e+00
4.950000e+00	1.068957e+00
5.100000e+00	6.203690e-01
5.250000e+00	3.829909e-01
5.400000e+00	2.600309e-01
5.550000e+00	1.907638e-01
5.700000e+00	1.483465e-01
5.850000e+00	1.205670e-01
6.000000e+00	1.014381e-01
6.150000e+00	8.775406e-02
6.300000e+00	7.773981e-02
6.450000e+00	7.031653e-02
6.600000e+00	6.483117e-02
6.750000e+00	6.088380e-02
6.900000e+00	5.824376e-02
7.050000e+00	5.681396e-02
7.200000e+00	5.662662e-02
7.350000e+00	5.787274e-02
7.500000e+00	6.100089e-02
7.650000e+00	6.691541e-02
7.800000e+00	7.748763e-02
7.950000e+00	9.679919e-02
8.100000e+00	1.341883e-01
8.250000e+00	2.082221e-01
8.400000e+00	3.128084e-01
8.550000e+00	3.033819e-01
8.700000e+00	2.030923e-01
8.850000e+00	1.412753e-01
9.000000e+00	1.139803e-01
9.150000e+00	1.043196e-01
9.300000e+00	1.047203e-01
9.450000e+00	1.126852e-01
9.600000e+00	1.284250e-01
9.750000e+00	1.544881e-01
9.900000e+00	1.969504e-01
1.005000e+01	2.691584e-01
1.020000e+01	4.009491e-01
1.035000e+01	6.483808e-01
1.050000e+01	9.769075e-01
1.065000e+01	1.016688e+00
1.080000e+01	9.800181e-01
1.095000e+01	1.240134e+00
1.110000e+01	1.633529e+00
1.125000e+01	1.902362e+00
1.140000e+01	2.003294e+00
1.155000e+01	1.467653e+00
1.170000e+01	1.056913e+00
1.185000e+01	8.349968e-01
1.200000e+01	5.558939e-01
1.215000e+01	3.553197e-01
1.230000e+01	2.435188e-01
1.245000e+01	1.790326e-01
1.260000e+01	1.394511e-01
1.275000e+01	1.144406e-01
1.290000e+01	9.636279e-02
1.305000e+01	7.962979e-02
1.320000e+01	6.647897e-02
1.335000e+01	5.680678e-02
1.350000e+01	4.943276e-02
1.365000e+01	4.365837e-02
1.380000e+01	3.904146e-02
1.395000e+01	3.533776e-02
1.410000e+01	3.240648e-02
1.425000e+01	3.022813e-02
1.440000e+01	2.895836e-02
1.455000e+01	2.910800e-02
1.470000e+01	3.163724e-02
