# Re(EQRPA)	Im(Strength)
0.000000e+00	2.963844e-02
1.500000e-01	3.302982e-02
3.000000e-01	3.684770e-02
4.500000e-01	4.119622e-02
6.000000e-01	4.620548e-02
7.500000e-01	5.204366e-02
9.000000e-01	5.893202e-02
1.050000e+00	6.716650e-02
1.200000e+00	7.716185e-02
1.350000e+00	8.946056e-02
1.500000e+00	1.048716e-01
1.650000e+00	1.245743e-01
1.800000e+00	1.503297e-01
1.950000e+00	1.849071e-01
2.100000e+00	2.328147e-01
2.250000e+00	3.017685e-01
2.400000e+00	4.057948e-01
2.550000e+00	5.721250e-01
2.700000e+00	8.579896e-01
2.850000e+00	1.392430e+00
3.000000e+00	2.458584e+00
3.150000e+00	4.313291e+00
3.300000e+00	5.157543e+00
3.450000e+00	3.413377e+00
3.600000e+00	1.891070e+00
3.750000e+00	1.110222e+00
3.900000e+00	7.103939e-01
4.050000e+00	4.882675e-01
4.200000e+00	3.546350e-01
4.350000e+00	2.687847e-01
4.500000e+00	2.106814e-01
4.650000e+00	1.696745e-01
4.800000e+00	1.397106e-01
4.950000e+00	1.172128e-01
5.100000e+00	9.992974e-02
5.250000e+00	8.639243e-02
5.400000e+00	7.565108e-02
5.550000e+00	6.701908e-02
5.700000e+00	6.005519e-02
5.850000e+00	5.444093e-02
6.000000e+00	4.999331e-02
6.150000e+00	4.666739e-02
6.300000e+00	4.453253e-02
6.450000e+00	4.401390e-02
6.600000e+00	4.626970e-02
6.750000e+00	5.374862e-02
6.900000e+00	6.763052e-02
7.050000e+00	6.954053e-02
7.200000e+00	5.290082e-02
7.350000e+00	4.050558e-02
7.500000e+00	3.414653e-02
7.650000e+00	3.104241e-02
7.800000e+00	2.989319e-02
7.950000e+00	3.045030e-02
8.100000e+00	3.327861e-02
8.250000e+00	4.023806e-02
8.400000e+00	5.486852e-02
8.550000e+00	7.263500e-02
8.700000e+00	6.528183e-02
8.850000e+00	4.720854e-02
9.000000e+00	3.748493e-02
9.150000e+00	3.394606e-02
9.300000e+00	3.400444e-02
9.450000e+00	3.694807e-02
9.600000e+00	4.332696e-02
9.750000e+00	5.507093e-02
9.900000e+00	7.693317e-02
1.005000e+01	1.199277e-01
1.020000e+01	2.051721e-01
1.035000e+01	3.176476e-01
1.050000e+01	2.967150e-01
1.065000e+01	1.982089e-01
1.080000e+01	1.297517e-01
1.095000e+01	8.414315e-02
1.110000e+01	5.977736e-02
1.125000e+01	4.860140e-02
1.140000e+01	4.652551e-02
1.155000e+01	5.345733e-02
1.170000e+01	6.145126e-02
1.185000e+01	5.051973e-02
1.200000e+01	3.698273e-02
1.215000e+01	3.102007e-02
1.230000e+01	3.143363e-02
1.245000e+01	3.854752e-02
1.260000e+01	4.754331e-02
1.275000e+01	4.060600e-02
1.290000e+01	2.915175e-02
1.305000e+01	2.376563e-02
1.320000e+01	2.098814e-02
1.335000e+01	1.711364e-02
1.350000e+01	1.416678e-02
1.365000e+01	1.248712e-02
1.380000e+01	1.156876e-02
1.395000e+01	1.116611e-02
1.410000e+01	1.129975e-02
1.425000e+01	1.206962e-02
1.440000e+01	1.247079e-02
1.455000e+01	1.135471e-02
1.470000e+01	1.036635e-02
1.485000e+01	9.897082e-03
1.500000e+01	9.739067e-03
1.515000e+01	9.751595e-03
1.530000e+01	9.897136e-03
1.545000e+01	1.014385e-02
1.560000e+01	1.049377e-02
1.575000e+01	1.094754e-02
1.590000e+01	1.152768e-02
1.605000e+01	1.225614e-02
1.620000e+01	1.315420e-02
1.635000e+01	1.426835e-02
1.650000e+01	1.566018e-02
1.665000e+01	1.741193e-02
1.680000e+01	1.964380e-02
1.695000e+01	2.253766e-02
1.710000e+01	2.637087e-02
1.725000e+01	3.158324e-02
1.740000e+01	3.894793e-02
1.755000e+01	4.977886e-02
1.770000e+01	6.665693e-02
1.785000e+01	9.479883e-02
1.800000e+01	1.456534e-01
1.815000e+01	2.343574e-01
1.830000e+01	3.337775e-01
1.845000e+01	4.437492e-01
1.860000e+01	6.340835e-01
1.875000e+01	6.122923e-01
1.890000e+01	3.760839e-01
1.905000e+01	2.219079e-01
1.920000e+01	1.480207e-01
1.935000e+01	1.158425e-01
1.950000e+01	1.098397e-01
1.965000e+01	1.308251e-01
1.980000e+01	1.888976e-01
1.995000e+01	2.415241e-01
2.010000e+01	1.838529e-01
2.025000e+01	1.100210e-01
2.040000e+01	6.951915e-02
2.055000e+01	4.862766e-02
2.070000e+01	3.723816e-02
2.085000e+01	3.105935e-02
2.100000e+01	2.869601e-02
2.115000e+01	3.010801e-02
2.130000e+01	3.157401e-02
2.145000e+01	2.585488e-02
2.160000e+01	1.987958e-02
2.175000e+01	1.677140e-02
2.190000e+01	1.488837e-02
2.205000e+01	1.283914e-02
2.220000e+01	1.128469e-02
2.235000e+01	1.029818e-02
2.250000e+01	9.676282e-03
2.265000e+01	9.317902e-03
2.280000e+01	9.197299e-03
2.295000e+01	9.349799e-03
2.310000e+01	9.936112e-03
2.325000e+01	1.094834e-02
2.340000e+01	1.238742e-02
2.355000e+01	1.457854e-02
2.370000e+01	1.681307e-02
2.385000e+01	1.931556e-02
2.400000e+01	1.822690e-02
2.415000e+01	1.551638e-02
2.430000e+01	1.460720e-02
2.445000e+01	1.536648e-02
2.460000e+01	1.756029e-02
2.475000e+01	2.154811e-02
2.490000e+01	2.840472e-02
2.505000e+01	4.043922e-02
2.520000e+01	6.266706e-02
2.535000e+01	1.019219e-01
2.550000e+01	1.535643e-01
2.565000e+01	2.000454e-01
2.580000e+01	1.810119e-01
2.595000e+01	1.122501e-01
2.610000e+01	6.898750e-02
2.625000e+01	4.909439e-02
2.640000e+01	3.899237e-02
2.655000e+01	2.952264e-02
2.670000e+01	2.265722e-02
2.685000e+01	1.841018e-02
2.700000e+01	1.483387e-02
2.715000e+01	1.256141e-02
2.730000e+01	1.074174e-02
2.745000e+01	9.092740e-03
2.760000e+01	7.997795e-03
2.775000e+01	7.388561e-03
2.790000e+01	7.239072e-03
2.805000e+01	7.581744e-03
2.820000e+01	7.970217e-03
2.835000e+01	7.605263e-03
2.850000e+01	7.227145e-03
2.865000e+01	7.048406e-03
2.880000e+01	6.529806e-03
2.895000e+01	6.279615e-03
2.910000e+01	6.475261e-03
2.925000e+01	7.108857e-03
2.940000e+01	8.146967e-03
2.955000e+01	9.756547e-03
2.970000e+01	1.238133e-02
2.985000e+01	1.751132e-02
3.000000e+01	2.612807e-02
