# Re(EQRPA)	Im(Strength)
0.000000e+00	1.704603e-03
1.500000e-01	1.945164e-03
3.000000e-01	2.204012e-03
4.500000e-01	2.489038e-03
6.000000e-01	2.803099e-03
7.500000e-01	3.144262e-03
9.000000e-01	3.528068e-03
1.050000e+00	3.952757e-03
1.200000e+00	4.422831e-03
1.350000e+00	4.962957e-03
1.500000e+00	5.551966e-03
1.650000e+00	6.209289e-03
1.800000e+00	6.956169e-03
1.950000e+00	7.803790e-03
2.100000e+00	8.779192e-03
2.250000e+00	9.891168e-03
2.400000e+00	1.117750e-02
2.550000e+00	1.267761e-02
2.700000e+00	1.444296e-02
2.850000e+00	1.654167e-02
3.000000e+00	1.906519e-02
3.150000e+00	2.214786e-02
3.300000e+00	2.595735e-02
3.450000e+00	3.073598e-02
3.600000e+00	3.685707e-02
3.750000e+00	4.491950e-02
3.900000e+00	5.576087e-02
4.050000e+00	7.085825e-02
4.200000e+00	9.275390e-02
4.350000e+00	1.260351e-01
4.500000e+00	1.798346e-01
4.650000e+00	2.735531e-01
4.800000e+00	4.512811e-01
4.950000e+00	8.061328e-01
5.100000e+00	1.371429e+00
5.250000e+00	1.465923e+00
5.400000e+00	9.097908e-01
5.550000e+00	5.054982e-01
5.700000e+00	3.016936e-01
5.850000e+00	1.961349e-01
6.000000e+00	1.367523e-01
6.150000e+00	1.007503e-01
6.300000e+00	7.761596e-02
6.450000e+00	6.215583e-02
6.600000e+00	5.167228e-02
6.750000e+00	4.487337e-02
6.900000e+00	4.148495e-02
7.050000e+00	4.229485e-02
7.200000e+00	4.595475e-02
7.350000e+00	4.130793e-02
7.500000e+00	3.151285e-02
7.650000e+00	2.508532e-02
7.800000e+00	2.133194e-02
7.950000e+00	1.898617e-02
8.100000e+00	1.741440e-02
8.250000e+00	1.633735e-02
8.400000e+00	1.564142e-02
8.550000e+00	1.526416e-02
8.700000e+00	1.518205e-02
8.850000e+00	1.542427e-02
9.000000e+00	1.611039e-02
9.150000e+00	1.739214e-02
9.300000e+00	1.969538e-02
9.450000e+00	2.392665e-02
9.600000e+00	3.213605e-02
9.750000e+00	4.760526e-02
9.900000e+00	6.284348e-02
1.005000e+01	5.374607e-02
1.020000e+01	3.975720e-02
1.035000e+01	3.392508e-02
1.050000e+01	3.397273e-02
1.065000e+01	3.869785e-02
1.080000e+01	4.949732e-02
1.095000e+01	7.126083e-02
1.110000e+01	1.116642e-01
1.125000e+01	1.507292e-01
1.140000e+01	1.472057e-01
1.155000e+01	1.619109e-01
1.170000e+01	2.222754e-01
1.185000e+01	2.398085e-01
1.200000e+01	1.757844e-01
1.215000e+01	1.118188e-01
1.230000e+01	7.210260e-02
1.245000e+01	5.141696e-02
1.260000e+01	4.038196e-02
1.275000e+01	3.421126e-02
1.290000e+01	3.072490e-02
1.305000e+01	2.888439e-02
1.320000e+01	2.817978e-02
1.335000e+01	2.835258e-02
1.350000e+01	2.903249e-02
1.365000e+01	3.000513e-02
1.380000e+01	3.157601e-02
1.395000e+01	3.386492e-02
1.410000e+01	3.687759e-02
1.425000e+01	4.073493e-02
1.440000e+01	4.561114e-02
1.455000e+01	5.182366e-02
1.470000e+01	5.974488e-02
1.485000e+01	7.001896e-02
1.500000e+01	8.356074e-02
1.515000e+01	1.019003e-01
1.530000e+01	1.274673e-01
1.545000e+01	1.644152e-01
1.560000e+01	2.187170e-01
1.575000e+01	3.022789e-01
1.590000e+01	4.448143e-01
1.605000e+01	7.088301e-01
1.620000e+01	1.233347e+00
1.635000e+01	2.203843e+00
1.650000e+01	2.926461e+00
1.665000e+01	2.104118e+00
1.680000e+01	1.170910e+00
1.695000e+01	6.770351e-01
1.710000e+01	4.268648e-01
1.725000e+01	2.899602e-01
1.740000e+01	2.086463e-01
1.755000e+01	1.569472e-01
1.770000e+01	1.222204e-01
1.785000e+01	9.784945e-02
1.800000e+01	8.013432e-02
1.815000e+01	6.685811e-02
1.830000e+01	5.665084e-02
1.845000e+01	4.866919e-02
1.860000e+01	4.231241e-02
1.875000e+01	3.715431e-02
1.890000e+01	3.288100e-02
1.905000e+01	2.932577e-02
1.920000e+01	2.635401e-02
1.935000e+01	2.383468e-02
1.950000e+01	2.168855e-02
1.965000e+01	1.984364e-02
1.980000e+01	1.824864e-02
1.995000e+01	1.686239e-02
2.010000e+01	1.565331e-02
2.025000e+01	1.459788e-02
2.040000e+01	1.367044e-02
2.055000e+01	1.286282e-02
2.070000e+01	1.216154e-02
2.085000e+01	1.157119e-02
2.100000e+01	1.109546e-02
2.115000e+01	1.077331e-02
2.130000e+01	1.068016e-02
2.145000e+01	1.082017e-02
2.160000e+01	1.063108e-02
2.175000e+01	1.028736e-02
2.190000e+01	1.046960e-02
2.205000e+01	1.092941e-02
2.220000e+01	1.047512e-02
2.235000e+01	9.450966e-03
2.250000e+01	8.849686e-03
2.265000e+01	8.625916e-03
2.280000e+01	8.648388e-03
2.295000e+01	8.904504e-03
2.310000e+01	9.445728e-03
2.325000e+01	1.044467e-02
2.340000e+01	1.228624e-02
2.355000e+01	1.563561e-02
2.370000e+01	2.061970e-02
2.385000e+01	2.657278e-02
2.400000e+01	2.796248e-02
2.415000e+01	2.254744e-02
2.430000e+01	1.935043e-02
2.445000e+01	1.941512e-02
2.460000e+01	2.212000e-02
2.475000e+01	2.796348e-02
2.490000e+01	3.908205e-02
2.505000e+01	6.049136e-02
2.520000e+01	1.006004e-01
2.535000e+01	1.598930e-01
2.550000e+01	1.795577e-01
2.565000e+01	1.420687e-01
2.580000e+01	8.888757e-02
2.595000e+01	5.442439e-02
2.610000e+01	3.761973e-02
2.625000e+01	3.042787e-02
2.640000e+01	2.757496e-02
2.655000e+01	2.421530e-02
2.670000e+01	2.209750e-02
2.685000e+01	2.040652e-02
2.700000e+01	1.698263e-02
2.715000e+01	1.509341e-02
2.730000e+01	1.339303e-02
2.745000e+01	1.197286e-02
2.760000e+01	1.236182e-02
2.775000e+01	1.399197e-02
2.790000e+01	1.309682e-02
2.805000e+01	1.079821e-02
2.820000e+01	9.763577e-03
2.835000e+01	9.752238e-03
2.850000e+01	1.098193e-02
2.865000e+01	1.427524e-02
2.880000e+01	2.125665e-02
2.895000e+01	3.016095e-02
2.910000e+01	2.790865e-02
2.925000e+01	2.068480e-02
2.940000e+01	1.685421e-02
2.955000e+01	1.448949e-02
2.970000e+01	1.377368e-02
2.985000e+01	1.488627e-02
3.000000e+01	1.698014e-02
