# Re(EQRPA)	Im(Strength)
0.000000e+00	-4.445819e-03
1.500000e-01	-4.125043e-03
3.000000e-01	-3.783716e-03
4.500000e-01	-3.421986e-03
6.000000e-01	-3.034451e-03
7.500000e-01	-2.624516e-03
9.000000e-01	-2.204150e-03
1.050000e+00	-1.751649e-03
1.200000e+00	-1.288978e-03
1.350000e+00	-8.058035e-04
1.500000e+00	-3.009333e-04
1.650000e+00	2.273776e-04
1.800000e+00	7.815655e-04
1.950000e+00	1.364817e-03
2.100000e+00	1.992020e-03
2.250000e+00	2.647080e-03
2.400000e+00	3.345240e-03
2.550000e+00	4.097884e-03
2.700000e+00	4.935228e-03
2.850000e+00	5.821757e-03
3.000000e+00	6.826938e-03
3.150000e+00	7.992570e-03
3.300000e+00	9.238041e-03
3.450000e+00	1.077030e-02
3.600000e+00	1.250630e-02
3.750000e+00	1.461649e-02
3.900000e+00	1.728291e-02
4.050000e+00	2.059331e-02
4.200000e+00	2.488701e-02
4.350000e+00	3.067443e-02
4.500000e+00	3.881421e-02
4.650000e+00	5.087641e-02
4.800000e+00	6.993957e-02
4.950000e+00	1.025550e-01
5.100000e+00	1.635696e-01
5.250000e+00	2.838757e-01
5.400000e+00	4.695226e-01
5.550000e+00	4.902171e-01
5.700000e+00	3.143243e-01
5.850000e+00	1.947789e-01
6.000000e+00	1.413478e-01
6.150000e+00	1.237497e-01
6.300000e+00	1.298612e-01
6.450000e+00	1.612168e-01
6.600000e+00	2.341109e-01
6.750000e+00	3.893268e-01
6.900000e+00	6.585652e-01
7.050000e+00	7.582656e-01
7.200000e+00	4.955926e-01
7.350000e+00	2.792502e-01
7.500000e+00	1.685826e-01
7.650000e+00	1.114713e-01
7.800000e+00	7.945318e-02
7.950000e+00	6.004654e-02
8.100000e+00	4.753107e-02
8.250000e+00	3.906530e-02
8.400000e+00	3.314278e-02
8.550000e+00	2.891410e-02
8.700000e+00	2.587024e-02
8.850000e+00	2.371007e-02
9.000000e+00	2.226240e-02
9.150000e+00	2.144025e-02
9.300000e+00	2.123000e-02
9.450000e+00	2.147392e-02
9.600000e+00	2.215282e-02
9.750000e+00	2.370787e-02
9.900000e+00	2.662173e-02
1.005000e+01	3.163568e-02
1.020000e+01	4.043400e-02
