# Re(EQRPA)	Im(Strength)
0.000000e+00	7.290548e-03
1.500000e-01	7.193522e-03
3.000000e-01	7.096076e-03
4.500000e-01	6.998674e-03
6.000000e-01	6.901732e-03
7.500000e-01	6.805623e-03
9.000000e-01	6.712890e-03
1.050000e+00	6.619211e-03
1.200000e+00	6.527323e-03
1.350000e+00	6.437499e-03
1.500000e+00	6.349988e-03
1.650000e+00	6.265056e-03
1.800000e+00	6.182932e-03
1.950000e+00	6.103967e-03
2.100000e+00	6.028352e-03
2.250000e+00	5.956196e-03
2.400000e+00	5.887523e-03
2.550000e+00	5.823758e-03
2.700000e+00	5.766312e-03
2.850000e+00	5.711395e-03
3.000000e+00	5.661599e-03
3.150000e+00	5.617326e-03
3.300000e+00	5.579030e-03
3.450000e+00	5.547299e-03
3.600000e+00	5.522644e-03
3.750000e+00	5.506164e-03
3.900000e+00	5.498392e-03
4.050000e+00	5.500521e-03
4.200000e+00	5.513869e-03
4.350000e+00	5.539944e-03
4.500000e+00	5.580432e-03
4.650000e+00	5.637917e-03
4.800000e+00	5.715051e-03
4.950000e+00	5.815676e-03
5.100000e+00	5.944335e-03
5.250000e+00	6.106448e-03
5.400000e+00	6.310929e-03
5.550000e+00	6.567000e-03
5.700000e+00	6.888688e-03
5.850000e+00	7.295351e-03
6.000000e+00	7.813227e-03
6.150000e+00	8.482793e-03
6.300000e+00	9.362491e-03
6.450000e+00	1.054312e-02
6.600000e+00	1.217378e-02
6.750000e+00	1.451271e-02
6.900000e+00	1.803281e-02
7.050000e+00	2.367807e-02
7.200000e+00	3.348758e-02
7.350000e+00	5.177707e-02
7.500000e+00	8.251772e-02
7.650000e+00	1.040886e-01
7.800000e+00	1.080994e-01
7.950000e+00	1.415381e-01
8.100000e+00	1.943461e-01
8.250000e+00	1.648535e-01
8.400000e+00	9.771025e-02
8.550000e+00	5.856667e-02
8.700000e+00	3.908535e-02
8.850000e+00	2.905312e-02
9.000000e+00	2.388030e-02
9.150000e+00	2.174859e-02
9.300000e+00	2.227287e-02
9.450000e+00	2.631789e-02
9.600000e+00	3.670565e-02
9.750000e+00	5.703111e-02
9.900000e+00	7.023982e-02
1.005000e+01	5.095505e-02
1.020000e+01	3.121828e-02
1.035000e+01	2.089744e-02
1.050000e+01	1.572549e-02
1.065000e+01	1.304890e-02
1.080000e+01	1.173855e-02
1.095000e+01	1.135729e-02
1.110000e+01	1.182728e-02
1.125000e+01	1.336980e-02
1.140000e+01	1.654071e-02
1.155000e+01	2.239504e-02
1.170000e+01	3.423893e-02
1.185000e+01	5.633939e-02
1.200000e+01	7.146287e-02
1.215000e+01	5.472030e-02
1.230000e+01	3.762824e-02
1.245000e+01	2.537775e-02
1.260000e+01	1.715027e-02
1.275000e+01	1.277746e-02
1.290000e+01	1.062838e-02
1.305000e+01	9.916613e-03
1.320000e+01	1.063305e-02
1.335000e+01	1.323449e-02
1.350000e+01	1.645621e-02
1.365000e+01	1.568324e-02
1.380000e+01	1.113556e-02
1.395000e+01	7.848828e-03
1.410000e+01	6.107104e-03
1.425000e+01	5.145862e-03
1.440000e+01	4.568430e-03
1.455000e+01	4.202391e-03
1.470000e+01	3.966532e-03
1.485000e+01	3.828116e-03
1.500000e+01	3.778274e-03
1.515000e+01	3.834671e-03
1.530000e+01	4.057403e-03
1.545000e+01	4.596800e-03
1.560000e+01	5.765192e-03
1.575000e+01	7.530262e-03
1.590000e+01	7.430870e-03
1.605000e+01	5.576997e-03
1.620000e+01	4.346871e-03
1.635000e+01	3.726725e-03
1.650000e+01	3.401738e-03
1.665000e+01	3.220211e-03
1.680000e+01	3.115123e-03
1.695000e+01	3.054612e-03
1.710000e+01	3.023510e-03
1.725000e+01	3.013444e-03
1.740000e+01	3.020983e-03
1.755000e+01	3.041674e-03
1.770000e+01	3.076630e-03
1.785000e+01	3.123952e-03
1.800000e+01	3.188443e-03
1.815000e+01	3.261680e-03
1.830000e+01	3.344533e-03
1.845000e+01	3.453423e-03
1.860000e+01	3.602540e-03
1.875000e+01	3.774204e-03
1.890000e+01	3.876501e-03
1.905000e+01	3.966332e-03
1.920000e+01	4.104322e-03
1.935000e+01	4.283080e-03
1.950000e+01	4.496905e-03
1.965000e+01	4.744605e-03
1.980000e+01	5.031645e-03
1.995000e+01	5.374082e-03
2.010000e+01	5.763550e-03
2.025000e+01	6.218536e-03
2.040000e+01	6.751388e-03
2.055000e+01	7.379977e-03
2.070000e+01	8.127794e-03
2.085000e+01	9.028033e-03
2.100000e+01	1.012998e-02
2.115000e+01	1.148740e-02
2.130000e+01	1.319046e-02
2.145000e+01	1.537423e-02
2.160000e+01	1.820856e-02
2.175000e+01	2.199910e-02
2.190000e+01	2.731384e-02
2.205000e+01	3.497103e-02
2.220000e+01	4.654930e-02
2.235000e+01	6.453184e-02
2.250000e+01	8.731925e-02
2.265000e+01	1.199174e-01
2.280000e+01	1.861120e-01
2.295000e+01	3.233337e-01
2.310000e+01	5.572438e-01
2.325000e+01	6.411705e-01
2.340000e+01	4.244333e-01
2.355000e+01	2.492737e-01
2.370000e+01	1.556050e-01
2.385000e+01	1.082966e-01
2.400000e+01	7.945992e-02
2.415000e+01	5.661923e-02
2.430000e+01	4.149622e-02
2.445000e+01	3.201246e-02
2.460000e+01	2.566419e-02
2.475000e+01	2.128205e-02
2.490000e+01	1.831481e-02
2.505000e+01	1.643044e-02
2.520000e+01	1.519472e-02
2.535000e+01	1.403496e-02
2.550000e+01	1.345928e-02
2.565000e+01	1.371309e-02
2.580000e+01	1.522116e-02
2.595000e+01	1.934701e-02
2.610000e+01	2.838099e-02
2.625000e+01	3.991034e-02
2.640000e+01	3.546832e-02
2.655000e+01	2.265320e-02
2.670000e+01	1.494566e-02
2.685000e+01	1.103621e-02
2.700000e+01	8.860512e-03
2.715000e+01	7.582757e-03
2.730000e+01	6.815354e-03
2.745000e+01	6.364654e-03
2.760000e+01	6.201076e-03
2.775000e+01	6.349110e-03
2.790000e+01	6.921050e-03
2.805000e+01	8.072473e-03
2.820000e+01	9.963752e-03
2.835000e+01	1.309667e-02
2.850000e+01	1.518124e-02
2.865000e+01	1.488988e-02
2.880000e+01	1.392835e-02
2.895000e+01	1.505931e-02
2.910000e+01	2.037135e-02
2.925000e+01	3.148401e-02
2.940000e+01	4.104903e-02
2.955000e+01	3.809673e-02
2.970000e+01	3.023764e-02
2.985000e+01	2.213778e-02
3.000000e+01	1.582044e-02
