iter,cost,mean_rel_T12
0,93.65480035068957,7.954876688234062
300,0.056549036605953125,0.04092854058666358
600,0.022227115368014746,0.02400716481296569
900,0.01379547781307721,0.01869347606295602
1200,0.009931619367674638,0.015381542054962836
1500,0.007293254478730341,0.012837696937488489
1800,0.0052819799359414945,0.010835215526864443
2100,0.004184499405610163,0.00935404615537861
2400,0.0035139198923365327,0.00833123999881171
2700,0.002973874709586429,0.00754432422083258
3000,0.00251739358019438,0.0069594834336182765
3300,0.002108691864651564,0.0064573178500682464
3600,0.0017349915613805895,0.0060205855950034495
3900,0.0014011502737214011,0.005554900702267344
4200,0.0011124304759058915,0.005051779056983876
4500,0.0008699878322044856,0.004556154859637538
4800,0.0006809204673345225,0.0041222225441826365
5100,0.0005485412409525116,0.003768501623706485
5400,0.0004572903201782469,0.003468852733338529
5700,0.00039299714224138725,0.0032246091661913183
6000,0.0003461619082396141,0.0030358347352257152
6300,0.00031041972199941483,0.002873485597431001
6600,0.00028152271742777504,0.002731935072328496
6900,0.00025715401989486456,0.002612010853386824
7200,0.00023574212394453556,0.0024968406014070003
7500,0.0002162245660422276,0.002394052232244133
7800,0.00019798467575442795,0.0022911411280758603
8100,0.00018070408011889119,0.0021934081221554468
8400,0.00016424710063731287,0.002096259243216922
8700,0.0001486441402872478,0.001990447248273022
9000,0.0001361959922725675,0.0019079252369366365
9300,0.0001204417564078453,0.0017775837946315102
9600,0.00010756894903592127,0.0016655051442279597
9900,0.00016281994574159094,0.0021276356721159754
10200,8.747984835096913e-05,0.0014612429866768797
10500,7.954926818558425e-05,0.0013786826053109704
10800,7.278850734087845e-05,0.0013198732930064716
11100,6.716142037566045e-05,0.0012590820045613746
11400,6.240238950183513e-05,0.001209398310154807
11700,5.819143200629398e-05,0.0011640697947317938
12000,5.437233052022821e-05,0.0011253773914582045
12300,5.212369958869627e-05,0.0011072165834605306
12600,4.7770328240590685e-05,0.0010507689105167717
12900,4.482364472107492e-05,0.00101273315571374
13200,5.661139240181766e-05,0.0012001271800717755
13500,4.059443895937304e-05,0.0009604735740594468
13800,8.586744038202257e-05,0.0015724135324262486
14100,4.719388078218995e-05,0.0010932477826575643
14400,3.34979285042909e-05,0.0008570899114577149
14700,3.150395802885652e-05,0.0008358572643077179
15000,3.0068915299106138e-05,0.0008200097003485082
15300,0.0005095142789656405,0.004076742098031206
15600,2.7621491006789754e-05,0.0007917405951171304
15900,4.643373492809256e-05,0.001105199022019724
16200,9.586977532056244e-05,0.00163604691041712
16500,2.4588971056369147e-05,0.0007534094588315875
16800,2.401586664101279e-05,0.0007450946314302571
17100,2.288330513581024e-05,0.0007301006368254848
17400,2.2121465663347008e-05,0.0007192208535620427
17700,2.6048014043643268e-05,0.0007897042113398609
18000,2.0672754879466026e-05,0.0006974023842708472
18300,0.00019548366560505988,0.0025585028416950733
18600,1.93753434230777e-05,0.0006780451157475308
18900,1.8757492689337858e-05,0.0006681732411762616
19200,1.817673328854385e-05,0.000658812737732477
19500,1.7619802981820395e-05,0.0006496271416017102
19800,1.707155099168865e-05,0.0006403261985849446
20100,1.656387116559043e-05,0.0006315370291632356
20400,1.606744073723799e-05,0.0006225788801771936
20700,1.5609367207534242e-05,0.0006137792662049893
21000,1.5138457788495517e-05,0.0006066876317403344
21300,1.4824841015491783e-05,0.0006026231798333733
21600,1.423622022435598e-05,0.0005875107881279821
21900,1.3812956065380092e-05,0.0005776523842951616
22200,1.3673035820186453e-05,0.00058059369647919
22500,1.3051035795887472e-05,0.0005612091702079853
