iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,202.97024536132812,0.19458292969297974,0.8054171078957542,0.0,0.3598292314423319
1000,0.3646606206893921,0.9641499087118481,0.035850058086888015,0.0,0.0029192562294346157
2000,0.2230384796857834,0.9849940462426857,0.015005934967051734,0.0,0.0014802773883297875
3000,0.17004013061523438,0.9934282108805385,0.006571804181418256,0.0,0.0008796062766344483
4000,0.1481471061706543,0.9943314131263941,0.00566857390775825,0.0,0.0007346414112839528
5000,0.1315717101097107,0.9957155612897848,0.004284487816898968,0.0,0.0005775836868379366
6000,0.1195371150970459,0.9972427075542258,0.0027572929327162802,0.0,0.0004588362400436408
7000,0.11156236380338669,0.9961993895007676,0.0038006240647318586,0.0,0.0005445466800647329
8000,0.10461015999317169,0.997075753080117,0.0029242508148548153,0.0,0.00042426771392148414
9000,0.09965237975120544,0.9962078085902208,0.003792192577993342,0.0,0.0004834847335551898
10000,0.09589797258377075,0.9965756904868602,0.003424291000405712,0.0,0.00046377228754740797
11000,0.09116734564304352,0.9947193075277654,0.005280680341295071,0.0,0.0005532940915057414
12000,0.08767642825841904,0.994900291313593,0.005099687441869635,0.0,0.0005448800338567778
13000,0.08499471843242645,0.9898514156719815,0.010148619254785192,0.0,0.0007438521565255803
14000,0.08147776871919632,0.9856938168271966,0.014306154596831442,0.0,0.0009195624340777878
15000,0.07712738960981369,0.9965867013502787,0.0034133246867013214,0.0,0.0004075187934738293
16000,0.07580115646123886,0.996580550212068,0.003419476280460541,0.0,0.0004219107020329091
17000,0.07380141317844391,0.9939135575558444,0.006086479119011963,0.0,0.0005108750941164351
18000,0.07147281616926193,0.9976371112901089,0.002362877511852753,0.0,0.00032296386690795244
19000,0.0704183354973793,0.9913925879042752,0.008607382338193888,0.0,0.000584156170638824
20000,0.07099854946136475,0.9872630247204821,0.01273694822470025,0.0,0.0007011362087223764
21000,0.06867571920156479,0.9974775153216724,0.002522477473960127,0.0,0.0003275151990091102
22000,0.06812725216150284,0.9934463305258104,0.006553619064817635,0.0,0.0005526841681284292
23000,0.06756813824176788,0.99716369521048,0.002836320295909886,0.0,0.00032547202534829116
24000,0.06723102182149887,0.9957195552326983,0.004280457754088032,0.0,0.0004262579815650584
25000,0.06718464940786362,0.9886317198216642,0.01136833129495282,0.0,0.0007054670337301962
26000,0.06717666983604431,0.9839722502578663,0.016027770537803757,0.0,0.0007630749014589294
27000,0.06659051775932312,0.9892624754576942,0.010737556884500003,0.0,0.0006356460166669579
28000,0.06580735743045807,0.997420892851118,0.0025790777387247844,0.0,0.00033322264011839415
29000,0.06534533947706223,0.9957170073369794,0.004283019386117307,0.0,0.00039773976151908714
