iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,198.66160583496094,0.13092321725118664,0.8690767923498061,0.0,0.3533112689928611
1000,0.5496221780776978,0.9138434226607802,0.08615652311593047,0.0,0.0046240277141140216
2000,0.4154040217399597,0.9903738139271203,0.00962619055681592,0.0,0.0016392961252247628
3000,0.39025744795799255,0.9914386301136163,0.008561343635639828,0.0,0.00144924197334061
4000,0.37219542264938354,0.9879794753797921,0.012020543387013938,0.0,0.001618109019169141
5000,0.3476320803165436,0.9754239259187437,0.02457605800697615,0.0,0.0022306714266065618
6000,0.30014505982398987,0.9711466273572049,0.028853369539886868,0.0,0.0022411774796939564
7000,0.28989332914352417,0.9768976826439164,0.023102322175041837,0.0,0.0019249106438180982
8000,0.28041407465934753,0.9853360590532498,0.014663891128143022,0.0,0.001475101171092879
9000,0.23820117115974426,0.984943582929684,0.015056388724155339,0.0,0.001453609061967094
10000,0.20916135609149933,0.9827361805556496,0.017263797181094172,0.0,0.0014299350241475978
11000,0.20427638292312622,0.9716950246980834,0.028304998097566255,0.0,0.001950628453079196
12000,0.19840936362743378,0.9835507656124167,0.016449256683820468,0.0,0.0014051513685188462
13000,0.19545552134513855,0.9837515985227492,0.016248391947485966,0.0,0.001330476000727369
14000,0.19284075498580933,0.9854510249492247,0.01454897746552053,0.0,0.0011781488904631392
15000,0.1863965392112732,0.9838805454693713,0.016119482011150498,0.0,0.0011086748428173617
16000,0.1838597059249878,0.9795679677526231,0.020432052508968592,0.0,0.0012544648707314885
17000,0.17952413856983185,0.9746325863584641,0.025367387702891042,0.0,0.0014226801945818129
18000,0.18177710473537445,0.9553040838668875,0.04469589051595416,0.0,0.0020471970208293276
19000,0.17626087367534637,0.9752768422680257,0.024723120745558227,0.0,0.001239630838201415
20000,0.17339041829109192,0.9728923961549099,0.027107603845090176,0.0,0.001243000629170584
21000,0.1687939614057541,0.9770776100189529,0.022922405154202963,0.0,0.0011902011943714054
22000,0.16361862421035767,0.9827433958758718,0.01725661835421019,0.0,0.001137289862701885
23000,0.15751197934150696,0.9887042651921157,0.01129570820069155,0.0,0.0010390768546458067
24000,0.15606674551963806,0.9918628625377167,0.008137179234526273,0.0,0.0009166831845548389
25000,0.15468211472034454,0.9897885861632838,0.010211411578885917,0.0,0.0009916308568194028
26000,0.1536932736635208,0.9928781548433172,0.007121854246110283,0.0,0.000823805914174073
27000,0.15284891426563263,0.9937618431439109,0.006238203315919438,0.0,0.0007447467501424986
28000,0.15214696526527405,0.9936547112211949,0.006345284187902347,0.0,0.0007455987262847089
29000,0.15180900692939758,0.9956583066100103,0.004341724064143828,0.0,0.0006310819669279773
