iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,207.5534210205078,0.18868514193380626,0.8113148580661937,0.0,0.36365486050739654
1000,0.21104006469249725,0.9771083240795391,0.022891660474915056,0.0,0.001777861329099222
2000,0.1545080691576004,0.992116106098828,0.007883869037062027,0.0,0.0008935086711039341
3000,0.13190217316150665,0.9939484658778633,0.00605152088331137,0.0,0.0007247117164021365
4000,0.11847490817308426,0.9947067034776048,0.005293318631251661,0.0,0.0006227902915884018
5000,0.10669693350791931,0.9949536402753512,0.005046327537669458,0.0,0.0005843573497468364
6000,0.09669911861419678,0.9900757670084359,0.00992421553512607,0.0,0.0007778108278136238
7000,0.0844678282737732,0.994833061070399,0.005166929626610203,0.0,0.0005238548114949735
8000,0.07877935469150543,0.9912687143226527,0.008731282721869384,0.0,0.0006770970338723651
9000,0.07454289495944977,0.9949477150274594,0.005052291609861611,0.0,0.00046909459503078667
10000,0.07117826491594315,0.9936675848403471,0.006332393488669199,0.0,0.0005658209521417037
11000,0.06982114166021347,0.9876577633577645,0.01234227582463784,0.0,0.0007286134928475068
12000,0.0682699978351593,0.9909898937514652,0.009010064470660623,0.0,0.0006540843568322237
13000,0.06501895934343338,0.9914386852207656,0.008561286131511154,0.0,0.0005901365674457872
14000,0.06458813697099686,0.9837608648782835,0.016239131516864996,0.0,0.0008570006475761174
15000,0.06191786378622055,0.9947734636106841,0.005226515707585908,0.0,0.00046132260321903235
16000,0.06407404690980911,0.9803037789046419,0.01969627741886421,0.0,0.0008888186149433076
17000,0.06021524965763092,0.9942836225002023,0.005716371216509027,0.0,0.00046821245397804073
18000,0.058464545756578445,0.9895026474202777,0.010497338641236241,0.0,0.0005973657512204931
19000,0.05754298344254494,0.9834813240499821,0.016518652684345533,0.0,0.0007994035686849149
20000,0.05614515393972397,0.9893259064383748,0.010674086304478365,0.0,0.0006454842956662632
21000,0.055411264300346375,0.986032799555315,0.013967220403543066,0.0,0.0006852910695877715
22000,0.05516233295202255,0.9931415956993761,0.006858420128723732,0.0,0.0005049756754662883
23000,0.054502200335264206,0.9662131861340314,0.03378680105012036,0.0,0.0010289347598387262
24000,0.05352967604994774,0.9632690277852107,0.0367309939625992,0.0,0.0010187017890666305
25000,0.0508948490023613,0.9965748747143716,0.0034251390098449844,0.0,0.00034984914225613277
26000,0.0506892167031765,0.9962725208449345,0.0037274981024170077,0.0,0.00034843958900953426
27000,0.05006975680589676,0.996673337550439,0.0033266647746236786,0.0,0.0003334953164024286
28000,0.049909498542547226,0.993786219034193,0.006213787963392218,0.0,0.0004653745088419882
29000,0.048933807760477066,0.9958664904428579,0.00413352561563949,0.0,0.0003619499030108932
