# Re(EQRPA)	Im(Strength)
0.000000e+00	2.055308e-01
1.500000e-01	2.455446e-01
3.000000e-01	2.983506e-01
4.500000e-01	3.699616e-01
6.000000e-01	4.703060e-01
7.500000e-01	6.167229e-01
9.000000e-01	8.411272e-01
1.050000e+00	1.207065e+00
1.200000e+00	1.851168e+00
1.350000e+00	3.084613e+00
1.500000e+00	5.540896e+00
1.650000e+00	9.168666e+00
1.800000e+00	9.091092e+00
1.950000e+00	5.456652e+00
2.100000e+00	3.041123e+00
2.250000e+00	1.829484e+00
2.400000e+00	1.195533e+00
2.550000e+00	8.346174e-01
2.700000e+00	6.129727e-01
2.850000e+00	4.682255e-01
3.000000e+00	3.689324e-01
3.150000e+00	2.980564e-01
3.300000e+00	2.458152e-01
3.450000e+00	2.062713e-01
3.600000e+00	1.756361e-01
3.750000e+00	1.514811e-01
3.900000e+00	1.321144e-01
4.050000e+00	1.163809e-01
4.200000e+00	1.034520e-01
4.350000e+00	9.273377e-02
4.500000e+00	8.378272e-02
4.650000e+00	7.625833e-02
4.800000e+00	6.992565e-02
4.950000e+00	6.459446e-02
5.100000e+00	6.012714e-02
5.250000e+00	5.642198e-02
5.400000e+00	5.341656e-02
5.550000e+00	5.108263e-02
5.700000e+00	4.938531e-02
5.850000e+00	4.841177e-02
6.000000e+00	4.824474e-02
6.150000e+00	4.905801e-02
6.300000e+00	5.117713e-02
6.450000e+00	5.515234e-02
6.600000e+00	6.198095e-02
6.750000e+00	7.356000e-02
6.900000e+00	9.374690e-02
7.050000e+00	1.310247e-01
7.200000e+00	2.041704e-01
7.350000e+00	3.390838e-01
7.500000e+00	4.596781e-01
7.650000e+00	4.392995e-01
7.800000e+00	4.125744e-01
7.950000e+00	3.013527e-01
8.100000e+00	1.819934e-01
8.250000e+00	1.157123e-01
8.400000e+00	8.083764e-02
8.550000e+00	6.112001e-02
8.700000e+00	4.915986e-02
8.850000e+00	4.161614e-02
9.000000e+00	3.695294e-02
9.150000e+00	3.458473e-02
9.300000e+00	3.473461e-02
9.450000e+00	3.877042e-02
9.600000e+00	4.943731e-02
9.750000e+00	6.195567e-02
9.900000e+00	5.341738e-02
1.005000e+01	3.750039e-02
1.020000e+01	2.829208e-02
1.035000e+01	2.358837e-02
1.050000e+01	2.113366e-02
1.065000e+01	1.993956e-02
1.080000e+01	1.963970e-02
1.095000e+01	2.019617e-02
1.110000e+01	2.185910e-02
1.125000e+01	2.525036e-02
1.140000e+01	3.123335e-02
1.155000e+01	4.054669e-02
1.170000e+01	5.843421e-02
1.185000e+01	8.550185e-02
1.200000e+01	8.905099e-02
1.215000e+01	7.638420e-02
1.230000e+01	8.467951e-02
1.245000e+01	1.155928e-01
1.260000e+01	1.189949e-01
1.275000e+01	7.977747e-02
1.290000e+01	5.253321e-02
1.305000e+01	4.136179e-02
1.320000e+01	4.096213e-02
1.335000e+01	5.009638e-02
1.350000e+01	6.375999e-02
1.365000e+01	6.401219e-02
1.380000e+01	4.368157e-02
1.395000e+01	2.799818e-02
1.410000e+01	1.971596e-02
1.425000e+01	1.520481e-02
1.440000e+01	1.251751e-02
1.455000e+01	1.080020e-02
1.470000e+01	9.652447e-03
1.485000e+01	8.886184e-03
1.500000e+01	8.436831e-03
1.515000e+01	8.315805e-03
1.530000e+01	8.681519e-03
1.545000e+01	9.936412e-03
1.560000e+01	1.261271e-02
1.575000e+01	1.437597e-02
1.590000e+01	1.150528e-02
1.605000e+01	8.503627e-03
1.620000e+01	6.850357e-03
1.635000e+01	5.938335e-03
1.650000e+01	5.377957e-03
1.665000e+01	4.997542e-03
1.680000e+01	4.718662e-03
1.695000e+01	4.502546e-03
1.710000e+01	4.329559e-03
1.725000e+01	4.185644e-03
1.740000e+01	4.065831e-03
1.755000e+01	3.966166e-03
1.770000e+01	3.885164e-03
1.785000e+01	3.827033e-03
1.800000e+01	3.785786e-03
1.815000e+01	3.727847e-03
1.830000e+01	3.666438e-03
1.845000e+01	3.635833e-03
1.860000e+01	3.641405e-03
1.875000e+01	3.657530e-03
1.890000e+01	3.603190e-03
1.905000e+01	3.545342e-03
1.920000e+01	3.518446e-03
1.935000e+01	3.516796e-03
1.950000e+01	3.531095e-03
1.965000e+01	3.560683e-03
1.980000e+01	3.605101e-03
1.995000e+01	3.664192e-03
2.010000e+01	3.743604e-03
2.025000e+01	3.841715e-03
2.040000e+01	3.963286e-03
2.055000e+01	4.116373e-03
2.070000e+01	4.304392e-03
2.085000e+01	4.536416e-03
2.100000e+01	4.828193e-03
2.115000e+01	5.197164e-03
2.130000e+01	5.680953e-03
2.145000e+01	6.319684e-03
2.160000e+01	7.124347e-03
2.175000e+01	8.198426e-03
2.190000e+01	9.844833e-03
2.205000e+01	1.250570e-02
2.220000e+01	1.657184e-02
2.235000e+01	1.977136e-02
2.250000e+01	2.077713e-02
2.265000e+01	2.398093e-02
2.280000e+01	3.133871e-02
2.295000e+01	4.544008e-02
2.310000e+01	7.293875e-02
2.325000e+01	1.272471e-01
2.340000e+01	2.049697e-01
2.355000e+01	2.164416e-01
2.370000e+01	1.486198e-01
2.385000e+01	9.465132e-02
2.400000e+01	6.418332e-02
2.415000e+01	4.239541e-02
2.430000e+01	2.901767e-02
2.445000e+01	2.141539e-02
2.460000e+01	1.678953e-02
2.475000e+01	1.392533e-02
2.490000e+01	1.230108e-02
2.505000e+01	1.165177e-02
2.520000e+01	1.152648e-02
2.535000e+01	1.139365e-02
2.550000e+01	1.203359e-02
2.565000e+01	1.386605e-02
2.580000e+01	1.786807e-02
2.595000e+01	2.664559e-02
2.610000e+01	4.380682e-02
2.625000e+01	5.895899e-02
2.640000e+01	4.539526e-02
2.655000e+01	2.732184e-02
2.670000e+01	1.774808e-02
2.685000e+01	1.298174e-02
2.700000e+01	1.012592e-02
2.715000e+01	8.525768e-03
2.730000e+01	7.787073e-03
2.745000e+01	7.673610e-03
2.760000e+01	8.289619e-03
2.775000e+01	1.003525e-02
2.790000e+01	1.394096e-02
2.805000e+01	2.176642e-02
