# Re(EQRPA)	Im(Strength)
0.000000e+00	1.515388e-02
1.500000e-01	1.629067e-02
3.000000e-01	1.755850e-02
4.500000e-01	1.897822e-02
6.000000e-01	2.072172e-02
7.500000e-01	2.256707e-02
9.000000e-01	2.465544e-02
1.050000e+00	2.708181e-02
1.200000e+00	2.984867e-02
1.350000e+00	3.305984e-02
1.500000e+00	3.681561e-02
1.650000e+00	4.126774e-02
1.800000e+00	4.655111e-02
1.950000e+00	5.297423e-02
2.100000e+00	6.078339e-02
2.250000e+00	7.045657e-02
2.400000e+00	8.257021e-02
2.550000e+00	9.814082e-02
2.700000e+00	1.184812e-01
2.850000e+00	1.458755e-01
3.000000e+00	1.838744e-01
3.150000e+00	2.385990e-01
3.300000e+00	3.212597e-01
3.450000e+00	4.537297e-01
3.600000e+00	6.820820e-01
3.750000e+00	1.109912e+00
3.900000e+00	1.951314e+00
4.050000e+00	3.303488e+00
4.200000e+00	3.981825e+00
4.350000e+00	2.856958e+00
4.500000e+00	1.606110e+00
4.650000e+00	9.334024e-01
4.800000e+00	5.908252e-01
4.950000e+00	4.027419e-01
5.100000e+00	2.907443e-01
5.250000e+00	2.193812e-01
5.400000e+00	1.713817e-01
5.550000e+00	1.376748e-01
5.700000e+00	1.131661e-01
5.850000e+00	9.481790e-02
6.000000e+00	8.077329e-02
6.150000e+00	6.979633e-02
6.300000e+00	6.108289e-02
6.450000e+00	5.406969e-02
6.600000e+00	4.836165e-02
6.750000e+00	4.367385e-02
6.900000e+00	3.979813e-02
7.050000e+00	3.658282e-02
7.200000e+00	3.390283e-02
7.350000e+00	3.167332e-02
7.500000e+00	2.982594e-02
7.650000e+00	2.830665e-02
7.800000e+00	2.708040e-02
7.950000e+00	2.611686e-02
8.100000e+00	2.539850e-02
8.250000e+00	2.491281e-02
8.400000e+00	2.466127e-02
8.550000e+00	2.469767e-02
8.700000e+00	2.507970e-02
8.850000e+00	2.592317e-02
9.000000e+00	2.727968e-02
9.150000e+00	2.838168e-02
9.300000e+00	2.922325e-02
9.450000e+00	3.084442e-02
9.600000e+00	3.349680e-02
9.750000e+00	3.745782e-02
9.900000e+00	4.339902e-02
1.005000e+01	5.273124e-02
1.020000e+01	6.859663e-02
1.035000e+01	9.776050e-02
1.050000e+01	1.494168e-01
1.065000e+01	1.934346e-01
1.080000e+01	1.772797e-01
1.095000e+01	1.738850e-01
1.110000e+01	2.042268e-01
1.125000e+01	2.222164e-01
1.140000e+01	2.625741e-01
1.155000e+01	3.444503e-01
1.170000e+01	3.203771e-01
1.185000e+01	2.256902e-01
1.200000e+01	1.753128e-01
1.215000e+01	1.627551e-01
1.230000e+01	1.747741e-01
1.245000e+01	2.099968e-01
1.260000e+01	2.776376e-01
1.275000e+01	3.980563e-01
1.290000e+01	6.019079e-01
1.305000e+01	9.675928e-01
1.320000e+01	1.451733e+00
1.335000e+01	1.927594e+00
1.350000e+01	2.141491e+00
1.365000e+01	1.456777e+00
1.380000e+01	8.267106e-01
1.395000e+01	4.991317e-01
1.410000e+01	3.330127e-01
1.425000e+01	2.451349e-01
1.440000e+01	2.012143e-01
1.455000e+01	1.913177e-01
1.470000e+01	2.199077e-01
1.485000e+01	2.652760e-01
1.500000e+01	2.232071e-01
1.515000e+01	1.456332e-01
1.530000e+01	9.865303e-02
1.545000e+01	7.280106e-02
1.560000e+01	5.728619e-02
1.575000e+01	4.707725e-02
1.590000e+01	3.987653e-02
1.605000e+01	3.450453e-02
1.620000e+01	3.035085e-02
1.635000e+01	2.704506e-02
1.650000e+01	2.436701e-02
1.665000e+01	2.216698e-02
1.680000e+01	2.034664e-02
1.695000e+01	1.884482e-02
1.710000e+01	1.763249e-02
1.725000e+01	1.671819e-02
1.740000e+01	1.618051e-02
1.755000e+01	1.623885e-02
1.770000e+01	1.724041e-02
1.785000e+01	1.816931e-02
1.800000e+01	1.663580e-02
1.815000e+01	1.520799e-02
1.830000e+01	1.542467e-02
1.845000e+01	1.682967e-02
1.860000e+01	1.595765e-02
1.875000e+01	1.321191e-02
1.890000e+01	1.140875e-02
1.905000e+01	1.044564e-02
1.920000e+01	9.909061e-03
1.935000e+01	9.660306e-03
1.950000e+01	9.611991e-03
1.965000e+01	9.808378e-03
1.980000e+01	1.033405e-02
1.995000e+01	1.140952e-02
2.010000e+01	1.356971e-02
2.025000e+01	1.797749e-02
2.040000e+01	2.622218e-02
2.055000e+01	3.239148e-02
2.070000e+01	2.557896e-02
2.085000e+01	1.799142e-02
2.100000e+01	1.434274e-02
2.115000e+01	1.316755e-02
2.130000e+01	1.363936e-02
2.145000e+01	1.449563e-02
2.160000e+01	1.399616e-02
2.175000e+01	1.408605e-02
2.190000e+01	1.500081e-02
2.205000e+01	1.478297e-02
2.220000e+01	1.459564e-02
2.235000e+01	1.543999e-02
2.250000e+01	1.729939e-02
2.265000e+01	2.036326e-02
2.280000e+01	2.525738e-02
2.295000e+01	3.341536e-02
2.310000e+01	4.801620e-02
2.325000e+01	7.440468e-02
2.340000e+01	1.071165e-01
2.355000e+01	1.215722e-01
2.370000e+01	1.377257e-01
2.385000e+01	1.515625e-01
2.400000e+01	1.583690e-01
2.415000e+01	2.074709e-01
2.430000e+01	3.089125e-01
2.445000e+01	3.201671e-01
2.460000e+01	2.021340e-01
2.475000e+01	1.167462e-01
2.490000e+01	7.395188e-02
2.505000e+01	5.237736e-02
2.520000e+01	4.031043e-02
2.535000e+01	3.379185e-02
2.550000e+01	3.069779e-02
2.565000e+01	2.842046e-02
2.580000e+01	2.899756e-02
2.595000e+01	3.418387e-02
2.610000e+01	4.327112e-02
2.625000e+01	4.559263e-02
2.640000e+01	4.360419e-02
2.655000e+01	3.818735e-02
2.670000e+01	3.510477e-02
2.685000e+01	2.910448e-02
2.700000e+01	2.264178e-02
2.715000e+01	1.957886e-02
2.730000e+01	1.603315e-02
2.745000e+01	1.320814e-02
2.760000e+01	1.232694e-02
2.775000e+01	1.324778e-02
2.790000e+01	1.476296e-02
2.805000e+01	1.422003e-02
2.820000e+01	1.375902e-02
2.835000e+01	1.569841e-02
2.850000e+01	2.096916e-02
2.865000e+01	2.957608e-02
2.880000e+01	3.067824e-02
2.895000e+01	2.356761e-02
2.910000e+01	2.066373e-02
2.925000e+01	2.000555e-02
2.940000e+01	1.625447e-02
2.955000e+01	1.247017e-02
2.970000e+01	1.084615e-02
2.985000e+01	1.086740e-02
3.000000e+01	1.235107e-02
