# Re(EQRPA)	Im(Strength)
0.000000e+00	3.950462e-02
1.500000e-01	4.307306e-02
3.000000e-01	4.715002e-02
4.500000e-01	5.183817e-02
6.000000e-01	5.726554e-02
7.500000e-01	6.359854e-02
9.000000e-01	7.105148e-02
1.050000e+00	7.990586e-02
1.200000e+00	9.053723e-02
1.350000e+00	1.034554e-01
1.500000e+00	1.193660e-01
1.650000e+00	1.392677e-01
1.800000e+00	1.646100e-01
1.950000e+00	1.975585e-01
2.100000e+00	2.414598e-01
2.250000e+00	3.016919e-01
2.400000e+00	3.872347e-01
2.550000e+00	5.143233e-01
2.700000e+00	7.135264e-01
2.850000e+00	1.047526e+00
3.000000e+00	1.655000e+00
3.150000e+00	2.850597e+00
3.300000e+00	5.134952e+00
3.450000e+00	7.335490e+00
3.600000e+00	5.693143e+00
3.750000e+00	3.198958e+00
3.900000e+00	1.828914e+00
4.050000e+00	1.139747e+00
4.200000e+00	7.673388e-01
4.350000e+00	5.487276e-01
4.500000e+00	4.111141e-01
4.650000e+00	3.195100e-01
4.800000e+00	2.557588e-01
4.950000e+00	2.097802e-01
5.100000e+00	1.756615e-01
5.250000e+00	1.497493e-01
5.400000e+00	1.297108e-01
5.550000e+00	1.140033e-01
5.700000e+00	1.015822e-01
5.850000e+00	9.173002e-02
6.000000e+00	8.395895e-02
6.150000e+00	7.795407e-02
6.300000e+00	7.355117e-02
6.450000e+00	7.076192e-02
6.600000e+00	6.986734e-02
6.750000e+00	7.168943e-02
6.900000e+00	7.822963e-02
7.050000e+00	9.272432e-02
7.200000e+00	1.079039e-01
7.350000e+00	1.000301e-01
7.500000e+00	8.853438e-02
7.650000e+00	8.684385e-02
7.800000e+00	9.347305e-02
7.950000e+00	1.085537e-01
8.100000e+00	1.358789e-01
8.250000e+00	1.852304e-01
8.400000e+00	2.795915e-01
8.550000e+00	4.683954e-01
8.700000e+00	7.771186e-01
8.850000e+00	8.544875e-01
9.000000e+00	5.602243e-01
9.150000e+00	3.404042e-01
9.300000e+00	2.355346e-01
9.450000e+00	1.907265e-01
9.600000e+00	1.794991e-01
9.750000e+00	1.947710e-01
9.900000e+00	2.428285e-01
1.005000e+01	3.482747e-01
1.020000e+01	5.692824e-01
1.035000e+01	9.493279e-01
1.050000e+01	1.088792e+00
1.065000e+01	7.314310e-01
1.080000e+01	4.487927e-01
1.095000e+01	3.262312e-01
1.110000e+01	3.062335e-01
1.125000e+01	3.639518e-01
1.140000e+01	3.977263e-01
1.155000e+01	3.327000e-01
1.170000e+01	3.218605e-01
1.185000e+01	3.903865e-01
1.200000e+01	4.012924e-01
1.215000e+01	2.964380e-01
1.230000e+01	1.840790e-01
1.245000e+01	1.191945e-01
1.260000e+01	8.428454e-02
1.275000e+01	6.397850e-02
1.290000e+01	5.113371e-02
1.305000e+01	4.250019e-02
1.320000e+01	3.648388e-02
1.335000e+01	3.198204e-02
1.350000e+01	2.803819e-02
1.365000e+01	2.478935e-02
1.380000e+01	2.223093e-02
1.395000e+01	2.016312e-02
1.410000e+01	1.844791e-02
1.425000e+01	1.700013e-02
1.440000e+01	1.575979e-02
1.455000e+01	1.468409e-02
1.470000e+01	1.374572e-02
1.485000e+01	1.292201e-02
1.500000e+01	1.219056e-02
1.515000e+01	1.154266e-02
1.530000e+01	1.097171e-02
1.545000e+01	1.047867e-02
1.560000e+01	1.005116e-02
1.575000e+01	9.595963e-03
1.590000e+01	9.140367e-03
1.605000e+01	8.746016e-03
1.620000e+01	8.394539e-03
1.635000e+01	8.077693e-03
1.650000e+01	7.788000e-03
1.665000e+01	7.529450e-03
1.680000e+01	7.281500e-03
1.695000e+01	7.061893e-03
1.710000e+01	6.867472e-03
1.725000e+01	6.697894e-03
1.740000e+01	6.526593e-03
1.755000e+01	6.359217e-03
1.770000e+01	6.220752e-03
1.785000e+01	6.114759e-03
1.800000e+01	6.004033e-03
1.815000e+01	5.906916e-03
1.830000e+01	5.829409e-03
1.845000e+01	5.782664e-03
1.860000e+01	5.770662e-03
1.875000e+01	5.731236e-03
1.890000e+01	5.686583e-03
1.905000e+01	5.639302e-03
1.920000e+01	5.617368e-03
1.935000e+01	5.629246e-03
1.950000e+01	5.654852e-03
1.965000e+01	5.714354e-03
1.980000e+01	5.793663e-03
1.995000e+01	5.900685e-03
2.010000e+01	6.040519e-03
2.025000e+01	6.219368e-03
2.040000e+01	6.446746e-03
2.055000e+01	6.732915e-03
2.070000e+01	7.092835e-03
2.085000e+01	7.561103e-03
2.100000e+01	8.172628e-03
2.115000e+01	9.011996e-03
2.130000e+01	1.022703e-02
2.145000e+01	1.189669e-02
2.160000e+01	1.348138e-02
2.175000e+01	1.521985e-02
2.190000e+01	1.823872e-02
2.205000e+01	2.239127e-02
2.220000e+01	2.721075e-02
2.235000e+01	3.300161e-02
2.250000e+01	4.371054e-02
2.265000e+01	6.492911e-02
2.280000e+01	1.075909e-01
2.295000e+01	1.853067e-01
2.310000e+01	2.383089e-01
2.325000e+01	1.755165e-01
2.340000e+01	1.132574e-01
2.355000e+01	8.967958e-02
2.370000e+01	8.292514e-02
2.385000e+01	7.344848e-02
2.400000e+01	7.324709e-02
2.415000e+01	9.380285e-02
2.430000e+01	1.464639e-01
2.445000e+01	2.162336e-01
2.460000e+01	1.920340e-01
2.475000e+01	1.159208e-01
2.490000e+01	7.091443e-02
2.505000e+01	5.012670e-02
2.520000e+01	4.018103e-02
2.535000e+01	3.202485e-02
2.550000e+01	2.664614e-02
2.565000e+01	2.507482e-02
2.580000e+01	2.748650e-02
2.595000e+01	3.603602e-02
2.610000e+01	5.453652e-02
2.625000e+01	7.134919e-02
2.640000e+01	5.671938e-02
2.655000e+01	3.626758e-02
2.670000e+01	2.398444e-02
2.685000e+01	1.698017e-02
2.700000e+01	1.312171e-02
2.715000e+01	1.111536e-02
2.730000e+01	1.042636e-02
2.745000e+01	1.018240e-02
2.760000e+01	8.827359e-03
2.775000e+01	7.521293e-03
2.790000e+01	6.944672e-03
2.805000e+01	6.593809e-03
2.820000e+01	6.096939e-03
2.835000e+01	5.693357e-03
2.850000e+01	5.276851e-03
2.865000e+01	4.922051e-03
2.880000e+01	4.684402e-03
2.895000e+01	4.614041e-03
2.910000e+01	4.730988e-03
2.925000e+01	5.047290e-03
2.940000e+01	5.355704e-03
2.955000e+01	5.620238e-03
2.970000e+01	6.125812e-03
2.985000e+01	6.534209e-03
3.000000e+01	6.708521e-03
