# Re(EQRPA)	Im(Strength)
0.000000e+00	9.194910e-03
1.500000e-01	9.583457e-03
3.000000e-01	9.998250e-03
4.500000e-01	1.044182e-02
6.000000e-01	1.091703e-02
7.500000e-01	1.143372e-02
9.000000e-01	1.198311e-02
1.050000e+00	1.257542e-02
1.200000e+00	1.321554e-02
1.350000e+00	1.390920e-02
1.500000e+00	1.466333e-02
1.650000e+00	1.548769e-02
1.800000e+00	1.640286e-02
1.950000e+00	1.738482e-02
2.100000e+00	1.847920e-02
2.250000e+00	1.967681e-02
2.400000e+00	2.100368e-02
2.550000e+00	2.248620e-02
2.700000e+00	2.414106e-02
2.850000e+00	2.600377e-02
3.000000e+00	2.811058e-02
3.150000e+00	3.050995e-02
3.300000e+00	3.326234e-02
3.450000e+00	3.644538e-02
3.600000e+00	4.016104e-02
3.750000e+00	4.454279e-02
3.900000e+00	4.977239e-02
4.050000e+00	5.610425e-02
4.200000e+00	6.389380e-02
4.350000e+00	7.366736e-02
4.500000e+00	8.623398e-02
4.650000e+00	1.028491e-01
4.800000e+00	1.256371e-01
4.950000e+00	1.583759e-01
5.100000e+00	2.082788e-01
5.250000e+00	2.903208e-01
5.400000e+00	4.379290e-01
5.550000e+00	7.219823e-01
5.700000e+00	1.181863e+00
5.850000e+00	1.331988e+00
6.000000e+00	9.769084e-01
6.150000e+00	7.592828e-01
6.300000e+00	7.707412e-01
6.450000e+00	1.008107e+00
6.600000e+00	1.599091e+00
6.750000e+00	2.707906e+00
6.900000e+00	3.330546e+00
7.050000e+00	2.283505e+00
7.200000e+00	1.291285e+00
7.350000e+00	7.777126e-01
7.500000e+00	5.171780e-01
7.650000e+00	3.757675e-01
7.800000e+00	2.950319e-01
7.950000e+00	2.492211e-01
8.100000e+00	2.272166e-01
8.250000e+00	2.261238e-01
8.400000e+00	2.506749e-01
8.550000e+00	3.181149e-01
8.700000e+00	4.693433e-01
8.850000e+00	7.322575e-01
9.000000e+00	8.173446e-01
9.150000e+00	5.587285e-01
9.300000e+00	3.548710e-01
9.450000e+00	2.555459e-01
9.600000e+00	2.109730e-01
9.750000e+00	1.955289e-01
9.900000e+00	2.001077e-01
1.005000e+01	2.246771e-01
1.020000e+01	2.778883e-01
1.035000e+01	3.835926e-01
1.050000e+01	5.909670e-01
1.065000e+01	8.916497e-01
1.080000e+01	9.357304e-01
1.095000e+01	8.078372e-01
1.110000e+01	8.957293e-01
1.125000e+01	1.189861e+00
1.140000e+01	1.214302e+00
1.155000e+01	9.923914e-01
1.170000e+01	9.915104e-01
1.185000e+01	1.270257e+00
1.200000e+01	1.968445e+00
1.215000e+01	2.981690e+00
1.230000e+01	2.732332e+00
1.245000e+01	1.620028e+00
1.260000e+01	9.286499e-01
1.275000e+01	5.804753e-01
1.290000e+01	3.964595e-01
1.305000e+01	2.906394e-01
1.320000e+01	2.204979e-01
1.335000e+01	1.715783e-01
1.350000e+01	1.377565e-01
1.365000e+01	1.135434e-01
1.380000e+01	9.554406e-02
1.395000e+01	8.175303e-02
1.410000e+01	7.093188e-02
1.425000e+01	6.227947e-02
1.440000e+01	5.526300e-02
1.455000e+01	4.952730e-02
1.470000e+01	4.485411e-02
1.485000e+01	4.116494e-02
1.500000e+01	3.856781e-02
1.515000e+01	3.692792e-02
1.530000e+01	3.423278e-02
1.545000e+01	3.043931e-02
1.560000e+01	2.740593e-02
1.575000e+01	2.508761e-02
1.590000e+01	2.320116e-02
1.605000e+01	2.159524e-02
1.620000e+01	2.019273e-02
1.635000e+01	1.895064e-02
1.650000e+01	1.784094e-02
1.665000e+01	1.683914e-02
1.680000e+01	1.593526e-02
1.695000e+01	1.511680e-02
1.710000e+01	1.437597e-02
1.725000e+01	1.371627e-02
1.740000e+01	1.312149e-02
1.755000e+01	1.262488e-02
1.770000e+01	1.226118e-02
1.785000e+01	1.206091e-02
1.800000e+01	1.175627e-02
1.815000e+01	1.122523e-02
1.830000e+01	1.092550e-02
1.845000e+01	1.103740e-02
1.860000e+01	1.129848e-02
1.875000e+01	1.059049e-02
1.890000e+01	9.547626e-03
1.905000e+01	8.841921e-03
1.920000e+01	8.354790e-03
1.935000e+01	7.986827e-03
1.950000e+01	7.684340e-03
1.965000e+01	7.424195e-03
1.980000e+01	7.195505e-03
1.995000e+01	6.993773e-03
2.010000e+01	6.819812e-03
2.025000e+01	6.671165e-03
2.040000e+01	6.560923e-03
2.055000e+01	6.500369e-03
2.070000e+01	6.526415e-03
2.085000e+01	6.720918e-03
2.100000e+01	7.250133e-03
2.115000e+01	8.105535e-03
2.130000e+01	8.015969e-03
2.145000e+01	7.020145e-03
2.160000e+01	6.382646e-03
2.175000e+01	6.124356e-03
2.190000e+01	6.088075e-03
2.205000e+01	5.991643e-03
2.220000e+01	5.832197e-03
2.235000e+01	5.816935e-03
2.250000e+01	5.955538e-03
2.265000e+01	6.293606e-03
2.280000e+01	6.948874e-03
2.295000e+01	8.234889e-03
2.310000e+01	1.080217e-02
2.325000e+01	1.507156e-02
2.340000e+01	1.672893e-02
2.355000e+01	1.411784e-02
2.370000e+01	1.309056e-02
2.385000e+01	1.223158e-02
2.400000e+01	9.969354e-03
2.415000e+01	8.509978e-03
2.430000e+01	8.030623e-03
2.445000e+01	8.137666e-03
2.460000e+01	8.675979e-03
2.475000e+01	9.849925e-03
2.490000e+01	1.204268e-02
2.505000e+01	1.546502e-02
2.520000e+01	1.857818e-02
2.535000e+01	2.254346e-02
2.550000e+01	3.148138e-02
2.565000e+01	4.975164e-02
2.580000e+01	8.101977e-02
2.595000e+01	9.330834e-02
2.610000e+01	6.886453e-02
2.625000e+01	5.512781e-02
2.640000e+01	5.905160e-02
2.655000e+01	6.150048e-02
2.670000e+01	4.441328e-02
2.685000e+01	2.783849e-02
2.700000e+01	1.900635e-02
2.715000e+01	1.450079e-02
2.730000e+01	1.205983e-02
2.745000e+01	1.055946e-02
2.760000e+01	1.035660e-02
2.775000e+01	1.174318e-02
2.790000e+01	1.237076e-02
2.805000e+01	9.621056e-03
2.820000e+01	7.126578e-03
2.835000e+01	5.782102e-03
2.850000e+01	5.077151e-03
2.865000e+01	4.667808e-03
2.880000e+01	4.519430e-03
2.895000e+01	4.728497e-03
2.910000e+01	5.143783e-03
2.925000e+01	4.955321e-03
2.940000e+01	4.361283e-03
2.955000e+01	3.991009e-03
2.970000e+01	3.950964e-03
2.985000e+01	4.271510e-03
3.000000e+01	4.565484e-03
