# Re(EQRPA)	Im(Strength)
0.000000e+00	6.650520e-03
1.500000e-01	6.879456e-03
3.000000e-01	7.120647e-03
4.500000e-01	7.375028e-03
6.000000e-01	7.643629e-03
7.500000e-01	7.927603e-03
9.000000e-01	8.228257e-03
1.050000e+00	8.548281e-03
1.200000e+00	8.886809e-03
1.350000e+00	9.246610e-03
1.500000e+00	9.629583e-03
1.650000e+00	1.003788e-02
1.800000e+00	1.047394e-02
1.950000e+00	1.094047e-02
2.100000e+00	1.144055e-02
2.250000e+00	1.197884e-02
2.400000e+00	1.255723e-02
2.550000e+00	1.318122e-02
2.700000e+00	1.385604e-02
2.850000e+00	1.458764e-02
3.000000e+00	1.538277e-02
3.150000e+00	1.624931e-02
3.300000e+00	1.719644e-02
3.450000e+00	1.823500e-02
3.600000e+00	1.938063e-02
3.750000e+00	2.064717e-02
3.900000e+00	2.205058e-02
4.050000e+00	2.361555e-02
4.200000e+00	2.537869e-02
4.350000e+00	2.735647e-02
4.500000e+00	2.959749e-02
4.650000e+00	3.216141e-02
4.800000e+00	3.510480e-02
4.950000e+00	3.850644e-02
5.100000e+00	4.250753e-02
5.250000e+00	4.722237e-02
5.400000e+00	5.286537e-02
5.550000e+00	5.969331e-02
5.700000e+00	6.811650e-02
5.850000e+00	7.865571e-02
6.000000e+00	9.213816e-02
6.150000e+00	1.098069e-01
6.300000e+00	1.336297e-01
6.450000e+00	1.669910e-01
6.600000e+00	2.156836e-01
6.750000e+00	2.907386e-01
6.900000e+00	4.144916e-01
7.050000e+00	6.358789e-01
7.200000e+00	1.065859e+00
7.350000e+00	1.891947e+00
7.500000e+00	2.790342e+00
7.650000e+00	2.418184e+00
7.800000e+00	1.520542e+00
7.950000e+00	8.967531e-01
8.100000e+00	5.705318e-01
8.250000e+00	4.030768e-01
8.400000e+00	3.134804e-01
8.550000e+00	2.658294e-01
8.700000e+00	2.444644e-01
8.850000e+00	2.434978e-01
9.000000e+00	2.634215e-01
9.150000e+00	3.119700e-01
9.300000e+00	4.102143e-01
9.450000e+00	6.081811e-01
9.600000e+00	9.879378e-01
9.750000e+00	1.374043e+00
9.900000e+00	1.156277e+00
1.005000e+01	8.077348e-01
1.020000e+01	6.757293e-01
1.035000e+01	7.207076e-01
1.050000e+01	9.510589e-01
1.065000e+01	1.491179e+00
1.080000e+01	2.503941e+00
1.095000e+01	3.141376e+00
1.110000e+01	2.274108e+00
1.125000e+01	1.464714e+00
1.140000e+01	1.153359e+00
1.155000e+01	9.876103e-01
1.170000e+01	8.150341e-01
1.185000e+01	7.868745e-01
1.200000e+01	8.262775e-01
1.215000e+01	9.473117e-01
1.230000e+01	1.365550e+00
1.245000e+01	2.081980e+00
1.260000e+01	2.073999e+00
1.275000e+01	1.287102e+00
1.290000e+01	7.537310e-01
1.305000e+01	4.877190e-01
1.320000e+01	3.575695e-01
1.335000e+01	3.030953e-01
1.350000e+01	2.808313e-01
1.365000e+01	2.278375e-01
1.380000e+01	1.669326e-01
1.395000e+01	1.269617e-01
1.410000e+01	1.020110e-01
1.425000e+01	8.519105e-02
1.440000e+01	7.304287e-02
1.455000e+01	6.384665e-02
1.470000e+01	5.667015e-02
1.485000e+01	5.098090e-02
1.500000e+01	4.647846e-02
1.515000e+01	4.303791e-02
1.530000e+01	4.073679e-02
1.545000e+01	4.001130e-02
1.560000e+01	4.200664e-02
1.575000e+01	4.791488e-02
1.590000e+01	5.018789e-02
1.605000e+01	4.075019e-02
1.620000e+01	3.209379e-02
1.635000e+01	2.700663e-02
1.650000e+01	2.383644e-02
1.665000e+01	2.161770e-02
1.680000e+01	1.991921e-02
1.695000e+01	1.853787e-02
1.710000e+01	1.737176e-02
1.725000e+01	1.636290e-02
1.740000e+01	1.547817e-02
1.755000e+01	1.470068e-02
1.770000e+01	1.402782e-02
1.785000e+01	1.347862e-02
1.800000e+01	1.303667e-02
1.815000e+01	1.247247e-02
1.830000e+01	1.179250e-02
1.845000e+01	1.121135e-02
1.860000e+01	1.072879e-02
1.875000e+01	1.030768e-02
1.890000e+01	9.899859e-03
1.905000e+01	9.511184e-03
1.920000e+01	9.158263e-03
1.935000e+01	8.836277e-03
1.950000e+01	8.539495e-03
1.965000e+01	8.263939e-03
1.980000e+01	8.008294e-03
1.995000e+01	7.771131e-03
2.010000e+01	7.551314e-03
2.025000e+01	7.349195e-03
2.040000e+01	7.163605e-03
2.055000e+01	6.995712e-03
2.070000e+01	6.850762e-03
2.085000e+01	6.719055e-03
2.100000e+01	6.619631e-03
2.115000e+01	6.564759e-03
2.130000e+01	6.556001e-03
2.145000e+01	6.626902e-03
2.160000e+01	6.728923e-03
2.175000e+01	6.751169e-03
2.190000e+01	6.917164e-03
2.205000e+01	7.387895e-03
2.220000e+01	8.392409e-03
2.235000e+01	1.045206e-02
2.250000e+01	1.302463e-02
2.265000e+01	1.218209e-02
2.280000e+01	9.793666e-03
