# Re(EQRPA)	Im(Strength)
0.000000e+00	1.445412e-02
1.500000e-01	1.733816e-02
3.000000e-01	2.134993e-02
4.500000e-01	2.717411e-02
6.000000e-01	3.606050e-02
7.500000e-01	5.052108e-02
9.000000e-01	7.594486e-02
1.050000e+00	1.246288e-01
1.200000e+00	2.213836e-01
1.350000e+00	3.616344e-01
1.500000e+00	3.531358e-01
1.650000e+00	2.123849e-01
1.800000e+00	1.204368e-01
1.950000e+00	7.442724e-02
2.100000e+00	5.039012e-02
2.250000e+00	3.675869e-02
2.400000e+00	2.845175e-02
2.550000e+00	2.309534e-02
2.700000e+00	1.949264e-02
2.850000e+00	1.699435e-02
3.000000e+00	1.522788e-02
3.150000e+00	1.396730e-02
3.300000e+00	1.307136e-02
3.450000e+00	1.244846e-02
3.600000e+00	1.203752e-02
3.750000e+00	1.179779e-02
3.900000e+00	1.170194e-02
4.050000e+00	1.173246e-02
4.200000e+00	1.187872e-02
4.350000e+00	1.213594e-02
4.500000e+00	1.250433e-02
4.650000e+00	1.298785e-02
4.800000e+00	1.359593e-02
4.950000e+00	1.434304e-02
5.100000e+00	1.524943e-02
5.250000e+00	1.634330e-02
5.400000e+00	1.766276e-02
5.550000e+00	1.926066e-02
5.700000e+00	2.120782e-02
5.850000e+00	2.360217e-02
6.000000e+00	2.658251e-02
6.150000e+00	3.035302e-02
6.300000e+00	3.520890e-02
6.450000e+00	4.161032e-02
6.600000e+00	5.028664e-02
6.750000e+00	6.245683e-02
6.900000e+00	8.027059e-02
7.050000e+00	1.077704e-01
7.200000e+00	1.531666e-01
7.350000e+00	2.344770e-01
7.500000e+00	3.924665e-01
7.650000e+00	6.937897e-01
7.800000e+00	9.999805e-01
7.950000e+00	8.163338e-01
8.100000e+00	5.226243e-01
8.250000e+00	4.103604e-01
8.400000e+00	4.435988e-01
8.550000e+00	4.650939e-01
8.700000e+00	3.227424e-01
8.850000e+00	1.963117e-01
9.000000e+00	1.282910e-01
9.150000e+00	9.154627e-02
9.300000e+00	7.002027e-02
9.450000e+00	5.647697e-02
9.600000e+00	4.752188e-02
9.750000e+00	4.146024e-02
9.900000e+00	3.744052e-02
1.005000e+01	3.513744e-02
1.020000e+01	3.474649e-02
1.035000e+01	3.708284e-02
1.050000e+01	4.108607e-02
1.065000e+01	3.868909e-02
1.080000e+01	3.306815e-02
1.095000e+01	2.974842e-02
1.110000e+01	2.810107e-02
1.125000e+01	2.796782e-02
1.140000e+01	2.949351e-02
1.155000e+01	3.351412e-02
1.170000e+01	3.992039e-02
1.185000e+01	4.037567e-02
1.200000e+01	3.468360e-02
1.215000e+01	3.125256e-02
1.230000e+01	3.020259e-02
1.245000e+01	3.055610e-02
1.260000e+01	3.191898e-02
1.275000e+01	3.346419e-02
1.290000e+01	3.426057e-02
1.305000e+01	3.543438e-02
1.320000e+01	3.731041e-02
1.335000e+01	3.968898e-02
1.350000e+01	4.263761e-02
1.365000e+01	4.634454e-02
1.380000e+01	5.106661e-02
1.395000e+01	5.731898e-02
1.410000e+01	6.619589e-02
1.425000e+01	8.012163e-02
1.440000e+01	1.032652e-01
1.455000e+01	1.293362e-01
1.470000e+01	1.274068e-01
1.485000e+01	1.168200e-01
1.500000e+01	1.171669e-01
1.515000e+01	1.260344e-01
1.530000e+01	1.411854e-01
1.545000e+01	1.624444e-01
1.560000e+01	1.910027e-01
1.575000e+01	2.293377e-01
1.590000e+01	2.816443e-01
1.605000e+01	3.550200e-01
1.620000e+01	4.618233e-01
1.635000e+01	6.249592e-01
1.650000e+01	8.896395e-01
1.665000e+01	1.352812e+00
1.680000e+01	2.234806e+00
1.695000e+01	3.989965e+00
1.710000e+01	6.650195e+00
1.725000e+01	6.780172e+00
1.740000e+01	4.200030e+00
1.755000e+01	2.508770e+00
1.770000e+01	1.788013e+00
1.785000e+01	1.403707e+00
1.800000e+01	9.926812e-01
1.815000e+01	7.297587e-01
1.830000e+01	6.321420e-01
1.845000e+01	6.105243e-01
1.860000e+01	4.886933e-01
1.875000e+01	3.437280e-01
1.890000e+01	2.543300e-01
1.905000e+01	2.015090e-01
1.920000e+01	1.685044e-01
1.935000e+01	1.477142e-01
1.950000e+01	1.363588e-01
1.965000e+01	1.349658e-01
1.980000e+01	1.484010e-01
1.995000e+01	1.892140e-01
2.010000e+01	2.665165e-01
2.025000e+01	2.897301e-01
2.040000e+01	2.022129e-01
2.055000e+01	1.310133e-01
2.070000e+01	9.308359e-02
2.085000e+01	7.216495e-02
2.100000e+01	5.948468e-02
2.115000e+01	5.123842e-02
2.130000e+01	4.549544e-02
2.145000e+01	4.053404e-02
2.160000e+01	3.624411e-02
2.175000e+01	3.293865e-02
2.190000e+01	3.026644e-02
2.205000e+01	2.785495e-02
2.220000e+01	2.578600e-02
2.235000e+01	2.404804e-02
2.250000e+01	2.257299e-02
2.265000e+01	2.132384e-02
2.280000e+01	2.029712e-02
2.295000e+01	1.955080e-02
2.310000e+01	1.921074e-02
2.325000e+01	1.949866e-02
2.340000e+01	1.972401e-02
2.355000e+01	1.834755e-02
2.370000e+01	1.695742e-02
2.385000e+01	1.608576e-02
2.400000e+01	1.509266e-02
2.415000e+01	1.425814e-02
2.430000e+01	1.374025e-02
2.445000e+01	1.346841e-02
2.460000e+01	1.344841e-02
2.475000e+01	1.375154e-02
2.490000e+01	1.457129e-02
2.505000e+01	1.625128e-02
2.520000e+01	1.959904e-02
2.535000e+01	2.650309e-02
2.550000e+01	3.634504e-02
2.565000e+01	3.560933e-02
2.580000e+01	2.582633e-02
2.595000e+01	1.992270e-02
2.610000e+01	1.789751e-02
2.625000e+01	1.773106e-02
2.640000e+01	1.816103e-02
2.655000e+01	2.068251e-02
2.670000e+01	2.682729e-02
2.685000e+01	3.451947e-02
2.700000e+01	3.526631e-02
2.715000e+01	3.734910e-02
2.730000e+01	5.052070e-02
2.745000e+01	7.195855e-02
2.760000e+01	6.989908e-02
2.775000e+01	4.627619e-02
2.790000e+01	3.186998e-02
2.805000e+01	2.697858e-02
2.820000e+01	2.484562e-02
2.835000e+01	2.112754e-02
2.850000e+01	2.032569e-02
2.865000e+01	2.378769e-02
2.880000e+01	2.584290e-02
2.895000e+01	2.017671e-02
2.910000e+01	1.442520e-02
2.925000e+01	1.152109e-02
2.940000e+01	1.002304e-02
2.955000e+01	8.905845e-03
2.970000e+01	8.455732e-03
2.985000e+01	8.980809e-03
3.000000e+01	9.636189e-03
