iter,cost,mean_rel_alphaD
0,24510.48828125,0.8831652604556606
1000,53.34244155883789,0.014396853740051466
2000,9.20327377319336,0.004172151975699163
3000,1.2348558902740479,0.002021643683144964
4000,0.14717352390289307,0.0014362375878676189
5000,0.06551867723464966,0.001187081682418118
6000,0.04926932975649834,0.0009985163070412254
7000,0.03620552271604538,0.0008451021983500028
8000,0.15599274635314941,0.0013608267086933547
9000,0.020422527566552162,0.0006498741506177544
10000,0.015724852681159973,0.0005753916666842941
11000,0.012441464699804783,0.0005105575919039378
12000,0.009688353165984154,0.00044766544347354183
13000,0.0077527849934995174,0.00040117092682569183
14000,0.0061872173100709915,0.0003555853228582409
15000,0.038117751479148865,0.000744881636279783
16000,0.003670556703582406,0.0002708854900376794
17000,0.0027351698372513056,0.00023239696193773859
18000,0.0023393190931528807,0.00021429760072032929
19000,0.001873429981060326,0.00019014298881139162
20000,0.012257351540029049,0.0004066029963693249
21000,0.0011776769533753395,0.00015457391567884896
22000,0.02851029299199581,0.0007677247103591121
23000,0.0009454768151044846,0.00013738100457591604
24000,0.0008999734418466687,0.00013787092542951382
25000,0.000702655641362071,0.00011988518338116681
26000,0.0033055709209293127,0.0002465134510768745
27000,0.0006590245175175369,0.00011603573250113563
28000,0.0017951552290469408,0.0001870313836799416
29000,0.0006219561328180134,0.000112221491066461
30000,0.0007093706517480314,0.00011927085355751465
31000,0.0006587482057511806,0.00011512239920096603
32000,0.0009727196884341538,0.00013414938742651979
33000,0.0005558937555179,0.00010561392034325357
34000,0.0005495656514540315,0.00010321133081312375
35000,0.0008185342885553837,0.00013156882756648405
36000,0.000534003833308816,0.00010128487588519361
37000,0.0005002499092370272,9.825886035751283e-05
38000,0.0005797493504360318,0.00010917201705930871
39000,0.0019165618577972054,0.00019404535422333705
40000,0.0032199029810726643,0.00024976037888544447
41000,0.001071576145477593,0.0001493914102561305
42000,0.0004449618572834879,9.014741995576762e-05
43000,0.000729121791664511,0.00011606541127469064
44000,0.0004246531461831182,8.652193972857971e-05
45000,0.00043307087616994977,8.807290035288267e-05
46000,0.00042204480268992484,8.972774697261845e-05
47000,0.000413768517319113,8.660918334868214e-05
48000,0.0005395041662268341,0.00010340163092852856
49000,0.0003674845793284476,7.890167436526027e-05
50000,0.0006549127865582705,0.00011117057902152191
51000,0.00034685718128457665,7.744858085207489e-05
52000,0.0005920263938605785,0.00010792534789970985
53000,0.00043202750384807587,9.452762097200266e-05
54000,0.002511159284040332,0.00020473797452429186
55000,0.0003031445958185941,7.124299385342e-05
56000,0.00029769231332466006,7.210069306665256e-05
57000,0.0005179468425922096,0.00010415179677096918
58000,0.0002837083884514868,6.972449612197774e-05
59000,0.0002685101644601673,6.746240105597193e-05
60000,0.0008494274225085974,0.00012967629824182244
61000,0.00028673524502664804,7.418260963114835e-05
62000,0.00025682742125354707,6.701701023659742e-05
63000,0.000287610397208482,7.477582075626256e-05
64000,0.000241831861785613,6.420410604133095e-05
65000,0.0002926300512626767,7.348441816871092e-05
66000,0.0002160620060749352,5.9411858969987164e-05
67000,0.00023951323237270117,6.494937819575591e-05
68000,0.00020722715998999774,5.8204857604693085e-05
69000,0.00037838087882846594,8.908682811914773e-05
70000,0.00029540597461164,7.26649366784048e-05
71000,0.00022884414647705853,6.53739166997315e-05
