iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,244.63931274414062,0.14205676879264492,0.857943231207355,0.0,0.3744931449041287
1000,0.20769938826560974,0.968188330569998,0.03181166270401271,0.0,0.0021538505793841103
2000,0.15246433019638062,0.9901536478562524,0.00984636970557604,0.0,0.0009330128902407214
3000,0.12762212753295898,0.993045773661183,0.0069542537044449135,0.0,0.0007376904586395457
4000,0.11104334890842438,0.9944220962096986,0.005577926854601178,0.0,0.0006027538026175981
5000,0.10137394815683365,0.995803083907233,0.004196885947919552,0.0,0.0005279123559760639
6000,0.09259115159511566,0.99589680008021,0.004103226637522135,0.0,0.0004969093387970521
7000,0.08583188056945801,0.9931368140720268,0.0068632049164247715,0.0,0.0006089880299347839
8000,0.07969269901514053,0.9945160759834382,0.005483883114082018,0.0,0.0005318207950618042
9000,0.07626452296972275,0.9854530814666711,0.014546878845171834,0.0,0.0008721939748823264
10000,0.07183650881052017,0.9832135986341874,0.016786415950846182,0.0,0.0008203070201150554
11000,0.06852397322654724,0.9964992347614452,0.003500777555573846,0.0,0.00038959515011416867
12000,0.06675037741661072,0.9958987994754821,0.004101236277335942,0.0,0.0004111768492784412
13000,0.06536691635847092,0.9960302728737175,0.0039697516143686155,0.0,0.0004002984705568988
14000,0.07167298346757889,0.9398552046641375,0.0601448018328892,0.0,0.001613917342447392
15000,0.06201882287859917,0.9948001120371388,0.005199903918182374,0.0,0.0004387836618042951
16000,0.06095576658844948,0.9924732420203061,0.007526777078021834,0.0,0.0005352543180744039
17000,0.06002500653266907,0.9938145603133898,0.006185441141195469,0.0,0.00047982934611811364
18000,0.05914081633090973,0.9937048250221159,0.006295157754008506,0.0,0.000489873876687525
19000,0.05891052260994911,0.9851360275376885,0.014863954677069647,0.0,0.0007364012838606815
20000,0.05743565410375595,0.9940509539449489,0.005949017678696123,0.0,0.0004079104257510768
21000,0.05657422915101051,0.9914772493438099,0.008522728535434265,0.0,0.0005031053703328052
22000,0.055389367043972015,0.994523982629013,0.005475984268219931,0.0,0.00042376818428709224
23000,0.05476723238825798,0.9936708357063958,0.006329179704481192,0.0,0.00044983293201323807
24000,0.05423270910978317,0.9944930554248521,0.005506961211210455,0.0,0.0004202511926044297
25000,0.053752798587083817,0.9948142500632573,0.0051857759257869325,0.0,0.00041371520497532837
26000,0.05348055437207222,0.9924111580064665,0.007588844170311987,0.0,0.00048262361842896527
27000,0.05294201150536537,0.9957763821487551,0.004223611804211135,0.0,0.00037604306621032407
28000,0.05383802205324173,0.9837951529867699,0.016204815659512012,0.0,0.0007453255531494583
29000,0.05256159231066704,0.9891578625447796,0.010842130810711587,0.0,0.000597228970714476
