iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,261.54315185546875,0.37545477107658287,0.6245452580941084,0.0,0.21336916552081234
1000,0.8671351075172424,0.8750020707152879,0.12499793787689166,0.0,0.00774892758249869
2000,0.443860799074173,0.8173905698574351,0.18260944692841447,0.0,0.006752866977886935
3000,0.32949647307395935,0.8114419892715918,0.1885579768103793,0.0,0.005942727244527335
4000,0.25831255316734314,0.8215666606788024,0.17843329605628178,0.0,0.005169449570020273
5000,0.19286978244781494,0.8719263567975702,0.12807361422984853,0.0,0.0038412451914192907
6000,0.16557712852954865,0.9166417754702186,0.08335826390271941,0.0,0.002905704135565816
7000,0.14781294763088226,0.937790883647146,0.06220907854875403,0.0,0.0023866225536886723
8000,0.13934862613677979,0.9469775420658527,0.053022411150348905,0.0,0.002127502947888351
9000,0.13189931213855743,0.954867095974485,0.045132925208094844,0.0,0.00188976281775216
10000,0.1263204962015152,0.9537977345180764,0.04620228022731495,0.0,0.0018768518183239268
11000,0.11618601530790329,0.9600517448031877,0.039948235157339994,0.0,0.0016135462663358089
12000,0.11125153303146362,0.9595813748901013,0.04041865440953104,0.0,0.0015974213763945784
13000,0.10646083950996399,0.9582799470247322,0.04172001798314948,0.0,0.0015925996585662043
14000,0.10247489809989929,0.9519517595965901,0.048048208594361416,0.0,0.0015547558385241027
15000,0.09660238027572632,0.9572496836280687,0.042750292269974004,0.0,0.0015075381095792152
16000,0.08097241818904877,0.9443777446568962,0.055622278346556024,0.0,0.001590772126685986
17000,0.07521990686655045,0.9407810837032462,0.05921888534342593,0.0,0.0015844638291608337
18000,0.07315073162317276,0.9378975109809663,0.062102514482143996,0.0,0.0016165412742666784
19000,0.07201579213142395,0.9358599126238543,0.06414011970664392,0.0,0.0016194696325683095
20000,0.07123386114835739,0.9368291323979978,0.0631708676020022,0.0,0.0016315359270072665
21000,0.07076442241668701,0.9349891133141851,0.06501085378359711,0.0,0.0016854555807051675
22000,0.07009990513324738,0.9374153571447551,0.06258466278371498,0.0,0.0015755156661563872
23000,0.07064342498779297,0.9343744726628417,0.06562554711230172,0.0,0.0017040540775091673
24000,0.06955182552337646,0.9396565945602227,0.060343398744607445,0.0,0.0015479885335052295
25000,0.06937180459499359,0.9398663462688889,0.060133613455847466,0.0,0.0015352182986223908
26000,0.06918126344680786,0.9417661279830856,0.058233898941041765,0.0,0.0015061313120945435
27000,0.08131852746009827,0.832008629343212,0.1679913706567881,0.0,0.0025886546721381235
28000,0.06889963895082474,0.9432473650056399,0.056752641752904794,0.0,0.0014855623817330453
29000,0.0826558768749237,0.8595685694928845,0.14043140797217638,0.0,0.0024352755196225756
