iter,cost,mean_rel_alphaD
0,26327.376953125,0.9165362379199042
1000,87.33109283447266,0.02435297861744827
2000,18.50874137878418,0.011997122509283541
3000,5.7404465675354,0.00885632438459178
4000,2.1039059162139893,0.006077511529315787
5000,1.1136550903320312,0.004244110368957768
6000,0.7681542634963989,0.003486934762062515
7000,0.4297352433204651,0.002599943169051426
8000,0.26804211735725403,0.0021190048906542906
9000,0.15950411558151245,0.0017395800100603747
10000,0.1840583235025406,0.0018147444143916862
11000,0.08891461789608002,0.0012614075086028857
12000,0.04238883778452873,0.0008570716013064401
13000,0.23239809274673462,0.0018294837770906987
14000,0.02623504213988781,0.0006889597939952608
15000,0.006814505439251661,0.00035316927732350516
16000,0.020504474639892578,0.0005682234587960596
17000,0.004517828114330769,0.0002869806873825414
18000,0.00474998215213418,0.00031200955123580014
19000,0.003169325413182378,0.00024777222209555603
20000,0.0031999992206692696,0.00024607950827080095
21000,0.005062808748334646,0.0003226295149726439
22000,0.006326425354927778,0.0003524922706557865
23000,0.0027601905167102814,0.00023239555682815969
24000,0.0024802328553050756,0.0002178446345756755
25000,0.0027253199368715286,0.00022912381166674997
26000,0.005602053366601467,0.0003101061683045004
27000,0.0026879068464040756,0.0002217328823707419
28000,0.036283113062381744,0.0008210032186341262
29000,0.004396507516503334,0.00027884737774263533
30000,0.0013436571462079883,0.00015953699075708274
31000,0.008231570944190025,0.0004034109589791147
32000,0.0011516858357936144,0.00015032958595694086
33000,0.01041734591126442,0.0004579643602883494
34000,0.004870925564318895,0.0003194421309754155
35000,0.005638446658849716,0.00034649726446924547
36000,0.001964639639481902,0.0001942302974858217
37000,0.03993549942970276,0.0007959534511199235
38000,0.0020401696674525738,0.00019057187864096874
39000,0.00086674076737836,0.00012463612299666325
40000,0.0006450662040151656,0.00010987795982552645
41000,0.008547664619982243,0.00036200652902877977
42000,0.001926837139762938,0.00019674123292326968
43000,0.0007067063124850392,0.00011352488359776698
44000,0.0012154120486229658,0.0001463793437252024
45000,0.0012925001792609692,0.00016612430534230962
46000,0.0008522671996615827,0.0001221836195291297
47000,0.00040605265530757606,8.581337664897068e-05
48000,0.0009328049491159618,0.00013093868970158134
49000,0.0015632363501936197,0.0001587941932595198
50000,0.015958670526742935,0.0005348736198575214
51000,0.0031007537618279457,0.00025995337410450166
52000,0.000707322615198791,0.00011646016524163108
53000,0.0006737653166055679,0.00011599231603291868
54000,0.0002484506112523377,6.369027200649272e-05
55000,0.0010722409933805466,0.00013462263309336656
