iter,cost,mean_rel_alphaD
0,29791.859375,0.9758524930846408
1000,23.46354866027832,0.01815964926876643
2000,6.731532573699951,0.011377507285700339
3000,4.805331230163574,0.009647132591441362
4000,3.3986575603485107,0.00803264030151249
5000,0.9153133630752563,0.004472031187273335
6000,0.3107205033302307,0.002675217084652773
7000,0.14149466156959534,0.0017514465355295186
8000,0.06901208311319351,0.0012184134263619369
9000,0.039931874722242355,0.0009386116455002306
10000,0.0285419262945652,0.0008045686219769698
11000,0.021855469793081284,0.0007090921718914617
12000,0.016249144449830055,0.0006098981897287465
13000,0.012419898062944412,0.0005288255679648511
14000,0.009928382933139801,0.0004622269148369152
15000,0.1916607767343521,0.0017265128085509694
16000,0.08193407952785492,0.0011835399628067956
17000,0.0132742365822196,0.0004954087602629546
18000,0.0063157035037875175,0.00037137289164643585
19000,0.010596868582069874,0.00043952600790355463
20000,0.0057631549425423145,0.0003465345917297433
21000,0.007065739948302507,0.0003851730425065824
22000,0.009564884006977081,0.00042974504007428524
23000,0.0046622916124761105,0.00031993130387845915
24000,0.004669688642024994,0.00031478959840691424
25000,0.004637440666556358,0.0003217835263872454
26000,0.003564715152606368,0.0002736327534335562
27000,0.010841332376003265,0.00046196973230138523
28000,0.00439605163410306,0.0002986034194047048
29000,0.010498006828129292,0.00046938604654749483
