iter,cost,mean_rel_T12
0,77.73890945550474,5.95363630142923
300,0.17046213805130817,0.05620966427153632
600,0.022451567873313785,0.02079070395765405
900,0.007202841935812109,0.013194845878573664
1200,0.0038210936169113777,0.01034274470543162
1500,0.002341146622977097,0.008241590216432856
1800,0.0015463623373296609,0.006646929938630929
2100,0.0010922666662294867,0.005487380339115034
2400,0.0008255908576398904,0.004708736694344671
2700,0.0006600860394899771,0.004179109915101682
3000,0.0005475462978496214,0.003802140893464682
3300,0.00046410404986871963,0.0035090682372573186
3600,0.0003994520213723717,0.0032379647121086753
3900,0.0003494753711501988,0.003005338632113561
4200,0.0003110641122093281,0.0028136414125241923
4500,0.0002810527127102695,0.0026551546039624693
4800,0.0002567847958611113,0.002520512840001123
5100,0.00023624344913018787,0.002403329071994756
5400,0.0002180918635408565,0.0023012050830278855
5700,0.00020150923800252827,0.0022067330545795447
6000,0.00018599693663185794,0.002114115527473895
6300,0.00017130675981218653,0.0020274780234110553
6600,0.0001572963422455144,0.0019460346740619474
6900,0.0001441393072888835,0.0018752549192181643
7200,0.00015474456275769925,0.001905263686183918
7500,0.00012611919388851882,0.0017544471021113768
7800,0.00016998674850554266,0.002182618465450087
8100,0.00013229011039239753,0.001757647068951055
8400,9.314834492948536e-05,0.0014930788634112315
8700,8.652620352113621e-05,0.0014696560934649241
9000,7.791513605260011e-05,0.001376950951367801
9300,0.00019144652302653328,0.002264838735995322
9600,6.708210319684315e-05,0.0012157496717558058
9900,9.003915723903991e-05,0.0015121747238829814
10200,5.162296414337582e-05,0.001102758371405816
10500,0.0005109698202906775,0.003437925176791381
10800,0.0002804989957301862,0.002621527656915883
11100,4.282577028587738e-05,0.0009994073063394806
11400,4.1809709119957096e-05,0.0009233755042050668
11700,3.7154786075675076e-05,0.0008995293739610553
12000,3.5722885770336284e-05,0.0008855095789214975
12300,5.2741135549749704e-05,0.0010815899009489589
12600,3.287728523488858e-05,0.0008073715527378253
12900,6.674635848051602e-05,0.0013185899765523694
13200,0.00024025747516389053,0.0024683837183039903
13500,0.00021068158094413953,0.002510683349541388
13800,7.503766497782943e-05,0.0013505399327359063
14100,5.0549291257584735e-05,0.0011005341654133532
14400,3.067524515928468e-05,0.000782866336596037
14700,0.0004985229466816604,0.0034564447608846096
15000,2.4735018542885725e-05,0.0007424852126961118
15300,4.9518355015025836e-05,0.0011965397525293354
15600,4.612999611699416e-05,0.0011546609270101653
15900,3.423909022906464e-05,0.0008525252509959692
16200,0.00012210491239269937,0.001794554114458267
16500,7.856849941152598e-05,0.001379350367208405
16800,1.638378381803509e-05,0.0005851415149493829
17100,4.0421157685173294e-05,0.0010096848413591866
17400,7.06833799299286e-05,0.0013534567860268459
17700,2.853704003171609e-05,0.0009014847829437983
18000,1.3017863134576483e-05,0.000523623669282755
18300,1.527885450817013e-05,0.0006031916845541484
18600,4.028095874410119e-05,0.001038662403374463
18900,1.044024443156376e-05,0.00045163344843365285
19200,0.00010428863308961329,0.001643305405102313
19500,1.9055491862351033e-05,0.0006902605534719451
19800,0.0003003598550600499,0.002694164624229561
20100,1.503223579930731e-05,0.0005969850172560196
20400,8.059805981610957e-06,0.00039738103074876387
20700,0.00022409217660774368,0.002442403712659812
21000,0.00035320098330758647,0.003319099640636127
21300,8.06136770054197e-05,0.0013903262553205487
21600,6.970390798883364e-06,0.0003773290438141889
21900,7.88502228838667e-06,0.00040891729163517116
22200,7.593443785030246e-05,0.0013917301080239996
22500,8.076318461700672e-06,0.0004192940942282972
22800,6.671625811014846e-05,0.0012654864935450869
23100,4.105222957261923e-05,0.0009499072913512537
23400,6.196624986799978e-05,0.0013050707972353161
23700,5.753194918252657e-06,0.000353990274185108
24000,5.446225354048476e-06,0.00032361122333345537
24300,5.544358926636419e-05,0.001022057493229627
24600,0.0001561818041377037,0.0021479864785264517
24900,5.140499377461149e-05,0.001174480979771121
25200,1.528035130432066e-05,0.0006177812328336499
25500,3.6934937914824927e-06,0.0002689346780972108
25800,4.51326863366939e-05,0.0010091665221935537
26100,5.488081667385615e-06,0.00035860000915207796
26400,4.304931144580486e-05,0.0008789693335395246
26700,3.186251440126778e-06,0.00024560661603698037
27000,3.920030340737232e-05,0.0011177741965430758
27300,6.43119073742528e-05,0.0013156044583561039
27600,1.3679592749407474e-05,0.0005888409456292214
27900,2.7985415808624663e-06,0.0002299727949126358
28200,2.828944140638979e-06,0.00023849083988873492
28500,9.621331528968285e-06,0.0004886908370313919
28800,0.00010405497911383297,0.001471041980340208
29100,9.618826780683649e-05,0.0016330531933278652
29400,5.609145221650697e-06,0.000348701329031206
29700,0.00011280830487194317,0.0017596441230835049
30000,3.9546972397789385e-06,0.0002965562786840831
30300,2.6939189388556016e-06,0.0002392562216364211
30600,2.338937761907864e-06,0.0002109862711915356
30900,2.512556855137891e-06,0.00021496514665175054
31200,2.108016407796181e-06,0.00019471329168666888
31500,5.9041143329495255e-06,0.000396279164938683
31800,9.636436071022494e-06,0.0004859755627808034
32100,2.1268976939561138e-06,0.00020324496844092386
32400,2.5351983659396672e-06,0.00022754585302679227
32700,4.254398238156304e-06,0.00030852073192614665
33000,1.8095436146444778e-05,0.0006817692799864915
33300,2.0400485615755485e-06,0.00020027288967720242
33600,3.5475448009609256e-06,0.0002892053111500974
33900,1.984732191505938e-05,0.0007950337241510857
34200,1.7675354899558486e-06,0.0001816810988539223
34500,3.613804751347531e-06,0.0002933791682673772
34800,5.938964743855395e-06,0.00036699139779633444
35100,1.6644359862790495e-06,0.0001749932121703025
35400,2.0371215575191335e-06,0.00019848501531718953
35700,2.213207217550546e-06,0.00021742753477949528
36000,1.785349254442222e-06,0.0001827956944617476
36300,1.574075712237494e-05,0.0005301263441041659
36600,1.5885248308025116e-06,0.00017172463347428683
36900,4.900310560126601e-05,0.0010520220977097998
37200,1.5095471149577818e-06,0.0001655007087389967
37500,1.5243198380197049e-06,0.0001669109854878393
37800,1.480480040612697e-05,0.0006468417728973113
38100,2.3951190381600877e-05,0.0007809090473485299
38400,3.706604465560806e-06,0.0003002388247071267
38700,7.038865075080243e-06,0.00040670809353767233
39000,3.0630454062984905e-06,0.00027535079468139805
39300,2.0759313474302176e-06,0.0002027302255003002
39600,1.35495834479267e-06,0.00015724773146287308
39900,3.7973083976133017e-06,0.0003040192794728258
40200,1.909261289682411e-05,0.0007099587032546757
40500,4.166283891322112e-06,0.00030075906584331924
40800,1.2084711899937874e-05,0.0005913403631670343
41100,5.864391210790793e-06,0.00039123760955253763
41400,1.3961068647889066e-06,0.0001622230982357381
41700,1.2897557385543963e-06,0.00015328684292163262
42000,1.2459824935843034e-06,0.0001525237199522498
42300,2.349975803355272e-06,0.00024036230963921812
42600,1.2256936372686046e-06,0.00014970234837457353
42900,1.3065382800089234e-05,0.0005044615482117363
43200,1.1808460810430515e-06,0.00014682639585581728
43500,1.1705968724818086e-06,0.0001474195569388687
43800,1.4869124878071466e-06,0.00017912211423144522
44100,1.1725093257842945e-06,0.0001498148926183044
44400,1.1813762649756622e-06,0.0001462059509948723
