iter,cost,mean_rel_alphaD
0,26487.00390625,0.9220849497454375
1000,38.53388977050781,0.017553856026264893
2000,7.505252361297607,0.010181212676271948
3000,3.3922362327575684,0.007929006001444992
4000,1.3863601684570312,0.004882974643579017
5000,0.933379054069519,0.003574483132499725
6000,0.31550535559654236,0.002248705188646446
7000,0.20493757724761963,0.00196390176049401
8000,0.10466348379850388,0.0013359789202338137
9000,0.050047244876623154,0.0009912491677156055
10000,0.03650188073515892,0.000858659858786974
11000,0.025739576667547226,0.0007381961128349859
12000,0.019663292914628983,0.0006488353969148321
13000,0.04030721262097359,0.000927069235886575
14000,0.011650887317955494,0.00048236953783833953
15000,0.00951029546558857,0.0004340265553803814
16000,0.02970130369067192,0.0007559357251197458
17000,0.005477511323988438,0.00034169814554310294
18000,0.01822890341281891,0.0005824653762259188
19000,0.005623514298349619,0.0003330615309939342
20000,0.0028772419318556786,0.00024798955624533164
21000,0.0026418031193315983,0.00023489418236724962
22000,0.0048173218965530396,0.00029775132533716125
23000,0.0030916626565158367,0.0002457169766893991
24000,0.003001092467457056,0.00023969003405390374
25000,0.0023546679876744747,0.00021879449525512575
26000,0.002008659765124321,0.00020135052903508957
27000,0.0019392297836020589,0.00019730953765675202
28000,0.0019315681420266628,0.00019619115863320753
29000,0.0018092250684276223,0.00018969539788877822
30000,0.028708133846521378,0.0007352915166202028
31000,0.0016897327732294798,0.00018372685334003478
32000,0.0016226524021476507,0.00017946833323136135
33000,0.07569565623998642,0.0011962102419564872
34000,0.002001581247895956,0.00020086670647335297
35000,0.0017252946272492409,0.00018839453064176156
36000,0.0024592424742877483,0.0002166214806832251
37000,0.0020430483855307102,0.0002038305339113013
38000,0.0013574291951954365,0.00016474948725061532
39000,0.0023886437993496656,0.00022009887182681867
40000,0.001307434169575572,0.00016121535532848499
41000,0.002436550334095955,0.0002194729871570027
42000,0.0012326777214184403,0.0001553407451334736
43000,0.0017502685077488422,0.00018483573737210896
44000,0.002193882828578353,0.000203051218382871
45000,0.0011697830632328987,0.00015272819893428783
46000,0.0017981287091970444,0.00018777122267266805
47000,0.001298496499657631,0.00015839276337780857
48000,0.0011227874783799052,0.0001502096565676474
49000,0.0011331340065225959,0.00014727956905574604
50000,0.003010784275829792,0.00024758935022760944
51000,0.0010639212559908628,0.00014535425949142007
52000,0.0010028237011283636,0.00014046270566611183
53000,0.0017096172086894512,0.00018627328650038481
54000,0.001025073230266571,0.00013855874408177183
55000,0.0010161794489249587,0.00014303424135446655
