iter,cost,mean_rel_alphaD
0,22719.7421875,0.8454699646234035
1000,13.218390464782715,0.014443847595380399
2000,0.9486042857170105,0.004188928888516252
3000,0.3320116400718689,0.0026018843519692806
4000,0.14452025294303894,0.00174028459193195
5000,0.0627143457531929,0.0011509417899533475
6000,0.04510152339935303,0.0009728399834221349
7000,0.034523312002420425,0.0008529318907126318
8000,0.027180664241313934,0.0007590082488837656
9000,0.021798150613904,0.0006801344432343203
10000,0.08580620586872101,0.0012695008315989924
11000,0.01509278267621994,0.0005554155343079902
12000,0.012491002678871155,0.000501676653908711
13000,0.042614128440618515,0.000816487376762371
14000,0.009257476776838303,0.00042401044031183083
15000,0.008171526715159416,0.00039397799302803307
16000,0.008717038668692112,0.0004041721286300942
17000,0.006627798080444336,0.000356121529468794
18000,0.005541666876524687,0.0003401658819278633
19000,0.005655297078192234,0.00034829504589659543
20000,0.0045065428130328655,0.00031417161126238427
21000,0.0045697372406721115,0.00030731167141831943
22000,0.0035177599638700485,0.0002815368597571058
23000,0.003192983800545335,0.0002670300727470508
24000,0.002950364025309682,0.0002564936498083127
25000,0.0034525166265666485,0.0002728706015118857
26000,0.002597039332613349,0.00024071792449448264
27000,0.002657661447301507,0.00024140590298627428
28000,0.0033261668868362904,0.00025343990808233654
29000,0.0022496976889669895,0.00022359497619478855
30000,0.0021683229133486748,0.00021878608124606633
