iter,cost,mean_rel_alphaD
0,27225.640625,0.9295305271120171
1000,24.895729064941406,0.020274797482207
2000,8.422481536865234,0.012669476715999791
3000,6.021078586578369,0.01082736734943181
4000,4.772305965423584,0.009561973404956016
5000,3.986583948135376,0.008648648416779713
6000,2.519719362258911,0.006671744635478147
7000,1.1474472284317017,0.004340270775732657
8000,0.9740085005760193,0.0038696022367612774
9000,0.702601432800293,0.003420649081602586
10000,0.36681225895881653,0.002489887670502583
11000,0.24681778252124786,0.0020716443115591314
12000,0.1866433173418045,0.0018965887969649919
13000,0.14517664909362793,0.0017616359878264323
14000,0.12376121431589127,0.00164107453869198
15000,0.1123480498790741,0.001556222878902982
16000,0.10434605926275253,0.0014968867900563634
