iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,394.646728515625,0.1832398182648272,0.81676016240296,0.0,0.28014266943170935
1000,0.598585307598114,0.8227497972386619,0.17725020276133807,0.0,0.007829246585817917
2000,0.29728636145591736,0.8482540080348662,0.1517460170270995,0.0,0.005168257339295919
3000,0.18378260731697083,0.8918596284800302,0.10814038165501569,0.0,0.003434188033329806
4000,0.14959684014320374,0.9142641190986519,0.08573583109694984,0.0,0.002725400978658902
5000,0.12955495715141296,0.9285132212121846,0.0714868291082212,0.0,0.002323516388605037
6000,0.11257807165384293,0.9388424453174072,0.061157534000888025,0.0,0.002017369111913998
7000,0.10128594934940338,0.9435637694133674,0.056436235184124016,0.0,0.001834856397439773
8000,0.08737687021493912,0.9315164964474602,0.06848350888188258,0.0,0.0018702590701288888
9000,0.0764772817492485,0.9274679488459714,0.0725320937762157,0.0,0.0018025173504785162
10000,0.06807740777730942,0.9281498315402046,0.07185019582048977,0.0,0.0016942868947553275
11000,0.06219884008169174,0.9282387900510614,0.0717612174355941,0.0,0.001610454429788658
12000,0.05911257863044739,0.9301766987364185,0.06982328550851555,0.0,0.001530726970474333
13000,0.07296756654977798,0.7877248382377733,0.21227513623519828,0.0,0.0027489714165695673
14000,0.056090112775564194,0.9375117515105527,0.062488252640457743,0.0,0.0013849974759484822
15000,0.0551367811858654,0.9398461569333328,0.060153821952753886,0.0,0.0013433825439488093
16000,0.054905593395233154,0.9334848311319495,0.06651517734917707,0.0,0.0013428507819200626
17000,0.053903479129076004,0.9428181349801877,0.05718188661680813,0.0,0.001283082090123665
18000,0.053436387330293655,0.9435061687909019,0.05649385735203048,0.0,0.0012676770185911321
19000,0.053002774715423584,0.9441838049163386,0.05581622583326867,0.0,0.0012592044517430287
20000,0.05260060355067253,0.9448896367083345,0.05511036329166557,0.0,0.001238961348807669
21000,0.05224290490150452,0.9460678695319573,0.053932130468042724,0.0,0.0012205157532814632
22000,0.051901865750551224,0.9468660632583232,0.05313395917156829,0.0,0.0012002300560877656
23000,0.051931627094745636,0.945430618731748,0.054569412652104084,0.0,0.001263805559057042
24000,0.051201049238443375,0.9476811889136759,0.052318806538943725,0.0,0.0011778299063455097
25000,0.050939444452524185,0.9468509216025535,0.053149101251115896,0.0,0.0011751030432706777
26000,0.050663452595472336,0.9480194181310744,0.0519805680820261,0.0,0.0011706712409760582
27000,0.050461724400520325,0.9481259610049406,0.051874062065083895,0.0,0.0011728348841421423
28000,0.05080842971801758,0.9395987941446979,0.060401192107742155,0.0,0.0012639033360173702
29000,0.05048539116978645,0.9396906848688565,0.06030932896666922,0.0,0.0012196203721450663
