iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,20.09427833557129,0.3698820922908929,0.6301179314391038,0.0,0.08887341741165533
1000,0.12836654484272003,0.9716567340330579,0.028343211553081286,0.0,0.0016158628919437706
2000,0.09699226170778275,0.9907004726733533,0.009299512323475326,0.0,0.000691462628606931
3000,0.08179064095020294,0.991765619816221,0.008234365950448515,0.0,0.0006159810208891956
4000,0.07364539802074432,0.9934186978060033,0.006581297056543374,0.0,0.0005375245886873578
5000,0.0693780928850174,0.9948177414175823,0.005182236349131261,0.0,0.0004589230306642962
6000,0.0657598003745079,0.9940246751379511,0.005975367792099392,0.0,0.0004829731695443367
7000,0.06328243017196655,0.9951311713351098,0.0048688360233511635,0.0,0.00045653949855953225
8000,0.06050718203186989,0.9894875550977379,0.010512423738352384,0.0,0.0006344065596298909
9000,0.0564962662756443,0.9849796918697782,0.015020314311974843,0.0,0.0007241816974349697
10000,0.054358817636966705,0.994771322097003,0.005228677367594779,0.0,0.0004193863972596801
11000,0.05380939319729805,0.9956307480524045,0.004369224363278678,0.0,0.0003711517075162788
12000,0.05336733162403107,0.9956431399715364,0.004356847485432459,0.0,0.000377250683377971
13000,0.05292107164859772,0.9966439277449104,0.0033560956278739836,0.0,0.000328542365155134
14000,0.05255274847149849,0.9966958296865086,0.0033041736363049294,0.0,0.0003121287086614513
15000,0.057613931596279144,0.9427662204598043,0.05723375125164704,0.0,0.0013395188925314717
16000,0.05907042697072029,0.9073397022072265,0.09266032144223631,0.0,0.0017152241685910279
17000,0.051880817860364914,0.9974312560859032,0.002568737182399415,0.0,0.00028053594963287434
18000,0.05173087865114212,0.9972823773933666,0.002717624575736033,0.0,0.000292062885070047
19000,0.05183418467640877,0.9916039324907991,0.008396033820432794,0.0,0.0005036025423310413
