# Re(EQRPA)	Im(Strength)
0.000000e+00	9.945050e-02
1.500000e-01	1.158014e-01
3.000000e-01	1.365249e-01
4.500000e-01	1.633292e-01
6.000000e-01	1.988213e-01
7.500000e-01	2.471477e-01
9.000000e-01	3.152006e-01
1.050000e+00	4.150722e-01
1.200000e+00	5.693255e-01
1.350000e+00	8.232485e-01
1.500000e+00	1.275257e+00
1.650000e+00	2.149894e+00
1.800000e+00	3.877873e+00
1.950000e+00	6.154004e+00
2.100000e+00	5.583795e+00
2.250000e+00	3.250644e+00
2.400000e+00	1.824877e+00
2.550000e+00	1.111286e+00
2.700000e+00	7.337767e-01
2.850000e+00	5.164741e-01
3.000000e+00	3.817756e-01
3.150000e+00	2.931969e-01
3.300000e+00	2.320830e-01
3.450000e+00	1.882569e-01
3.600000e+00	1.558153e-01
3.750000e+00	1.311692e-01
3.900000e+00	1.120305e-01
4.050000e+00	9.689330e-02
4.200000e+00	8.472655e-02
4.350000e+00	7.481408e-02
4.500000e+00	6.664271e-02
4.650000e+00	5.983940e-02
4.800000e+00	5.412575e-02
4.950000e+00	4.929099e-02
5.100000e+00	4.517529e-02
5.250000e+00	4.165600e-02
5.400000e+00	3.863699e-02
5.550000e+00	3.603940e-02
5.700000e+00	3.380626e-02
5.850000e+00	3.188742e-02
6.000000e+00	3.024719e-02
6.150000e+00	2.885774e-02
6.300000e+00	2.770323e-02
6.450000e+00	2.676826e-02
6.600000e+00	2.605604e-02
6.750000e+00	2.558241e-02
6.900000e+00	2.539052e-02
7.050000e+00	2.557734e-02
7.200000e+00	2.635825e-02
7.350000e+00	2.822902e-02
7.500000e+00	3.225202e-02
7.650000e+00	3.879921e-02
7.800000e+00	4.023866e-02
7.950000e+00	3.454843e-02
8.100000e+00	3.078045e-02
8.250000e+00	2.952086e-02
8.400000e+00	2.966756e-02
8.550000e+00	3.070001e-02
8.700000e+00	3.245010e-02
8.850000e+00	3.492353e-02
9.000000e+00	3.823623e-02
9.150000e+00	4.262332e-02
9.300000e+00	4.846325e-02
9.450000e+00	5.638677e-02
9.600000e+00	6.749566e-02
9.750000e+00	8.375237e-02
9.900000e+00	1.081271e-01
1.005000e+01	1.409654e-01
1.020000e+01	1.867893e-01
1.035000e+01	2.704149e-01
1.050000e+01	4.349993e-01
1.065000e+01	7.630736e-01
1.080000e+01	1.229916e+00
1.095000e+01	1.188894e+00
1.110000e+01	7.347461e-01
1.125000e+01	4.572738e-01
1.140000e+01	3.456934e-01
1.155000e+01	2.987853e-01
1.170000e+01	2.418067e-01
1.185000e+01	2.100088e-01
1.200000e+01	2.192575e-01
1.215000e+01	2.523913e-01
1.230000e+01	2.690508e-01
1.245000e+01	3.123458e-01
1.260000e+01	4.419138e-01
1.275000e+01	7.321473e-01
1.290000e+01	1.215802e+00
1.305000e+01	1.318734e+00
1.320000e+01	8.356100e-01
1.335000e+01	4.760135e-01
1.350000e+01	2.945646e-01
1.365000e+01	1.960176e-01
1.380000e+01	1.381462e-01
1.395000e+01	1.027858e-01
1.410000e+01	7.988034e-02
1.425000e+01	6.419360e-02
1.440000e+01	5.296089e-02
1.455000e+01	4.462937e-02
1.470000e+01	3.826590e-02
1.485000e+01	3.329127e-02
1.500000e+01	2.932734e-02
1.515000e+01	2.612417e-02
1.530000e+01	2.351258e-02
1.545000e+01	2.139032e-02
1.560000e+01	1.971918e-02
1.575000e+01	1.848516e-02
1.590000e+01	1.728290e-02
1.605000e+01	1.574084e-02
1.620000e+01	1.439348e-02
1.635000e+01	1.332232e-02
1.650000e+01	1.243764e-02
1.665000e+01	1.167958e-02
1.680000e+01	1.102335e-02
1.695000e+01	1.044356e-02
1.710000e+01	9.931178e-03
1.725000e+01	9.475774e-03
1.740000e+01	9.069460e-03
1.755000e+01	8.708298e-03
1.770000e+01	8.386981e-03
1.785000e+01	8.100752e-03
1.800000e+01	7.847287e-03
1.815000e+01	7.627855e-03
1.830000e+01	7.435157e-03
1.845000e+01	7.274547e-03
1.860000e+01	7.143205e-03
1.875000e+01	7.038603e-03
1.890000e+01	6.949556e-03
1.905000e+01	6.879954e-03
1.920000e+01	6.840944e-03
1.935000e+01	6.833165e-03
1.950000e+01	6.857824e-03
1.965000e+01	6.915002e-03
1.980000e+01	7.009037e-03
1.995000e+01	7.144319e-03
2.010000e+01	7.327715e-03
2.025000e+01	7.564245e-03
2.040000e+01	7.867155e-03
2.055000e+01	8.249385e-03
2.070000e+01	8.728000e-03
2.085000e+01	9.328062e-03
2.100000e+01	1.009040e-02
2.115000e+01	1.106280e-02
2.130000e+01	1.233595e-02
2.145000e+01	1.404220e-02
2.160000e+01	1.631678e-02
2.175000e+01	1.944140e-02
2.190000e+01	2.407709e-02
2.205000e+01	2.989755e-02
2.220000e+01	3.638512e-02
2.235000e+01	4.720810e-02
2.250000e+01	6.457432e-02
2.265000e+01	8.858261e-02
2.280000e+01	1.333399e-01
2.295000e+01	2.269765e-01
2.310000e+01	3.876982e-01
2.325000e+01	4.493095e-01
2.340000e+01	3.091444e-01
2.355000e+01	1.994627e-01
2.370000e+01	1.383012e-01
2.385000e+01	1.112248e-01
2.400000e+01	1.090900e-01
2.415000e+01	9.407256e-02
2.430000e+01	6.406009e-02
2.445000e+01	4.271159e-02
2.460000e+01	3.073404e-02
2.475000e+01	2.380741e-02
2.490000e+01	1.956879e-02
2.505000e+01	1.695684e-02
2.520000e+01	1.539844e-02
2.535000e+01	1.444536e-02
2.550000e+01	1.427789e-02
2.565000e+01	1.426499e-02
2.580000e+01	1.435478e-02
2.595000e+01	1.610479e-02
2.610000e+01	2.094336e-02
2.625000e+01	3.051734e-02
2.640000e+01	3.905665e-02
2.655000e+01	3.840408e-02
2.670000e+01	3.355463e-02
2.685000e+01	2.427620e-02
2.700000e+01	1.845152e-02
2.715000e+01	1.439248e-02
2.730000e+01	1.150763e-02
2.745000e+01	1.044462e-02
2.760000e+01	1.103598e-02
2.775000e+01	1.228877e-02
2.790000e+01	1.145230e-02
2.805000e+01	1.056876e-02
2.820000e+01	1.175514e-02
2.835000e+01	1.552380e-02
2.850000e+01	1.853863e-02
2.865000e+01	1.568687e-02
2.880000e+01	1.318457e-02
2.895000e+01	1.371779e-02
2.910000e+01	1.512967e-02
2.925000e+01	1.264130e-02
2.940000e+01	9.815995e-03
2.955000e+01	8.528263e-03
2.970000e+01	8.394165e-03
2.985000e+01	9.423971e-03
3.000000e+01	1.201203e-02
