iter,cost,mean_rel_alphaD
0,28569.94921875,0.9534797099183981
1000,34.357704162597656,0.009940233738419433
2000,4.421834468841553,0.004437132975867272
3000,0.5021666884422302,0.0022814411638362323
4000,0.145817831158638,0.0015150029746729822
5000,0.1069314107298851,0.0013035865870041942
6000,0.08080599457025528,0.0011359423515829748
7000,0.059597183018922806,0.000943023001206247
8000,0.048107217997312546,0.0008753179975798599
9000,0.033136967569589615,0.0007316214915022299
10000,0.025826461613178253,0.0006616042836790168
11000,0.02046065777540207,0.0005906490051104156
12000,0.01612360030412674,0.0005173097814462141
13000,0.014409247785806656,0.0004741829432217702
14000,0.010509530082345009,0.00040853948498141573
15000,0.008768809959292412,0.0003744610993223934
16000,0.007484983652830124,0.0003440999626044841
17000,0.007510990835726261,0.0003528176786272489
18000,0.005820408929139376,0.0003022944331956148
19000,0.005291633307933807,0.00029622421040516366
20000,0.006027378607541323,0.0003352722217591133
21000,0.00375526980496943,0.0002632426080938214
22000,0.0032711862586438656,0.00024356547146060512
23000,0.005575841758400202,0.0003388316320337683
24000,0.007112572435289621,0.0003748904766120273
25000,0.0026333581190556288,0.00021708840950655607
26000,0.0024815199431031942,0.00020345803963933194
27000,0.0016189542366191745,0.0001639145412812137
28000,0.0020348201505839825,0.00020448103487022605
29000,0.001717655686661601,0.00018494917329777842
