iter,cost,mean_rel_T12
0,9488557.695424695,12106.671591410997
300,186945.815228221,1.647120390304592
600,72319.68993153679,0.34774852628569336
900,48381.85523971884,0.1350796127845041
1200,41758.37668255502,0.09901881618976595
1500,38016.5378945884,0.08673403968595084
1800,35297.75307508733,0.08519257426482142
2100,33026.89443849754,0.07961223360531763
2400,30427.694404280202,0.07628261480210505
2700,26457.016509389512,0.06944740214147604
3000,23888.789962821516,0.07508716449741654
3300,17871.030512914156,0.05685936314130992
3600,12350.904740968905,0.04635114615337471
3900,10269.240308392806,0.11011102689084412
4200,5633.360128552635,0.03602345189706807
4500,4604.004554394793,0.033962913397585406
4800,3930.2800372050465,0.03207871358218705
5100,3459.5506639397095,0.03025208092754433
5400,3113.397425752345,0.028182337335983625
5700,2801.924639665796,0.02624629888323341
6000,2572.8901421122137,0.024594936021008144
6300,2382.52628022061,0.023286758636974415
6600,2204.821074041725,0.022183335741270162
6900,2063.794552815426,0.021026440626581763
7200,1930.4055537124857,0.019399416033164127
7500,1812.1856827648824,0.01850660200418843
7800,1703.5712915309448,0.01796779904450064
8100,1597.0003662403356,0.017336788287254132
8400,1485.6554303016003,0.016558060049415464
8700,1368.3106495971415,0.015729388311642382
9000,1245.086377077092,0.014750538242201613
9300,1093.4542509133578,0.014106671537254055
9600,951.9263982030945,0.013049510370463244
9900,873.6755252800338,0.012246802902383563
10200,810.7849030299423,0.012959884125279972
10500,725.7021738037919,0.011478233504740237
10800,640.9987202917835,0.011221562028293375
11100,582.8293181322877,0.011317554785739772
11400,528.699214377907,0.01080280225783771
11700,485.1305824991172,0.010748035494668504
12000,447.4681731714005,0.010535739842709354
12300,418.7879903628343,0.009961899476530115
12600,394.7150554252211,0.010123685881906978
12900,374.5858385314341,0.01050572694592101
13200,356.34898567544485,0.010369315963706622
13500,339.10477169355664,0.010000675219732464
13800,329.2737640474845,0.009757518885023575
14100,308.8593939010737,0.009012705321673921
14400,268.1255019579953,0.008436359615934176
14700,246.4830656306535,0.008277177160173965
15000,227.59342480132722,0.008313536614487953
15300,208.8584060576155,0.007960309370446129
15600,195.90757680513772,0.008175456959024791
15900,184.34974497872452,0.006984445319851022
16200,179.1269454128874,0.007513736499612763
16500,169.67156524489639,0.006876399169394546
16800,172.83318232996268,0.010105620986172412
17100,154.96177873028714,0.006666607306175012
17400,148.56446227935618,0.007074955867745462
17700,142.25305127622127,0.006821213488593907
18000,125.25089139826022,0.005978758893100565
18300,119.3420476035136,0.006152331890723525
18600,131.2482331031191,0.009250641448724303
18900,109.04360239091251,0.005512037295894343
19200,103.26454119694652,0.005117616557811887
19500,102.60626126896878,0.006055245382660508
19800,96.3375064986536,0.00539398175919173
20100,93.13751947578488,0.005093462615048009
20400,97.25566493305405,0.007189204624555104
20700,103.20074165287052,0.009046357992362492
21000,88.21336484975716,0.005529324797943576
21300,85.69733867112105,0.005429494026793269
21600,82.68912363501236,0.005099310534916581
21900,84.18592757517507,0.006089778364212058
22200,80.68014268266764,0.005637158271036319
22500,76.14912605220728,0.004989263140610762
22800,79.98036985025277,0.00662325822074524
23100,71.71518651535226,0.004536100536800719
23400,71.87122501471303,0.004956768353820559
23700,72.92767742278235,0.005390028039492181
24000,71.26844901371041,0.005469908661401759
24300,70.10537875344737,0.004702049177937347
24600,69.22685385905727,0.0051277254382072895
24900,70.68087817105557,0.005596319162498773
25200,67.95162413416395,0.004998939824707903
25500,66.53745062498831,0.004697617755024095
25800,65.6107376522342,0.004651635784286937
26100,64.2210209533775,0.004414788512860501
26400,65.31678868562493,0.004977623590103107
26700,63.055836411486986,0.0043442209322310495
27000,66.09596681581576,0.005715217594770002
27300,61.77834943926475,0.0042503936579403045
27600,61.70192279200986,0.00438776815519204
27900,61.879506382480116,0.0044463059252269135
28200,61.586548621867045,0.0046690558718920265
28500,60.55346783571308,0.004320590324953473
28800,59.39419898973609,0.004121310438495859
29100,60.58032587022864,0.004735431496220636
29400,58.84308644033949,0.004056026118620666
29700,58.87284976487712,0.004194818796252609
30000,58.075447560606996,0.004285213386095819
30300,57.08170233343036,0.004047256564653451
30600,56.493840003040276,0.003946258452143505
30900,56.120802974838995,0.0040066658702700335
31200,57.65194737358188,0.004800702989465972
31500,55.08555262012219,0.003979737834506744
31800,54.6695338932721,0.00393635910823948
32100,55.035946380598986,0.004359899452315785
32400,57.34776770400271,0.005220171438649539
32700,55.383443208556656,0.004982598244262634
33000,53.83119854732087,0.004238761104730779
33300,48.582182051994145,0.003915608852883139
33600,46.768640181771644,0.003788736134632021
33900,45.83845837378342,0.0038012758971379427
34200,44.97238067485276,0.0037019514062133067
34500,44.70815073488699,0.0038355018955234643
34800,44.36773518228668,0.003953330747056587
35100,43.51345798558131,0.003652697920054925
35400,43.237720540011786,0.0037172269544420915
35700,42.65278760041416,0.003638482608898673
36000,42.28236320309086,0.0035178432035477504
36300,42.3663167544085,0.0037090750197922855
36600,41.664771922489074,0.0035333941940467366
36900,41.238478672693915,0.003501459051493451
37200,41.538855534663654,0.003858167804680129
37500,40.85330130465649,0.0036093184499619356
37800,40.90332779393037,0.0038515303767525976
38100,40.071082306669894,0.003467747054441618
38400,40.111135833770525,0.0038061708116152444
38700,39.791297512343455,0.003663200067952363
39000,38.798061394915045,0.0034279733666670495
39300,38.61678515748822,0.0034524335195001295
39600,38.29061910214888,0.0035581092173995097
39900,38.222229064969305,0.0036058560632295997
40200,37.55879803753849,0.0035740285093590935
40500,39.63923329101495,0.00496293833813096
