grid_index,q_bohr_inv,theta_deg,theta_rad,qx_bohr_inv,qy_bohr_inv,qz_bohr_inv,state,excitation_energy_eV,amp_cos,amp_sin,strength
0,0.05,0.0,0.0,0.0,0.0,0.05,53,31.79394974414423,8.706996489242497e-14,0.007337782982715822,5.3843059101433904e-05
0,0.05,0.0,0.0,0.0,0.0,0.05,54,32.54435131783464,7.254295989292777e-10,-4.812966397544211e-15,5.262481030258573e-19
0,0.05,0.0,0.0,0.0,0.0,0.05,55,33.239787173533706,-1.695795248970913e-05,-2.260943972787179e-12,2.875721526432371e-10
0,0.05,0.0,0.0,0.0,0.0,0.05,56,33.84801129744537,-1.7444533499604861e-09,2.3655206521040488e-12,3.0431230858763175e-18
0,0.05,0.0,0.0,0.0,0.0,0.05,57,33.87453766276373,-2.5237333743909678e-12,-5.3746756724148744e-15,6.369259032153404e-24
0,0.05,0.0,0.0,0.0,0.0,0.05,58,33.87453766290842,1.8610768578024092e-10,4.076297784042377e-13,3.463623686851313e-20
0,0.05,0.0,0.0,0.0,0.0,0.05,59,34.047525019046134,-0.00022480523633313274,-1.0050381263536898e-12,5.0537394282795665e-08
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,1,10.601089661427809,-1.0931936521731448e-13,-1.1338201810895415e-10,1.2855493981182818e-20
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,2,12.52937925367041,3.1539174905478036e-12,-3.0012549105648846e-13,1.0037270847565253e-23
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,3,12.742641025626208,-4.34032172976974e-13,0.04511731569346723,0.0020355721753839845
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,4,13.130725291782012,-5.411270348390455e-13,-1.5722848007337489e-10,2.4721087764651476e-20
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,5,13.130725291783854,-4.763652441827332e-12,2.208534484227753e-10,4.8798938064818e-20
