iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,156.3856201171875,0.26564474604464405,0.7343552783482462,0.0,0.2972317493416999
1000,0.17285694181919098,0.9705452468066805,0.029454782826344953,0.0,0.0018144529477849174
2000,0.1261654496192932,0.989102874514871,0.010897180848299598,0.0,0.0009822990644316532
3000,0.10360205173492432,0.9909334126895546,0.009066589557800977,0.0,0.0007597638514592676
4000,0.08434652537107468,0.9925502608075631,0.007449712968581105,0.0,0.0006188987893479562
5000,0.07527558505535126,0.9948755448457626,0.0051244338895647945,0.0,0.0004980184183479099
6000,0.06878894567489624,0.99661983888563,0.0033801953845604793,0.0,0.00038578268432842486
7000,0.06306362897157669,0.9960010666027744,0.003998887247279944,0.0,0.00040504378700460927
8000,0.05825500562787056,0.995094741819278,0.0049052391961635815,0.0,0.0004531431176935937
9000,0.05430705100297928,0.9916923778932247,0.008307592631584796,0.0,0.0005439782750052665
10000,0.05103815346956253,0.9967295964731085,0.003270432323847027,0.0,0.0003410406831948443
11000,0.04893685132265091,0.9956922703093529,0.004307729393285946,0.0,0.00037549765150751913
12000,0.04831654205918312,0.9833636767299109,0.01663634134081344,0.0,0.0006736673242334145
13000,0.04488334804773331,0.9915904192813548,0.008409578773347104,0.0,0.0004801616429108967
14000,0.044020362198352814,0.997393841524645,0.00260615087219059,0.0,0.00027921835754939246
15000,0.04334276169538498,0.9976106888219362,0.002389287004756619,0.0,0.00025884404831988395
16000,0.0433114655315876,0.9866100515097924,0.013389925643364936,0.0,0.000598606032056298
17000,0.0422712117433548,0.9974143154915814,0.002585666435230718,0.0,0.00026202071061558554
18000,0.042269542813301086,0.9814644753109377,0.0185355260661214,0.0,0.0006728931193849113
19000,0.04134589433670044,0.9914575611711061,0.008542428974139683,0.0,0.00046722822151217696
20000,0.040692828595638275,0.9970128342847162,0.0029871782314212117,0.0,0.0002828531897486793
21000,0.040161143988370895,0.9962775985733732,0.003722408311051952,0.0,0.0003179141720737156
22000,0.04069872573018074,0.9723824691319829,0.02761752514718332,0.0,0.0007976553937751045
23000,0.038883551955223083,0.9962859719226146,0.0037139846651434738,0.0,0.000316505904218915
24000,0.038505151867866516,0.9980216034058336,0.0019784151123077957,0.0,0.00022911489389397527
25000,0.03845328092575073,0.9849014127188095,0.01509857819884552,0.0,0.0005852812095106819
26000,0.03777281567454338,0.9960913502879759,0.0039086300643578036,0.0,0.0003065774601498684
27000,0.0374169684946537,0.9968327488906109,0.003167297778852157,0.0,0.0002765641484605087
28000,0.037487056106328964,0.9889733082708635,0.011026673096253499,0.0,0.0005159550674544256
29000,0.040096573531627655,0.9482667186455657,0.05173329296792762,0.0,0.0010812204687792246
