iter,cost,mean_rel_T12
0,127.3740703256144,12.782681310294869
300,0.14465618314688322,0.056147018055827655
600,0.04585011643309733,0.034378850038227306
900,0.023982315649446303,0.025536060645914554
1200,0.01683893570767226,0.021526614136108155
1500,0.013583748264055407,0.019342101441312945
1800,0.011587227458093846,0.017818292426842464
2100,0.010165841377102218,0.016701082321310446
2400,0.009014771138376378,0.01581747556901975
2700,0.007991680951832798,0.014995048404182362
3000,0.007036818911820263,0.014131724434161391
3300,0.006138783258509865,0.013236101662802263
3600,0.0053124433723466405,0.0123457728373619
3900,0.004574093303746105,0.011442570731025574
4200,0.003936439216068373,0.010583762039336087
4500,0.003405937255457331,0.009863870345451772
4800,0.0029682470908572356,0.009178260162272947
5100,0.002577571748531557,0.008546606471474497
5400,0.0021691826396444134,0.007857187005985693
5700,0.0017695137935507866,0.00711099863859472
6000,0.0014270030491759878,0.006410246322526378
6300,0.0011413867562551285,0.005741228817599474
6600,0.0009074389772487525,0.005078021842697732
6900,0.0007166351709379113,0.0044663810643408575
7200,0.000570431615368814,0.003967234243881145
7500,0.00046725266549754057,0.003582507650796757
7800,0.00039020212764097144,0.003259588596627178
8100,0.00033413914364129147,0.0029932055434561205
8400,0.00029129519685634867,0.0027750697037015764
8700,0.0002619605195542259,0.0026303365455120934
9000,0.0002292695847152161,0.0024354143949238747
9300,0.00020730967831056457,0.0022864122644757714
9600,0.00018494536566700104,0.002166965318255862
9900,0.00016666104017866305,0.002051872191138032
10200,0.00015021554521349543,0.0019436830658562144
10500,0.00013643072923921382,0.0018282352998811612
10800,0.00012265800348650475,0.0017369920108815712
11100,0.0001115382012985454,0.0016442512361234314
11400,0.00010191227927687221,0.0015737958578452092
11700,9.351870794068945e-05,0.0015010358955351054
12000,8.648528443265683e-05,0.0014419996659720208
12300,8.052973288273757e-05,0.0013911500113024653
12600,7.573999943739843e-05,0.0013566945954925872
12900,0.00015943870128333398,0.0021261800899063845
13200,7.366326255320647e-05,0.0013622432353276551
13500,7.327181349182319e-05,0.001360694867218809
13800,9.855247115792066e-05,0.001628622480631671
14100,5.751817239441427e-05,0.0011884808981279874
14400,5.5915391599545464e-05,0.0011906707577226383
14700,5.273477880367084e-05,0.001144590758374374
15000,5.0596295473950166e-05,0.0011196813214435618
15300,4.708951414088046e-05,0.0010627256841477335
15600,5.957739292002485e-05,0.001223588620816443
15900,5.2477069202031284e-05,0.0011508364117196633
16200,4.139475620417661e-05,0.0010019668404007795
16500,4.051597340349271e-05,0.0009739353001673776
16800,4.2545599599950345e-05,0.0010286629848515628
17100,3.7710828978188994e-05,0.0009617636707507444
17400,3.563077292854658e-05,0.0009102345357253176
17700,3.444898726421928e-05,0.0008974839781864851
18000,3.8242656089300026e-05,0.0009661163730615546
18300,3.438394257617753e-05,0.0009247554948774748
18600,3.152893414348243e-05,0.0008479400672884555
18900,3.146198949140479e-05,0.0008489438525678029
19200,2.974626273385878e-05,0.000823038729751364
19500,2.8993135712328194e-05,0.000809779579541225
19800,2.8236977003172014e-05,0.0008040463729509487
