iter,cost,mean_rel_T12
0,8346299.588274795,23061.58754336076
300,137073.6759805873,0.8243616504395587
600,83182.2694198688,0.311319383330219
900,62279.83800455132,0.13000240760204687
1200,51804.54220731498,0.08997102454094985
1500,46109.14804667904,0.09005270288146963
1800,43857.608251164,0.08431973918134292
2100,42818.63340906101,0.08280513106591081
2400,42180.522450454875,0.08410429712483904
2700,41518.41498247123,0.08846194607410708
3000,40218.1842881059,0.10012322662729342
3300,37450.10792237396,0.10883428630221693
3600,32579.707720181443,0.09140365145082516
3900,27617.478422669054,0.051933767796883544
4200,22152.45884544592,0.04582211413356397
4500,16409.928661659007,0.038395872167706124
4800,13821.88375827615,0.036946815187194955
5100,12351.685175976638,0.035073651554823296
5400,11008.78356952216,0.030793204088574253
5700,10384.668725135763,0.028080976080801897
6000,9915.581999852957,0.028624532458616153
6300,9445.244195808247,0.031463569902727764
6600,8934.199950272112,0.03451369492637997
6900,8420.105432192866,0.03710559896839413
7200,7687.4985057703825,0.03788442667187408
7500,6726.810751365161,0.037760925675580606
7800,5797.453158510644,0.03597573931548195
8100,5342.743821773971,0.0344288455896355
8400,5141.950123789123,0.033186863479098244
8700,5007.325752125715,0.031921360102150007
9000,4855.192735614281,0.03065703261704774
9300,4719.804784196678,0.02958342827971829
9600,4580.526108728652,0.02882847391471625
9900,4429.273195580189,0.028353828073452995
10200,4196.518275995616,0.027869981909154174
10500,3854.6574605445776,0.02521186076541721
10800,3603.6316157657484,0.022132010242883787
11100,3374.8887107516935,0.020464308059891606
11400,3049.4564004979634,0.019080766699896407
11700,2735.973852196786,0.018003377409018462
12000,2453.804508759584,0.016853612473538147
12300,2113.015636033546,0.015012569907539063
12600,1912.357290941092,0.01286339044438075
12900,1855.0701929756758,0.01152881668987946
13200,1825.4836378648167,0.010951432463435601
13500,1805.5326048353177,0.010480452924505126
13800,1789.73729757447,0.010057640066346568
14100,1775.6875714137932,0.00970050356637078
14400,1760.9941685356819,0.009435027061336244
14700,1737.7753341484613,0.009355701366339819
15000,1693.4440703423245,0.00939298337160729
15300,1673.385608322505,0.009173057072459273
15600,1664.1508897257006,0.008767262006989504
