iter,cost,strength_frac,alphaD_frac,m1_frac,mean_rel_alphaD
0,29.027135848999023,0.29995448326680174,0.7000455167331983,0.0,0.09871192994064779
1000,0.5485462546348572,0.9930819891907915,0.006918029909473775,0.0,0.0014326166267217815
2000,0.5403575897216797,0.9934551081351062,0.006544838435460444,0.0,0.0013062727207980192
3000,0.538098156452179,0.9937433185467671,0.0062567087128144,0.0,0.0013085682899188458
4000,0.5341352820396423,0.9925017600677044,0.007498213778174893,0.0,0.001487897313241236
5000,0.5299559831619263,0.9936271718981022,0.00637282370850188,0.0,0.0013988278497132837
6000,0.5286545157432556,0.9927989094128759,0.007201054913008855,0.0,0.0014362647025443866
7000,0.5292569398880005,0.9927123930311963,0.0072876074087235955,0.0,0.0015096202987930063
8000,0.5275475978851318,0.993647113587729,0.006352937166978503,0.0,0.0013771320048940416
9000,0.5270583629608154,0.9935146697137439,0.006485318358872283,0.0,0.0013927414200150061
10000,0.526719331741333,0.9941728328673319,0.0058271711110217134,0.0,0.0013446173790853603
11000,0.52665114402771,0.9927992448849785,0.007200804629832929,0.0,0.0014183689484799215
12000,0.5264372825622559,0.993794717301061,0.0062052964094990665,0.0,0.0013580187934605513
13000,0.5263587236404419,0.9941562710837957,0.0058437240504407625,0.0,0.0013380046906294458
14000,0.5262912511825562,0.9942150935558187,0.005784921043343252,0.0,0.0013260172068173962
15000,0.5262771844863892,0.9938961201051116,0.006103888743101791,0.0,0.0013698835275643662
16000,0.5262232422828674,0.9946323075753795,0.005367689769884356,0.0,0.0012875046554799204
17000,0.5261756181716919,0.9942769186572995,0.005723073377771172,0.0,0.0013167016213112915
18000,0.5261452198028564,0.9942585756020107,0.005741381915912223,0.0,0.0013222515674530162
19000,0.5261210203170776,0.9942406381622609,0.0057593290896317895,0.0,0.0013247386518837284
