# Re(EQRPA)	Im(Strength)
0.000000e+00	1.024279e-02
1.500000e-01	1.069099e-02
3.000000e-01	1.117013e-02
4.500000e-01	1.168323e-02
6.000000e-01	1.223368e-02
7.500000e-01	1.282532e-02
9.000000e-01	1.346251e-02
1.050000e+00	1.415023e-02
1.200000e+00	1.489416e-02
1.350000e+00	1.570079e-02
1.500000e+00	1.658151e-02
1.650000e+00	1.753815e-02
1.800000e+00	1.858397e-02
1.950000e+00	1.973069e-02
2.100000e+00	2.099199e-02
2.250000e+00	2.238407e-02
2.400000e+00	2.392621e-02
2.550000e+00	2.566313e-02
2.700000e+00	2.758115e-02
2.850000e+00	2.973619e-02
3.000000e+00	3.218824e-02
3.150000e+00	3.495174e-02
3.300000e+00	3.811362e-02
3.450000e+00	4.173858e-02
3.600000e+00	4.593921e-02
3.750000e+00	5.083997e-02
3.900000e+00	5.661682e-02
4.050000e+00	6.348894e-02
4.200000e+00	7.176026e-02
4.350000e+00	8.184276e-02
4.500000e+00	9.431809e-02
4.650000e+00	1.100188e-01
4.800000e+00	1.301725e-01
4.950000e+00	1.566487e-01
5.100000e+00	1.924011e-01
5.250000e+00	2.423150e-01
5.400000e+00	3.148823e-01
5.550000e+00	4.258227e-01
5.700000e+00	6.064789e-01
5.850000e+00	9.241624e-01
6.000000e+00	1.532244e+00
6.150000e+00	2.737462e+00
6.300000e+00	4.458388e+00
6.450000e+00	4.333294e+00
6.600000e+00	2.703463e+00
6.750000e+00	1.704645e+00
6.900000e+00	1.119815e+00
7.050000e+00	7.256842e-01
7.200000e+00	4.994749e-01
7.350000e+00	3.693728e-01
7.500000e+00	2.903866e-01
7.650000e+00	2.406948e-01
7.800000e+00	2.095593e-01
7.950000e+00	1.916532e-01
8.100000e+00	1.847548e-01
8.250000e+00	1.890353e-01
8.400000e+00	2.075655e-01
8.550000e+00	2.485636e-01
8.700000e+00	3.315835e-01
8.850000e+00	5.017397e-01
9.000000e+00	8.257588e-01
9.150000e+00	1.106787e+00
9.300000e+00	8.598878e-01
9.450000e+00	5.405483e-01
9.600000e+00	3.802024e-01
9.750000e+00	3.175880e-01
9.900000e+00	3.114147e-01
1.005000e+01	3.526576e-01
1.020000e+01	4.577862e-01
1.035000e+01	6.807380e-01
1.050000e+01	1.126168e+00
1.065000e+01	1.680032e+00
1.080000e+01	1.542346e+00
1.095000e+01	1.131495e+00
1.110000e+01	1.069906e+00
1.125000e+01	1.240958e+00
1.140000e+01	1.107250e+00
1.155000e+01	8.373416e-01
1.170000e+01	7.930678e-01
1.185000e+01	1.008204e+00
1.200000e+01	1.477658e+00
1.215000e+01	1.615574e+00
1.230000e+01	1.059200e+00
1.245000e+01	6.140835e-01
1.260000e+01	3.833693e-01
1.275000e+01	2.613801e-01
1.290000e+01	1.910641e-01
1.305000e+01	1.472744e-01
1.320000e+01	1.181055e-01
1.335000e+01	9.697624e-02
1.350000e+01	8.120564e-02
1.365000e+01	6.931881e-02
1.380000e+01	6.011622e-02
1.395000e+01	5.280729e-02
1.410000e+01	4.687947e-02
1.425000e+01	4.199318e-02
1.440000e+01	3.790355e-02
1.455000e+01	3.443487e-02
1.470000e+01	3.146978e-02
1.485000e+01	2.890852e-02
1.500000e+01	2.668187e-02
1.515000e+01	2.473115e-02
1.530000e+01	2.301671e-02
1.545000e+01	2.149277e-02
1.560000e+01	2.010348e-02
1.575000e+01	1.885051e-02
1.590000e+01	1.772558e-02
1.605000e+01	1.671343e-02
1.620000e+01	1.579417e-02
1.635000e+01	1.495739e-02
1.650000e+01	1.419240e-02
1.665000e+01	1.349041e-02
1.680000e+01	1.284730e-02
1.695000e+01	1.225322e-02
1.710000e+01	1.170554e-02
1.725000e+01	1.119960e-02
1.740000e+01	1.073253e-02
1.755000e+01	1.030140e-02
1.770000e+01	9.907664e-03
1.785000e+01	9.550480e-03
1.800000e+01	9.221825e-03
1.815000e+01	8.906621e-03
1.830000e+01	8.635896e-03
1.845000e+01	8.451911e-03
1.860000e+01	8.356343e-03
1.875000e+01	8.120542e-03
1.890000e+01	7.700255e-03
1.905000e+01	7.345342e-03
1.920000e+01	7.065069e-03
1.935000e+01	6.832348e-03
1.950000e+01	6.626589e-03
1.965000e+01	6.439519e-03
1.980000e+01	6.268591e-03
1.995000e+01	6.115044e-03
2.010000e+01	5.973385e-03
2.025000e+01	5.834614e-03
2.040000e+01	5.717392e-03
2.055000e+01	5.612663e-03
2.070000e+01	5.519830e-03
2.085000e+01	5.441865e-03
2.100000e+01	5.381804e-03
2.115000e+01	5.348261e-03
2.130000e+01	5.349581e-03
2.145000e+01	5.374471e-03
2.160000e+01	5.395257e-03
2.175000e+01	5.483046e-03
2.190000e+01	5.678396e-03
2.205000e+01	5.813981e-03
2.220000e+01	5.771651e-03
2.235000e+01	5.838083e-03
2.250000e+01	6.093094e-03
2.265000e+01	6.584926e-03
2.280000e+01	7.449411e-03
2.295000e+01	9.027687e-03
2.310000e+01	1.207571e-02
2.325000e+01	1.744153e-02
2.340000e+01	2.117682e-02
2.355000e+01	1.909399e-02
2.370000e+01	1.800066e-02
2.385000e+01	1.622574e-02
2.400000e+01	1.350688e-02
2.415000e+01	1.253587e-02
2.430000e+01	1.331751e-02
2.445000e+01	1.577630e-02
2.460000e+01	2.061913e-02
2.475000e+01	3.035014e-02
2.490000e+01	4.922024e-02
2.505000e+01	7.300940e-02
2.520000e+01	8.158441e-02
2.535000e+01	7.282019e-02
2.550000e+01	4.993828e-02
2.565000e+01	3.435951e-02
2.580000e+01	2.739923e-02
2.595000e+01	2.755179e-02
2.610000e+01	3.539853e-02
2.625000e+01	5.190108e-02
2.640000e+01	6.183438e-02
2.655000e+01	4.760848e-02
2.670000e+01	2.896547e-02
2.685000e+01	1.841033e-02
2.700000e+01	1.292651e-02
2.715000e+01	9.884710e-03
2.730000e+01	8.150761e-03
2.745000e+01	7.227465e-03
2.760000e+01	6.572054e-03
2.775000e+01	5.654904e-03
2.790000e+01	4.891966e-03
2.805000e+01	4.383967e-03
2.820000e+01	4.040651e-03
2.835000e+01	3.808720e-03
2.850000e+01	3.661276e-03
2.865000e+01	3.552204e-03
2.880000e+01	3.483030e-03
2.895000e+01	3.535457e-03
2.910000e+01	3.710150e-03
2.925000e+01	3.851444e-03
2.940000e+01	3.790047e-03
2.955000e+01	3.838432e-03
2.970000e+01	4.202999e-03
2.985000e+01	4.950195e-03
3.000000e+01	5.220052e-03
