# Re(EQRPA)	Im(Strength)
0.000000e+00	3.132635e-02
1.500000e-01	3.742609e-02
3.000000e-01	4.575387e-02
4.500000e-01	5.755537e-02
6.000000e-01	7.505382e-02
7.500000e-01	1.025006e-01
9.000000e-01	1.486573e-01
1.050000e+00	2.329983e-01
1.200000e+00	3.995049e-01
1.350000e+00	7.119979e-01
1.500000e+00	9.747849e-01
1.650000e+00	7.258388e-01
1.800000e+00	4.090419e-01
1.950000e+00	2.391134e-01
2.100000e+00	1.535463e-01
2.250000e+00	1.071984e-01
2.400000e+00	8.002881e-02
2.550000e+00	6.304378e-02
2.700000e+00	5.189555e-02
2.850000e+00	4.431734e-02
3.000000e+00	3.904732e-02
3.150000e+00	3.534662e-02
3.300000e+00	3.275866e-02
3.450000e+00	3.099649e-02
3.600000e+00	2.987314e-02
3.750000e+00	2.926723e-02
3.900000e+00	2.910051e-02
4.050000e+00	2.932594e-02
4.200000e+00	2.991986e-02
4.350000e+00	3.087887e-02
4.500000e+00	3.221483e-02
4.650000e+00	3.396003e-02
4.800000e+00	3.616627e-02
4.950000e+00	3.890936e-02
5.100000e+00	4.229683e-02
5.250000e+00	4.647898e-02
5.400000e+00	5.166620e-02
5.550000e+00	5.815554e-02
5.700000e+00	6.637781e-02
5.850000e+00	7.696699e-02
6.000000e+00	9.089005e-02
6.150000e+00	1.096725e-01
6.300000e+00	1.358281e-01
6.450000e+00	1.737178e-01
6.600000e+00	2.313806e-01
6.750000e+00	3.247537e-01
6.900000e+00	4.879938e-01
7.050000e+00	7.988030e-01
7.200000e+00	1.415995e+00
7.350000e+00	2.334528e+00
7.500000e+00	2.340295e+00
7.650000e+00	1.440109e+00
7.800000e+00	8.494055e-01
7.950000e+00	5.798982e-01
8.100000e+00	4.921801e-01
8.250000e+00	5.388270e-01
8.400000e+00	6.152625e-01
8.550000e+00	4.819331e-01
8.700000e+00	3.103871e-01
8.850000e+00	2.134818e-01
9.000000e+00	1.623138e-01
9.150000e+00	1.338773e-01
9.300000e+00	1.177985e-01
9.450000e+00	1.095745e-01
9.600000e+00	1.074888e-01
9.750000e+00	1.117081e-01
9.900000e+00	1.246215e-01
1.005000e+01	1.528588e-01
1.020000e+01	2.105055e-01
1.035000e+01	2.969002e-01
1.050000e+01	3.057008e-01
1.065000e+01	2.434016e-01
1.080000e+01	2.172410e-01
1.095000e+01	2.112241e-01
1.110000e+01	2.081998e-01
1.125000e+01	2.282902e-01
1.140000e+01	2.821133e-01
1.155000e+01	3.850070e-01
1.170000e+01	5.067435e-01
1.185000e+01	5.335829e-01
1.200000e+01	5.742579e-01
1.215000e+01	7.362933e-01
1.230000e+01	1.093550e+00
1.245000e+01	1.794978e+00
1.260000e+01	2.755560e+00
1.275000e+01	3.295822e+00
1.290000e+01	4.064516e+00
1.305000e+01	4.053144e+00
1.320000e+01	2.564665e+00
1.335000e+01	1.467408e+00
1.350000e+01	8.987173e-01
1.365000e+01	5.992811e-01
1.380000e+01	4.295555e-01
1.395000e+01	3.274339e-01
1.410000e+01	2.651865e-01
1.425000e+01	2.315983e-01
1.440000e+01	2.266862e-01
1.455000e+01	2.544020e-01
1.470000e+01	2.644827e-01
1.485000e+01	1.996121e-01
