# Re(EQRPA)	Im(Strength)
0.000000e+00	9.788454e-03
1.500000e-01	1.023752e-02
3.000000e-01	1.072004e-02
4.500000e-01	1.123943e-02
6.000000e-01	1.179961e-02
7.500000e-01	1.240533e-02
9.000000e-01	1.306224e-02
1.050000e+00	1.377659e-02
1.200000e+00	1.456092e-02
1.350000e+00	1.541312e-02
1.500000e+00	1.634758e-02
1.650000e+00	1.737559e-02
1.800000e+00	1.851047e-02
1.950000e+00	1.976805e-02
2.100000e+00	2.117766e-02
2.250000e+00	2.274313e-02
2.400000e+00	2.450092e-02
2.550000e+00	2.648475e-02
2.700000e+00	2.874439e-02
2.850000e+00	3.131940e-02
3.000000e+00	3.427572e-02
3.150000e+00	3.770094e-02
3.300000e+00	4.169737e-02
3.450000e+00	4.640409e-02
3.600000e+00	5.200290e-02
3.750000e+00	5.873790e-02
3.900000e+00	6.694354e-02
4.050000e+00	7.708432e-02
4.200000e+00	8.982493e-02
4.350000e+00	1.061466e-01
4.500000e+00	1.275216e-01
4.650000e+00	1.562715e-01
4.800000e+00	1.961898e-01
4.950000e+00	2.538085e-01
5.100000e+00	3.410457e-01
5.250000e+00	4.812507e-01
5.400000e+00	7.238366e-01
5.550000e+00	1.180654e+00
5.700000e+00	2.092517e+00
5.850000e+00	3.607794e+00
6.000000e+00	4.055058e+00
6.150000e+00	2.595469e+00
6.300000e+00	1.461772e+00
6.450000e+00	9.024956e-01
6.600000e+00	6.186906e-01
6.750000e+00	4.330294e-01
6.900000e+00	3.119987e-01
7.050000e+00	2.367489e-01
7.200000e+00	1.880031e-01
7.350000e+00	1.549915e-01
7.500000e+00	1.320053e-01
7.650000e+00	1.158581e-01
7.800000e+00	1.047551e-01
7.950000e+00	9.773832e-02
8.100000e+00	9.448416e-02
8.250000e+00	9.532597e-02
8.400000e+00	1.015783e-01
8.550000e+00	1.164577e-01
8.700000e+00	1.474871e-01
8.850000e+00	2.120448e-01
9.000000e+00	3.370998e-01
9.150000e+00	4.531600e-01
9.300000e+00	3.593854e-01
9.450000e+00	2.262091e-01
9.600000e+00	1.550619e-01
9.750000e+00	1.212944e-01
9.900000e+00	1.057381e-01
1.005000e+01	1.001924e-01
1.020000e+01	1.016164e-01
1.035000e+01	1.097563e-01
1.050000e+01	1.269878e-01
1.065000e+01	1.601226e-01
1.080000e+01	2.221373e-01
1.095000e+01	3.001204e-01
1.110000e+01	3.006246e-01
1.125000e+01	2.767974e-01
1.140000e+01	3.095493e-01
1.155000e+01	4.143988e-01
1.170000e+01	5.365422e-01
1.185000e+01	5.188591e-01
1.200000e+01	4.890000e-01
1.215000e+01	5.520501e-01
1.230000e+01	7.302708e-01
1.245000e+01	1.093683e+00
1.260000e+01	1.830828e+00
1.275000e+01	3.268195e+00
1.290000e+01	4.784590e+00
1.305000e+01	3.851722e+00
1.320000e+01	2.190369e+00
1.335000e+01	1.257038e+00
1.350000e+01	7.843680e-01
1.365000e+01	5.269814e-01
1.380000e+01	3.761814e-01
1.395000e+01	2.815759e-01
1.410000e+01	2.186709e-01
1.425000e+01	1.748376e-01
1.440000e+01	1.431243e-01
1.455000e+01	1.194667e-01
1.470000e+01	1.013758e-01
1.485000e+01	8.728970e-02
1.500000e+01	7.621409e-02
1.515000e+01	6.756632e-02
1.530000e+01	6.085938e-02
1.545000e+01	5.461990e-02
1.560000e+01	4.844098e-02
1.575000e+01	4.332155e-02
1.590000e+01	3.914540e-02
1.605000e+01	3.564226e-02
1.620000e+01	3.263866e-02
1.635000e+01	3.003355e-02
1.650000e+01	2.774936e-02
1.665000e+01	2.573641e-02
1.680000e+01	2.394653e-02
1.695000e+01	2.235607e-02
1.710000e+01	2.093214e-02
1.725000e+01	1.965110e-02
1.740000e+01	1.850439e-02
1.755000e+01	1.749001e-02
1.770000e+01	1.659886e-02
1.785000e+01	1.586028e-02
1.800000e+01	1.516959e-02
1.815000e+01	1.439492e-02
1.830000e+01	1.373711e-02
1.845000e+01	1.332172e-02
1.860000e+01	1.310439e-02
1.875000e+01	1.254127e-02
1.890000e+01	1.162920e-02
1.905000e+01	1.089027e-02
1.920000e+01	1.032263e-02
