model,n,retain,region,idx,V0_is,g0,time_s,time_ms,max_relative_observable_error,spectrum_relative_l2_error,spectrum_pointwise_max_relative_error,half_life_relative_error
EM1,8,0.9,fit region,155,0.714,0.714,0.0008538749989384087,0.8538749989384087,0.07500295350769103,0.07500295350769103,0.09225141017727377,0.002208941432877795
EM1,8,0.9,fit region,156,0.857,0.714,0.0008500839994667331,0.8500839994667331,0.07827703733647953,0.07827703733647953,0.10343816640162337,0.004199372673789608
EM1,8,0.9,fit region,157,1.0,0.714,0.000844541998958448,0.844541998958448,0.08106033761987672,0.08106033761987672,0.12400229233065845,0.0043222257726661375
EM1,8,0.9,fit region,158,1.143,0.714,0.0008322920002683531,0.8322920002683531,0.0809933643021221,0.0809933643021221,0.09047668960891543,0.001538437592086424
EM1,8,0.9,fit region,159,1.286,0.714,0.0008545000000594882,0.8545000000594882,0.08438213892900583,0.08438213892900583,0.06298959646522204,0.003275436617085164
EM1,8,0.9,fit region,160,1.429,0.714,0.000857999999425374,0.857999999425374,0.0861978668877628,0.0861978668877628,0.0744089508038538,0.006955459364308465
EM1,8,0.9,fit region,161,1.571,0.714,0.0008462080004392192,0.8462080004392192,0.06547970351161403,0.06547970351161403,0.06103977888257352,0.004364608403064014
EM1,8,0.9,fit region,162,1.714,0.714,0.0009099169983528554,0.9099169983528554,0.058076027036025116,0.058076027036025116,0.04203967345938513,0.011384020579467073
EM1,8,0.9,test/extrapolation region,163,1.857,0.714,0.000847625000460539,0.847625000460539,0.0664022160383412,0.0664022160383412,0.0717532955063321,0.04919200297641955
EM1,8,0.9,test/extrapolation region,164,2.0,0.714,0.000873290999152232,0.873290999152232,0.12167766304838121,0.08502938659416025,0.08060418017396913,0.12167766304838121
EM1,8,0.9,test/extrapolation region,165,0.0,0.786,0.0008512080003129086,0.8512080003129086,0.07591712570464985,0.07591712570464985,0.09300578972452238,0.017924043463036946
EM1,8,0.9,test/extrapolation region,166,0.143,0.786,0.0008802080010354985,0.8802080010354985,0.07145864508411624,0.07145864508411624,0.08901539901386471,0.009065999623466426
EM1,8,0.9,fit region,167,0.286,0.786,0.000853082998219179,0.853082998219179,0.06823390148594884,0.06823390148594884,0.08194373484960274,0.0028817100309992557
EM1,8,0.9,fit region,168,0.429,0.786,0.0008620419994258555,0.8620419994258555,0.06626569803434093,0.06626569803434093,0.0703068059083273,9.50731617929776e-05
EM1,8,0.9,fit region,169,0.571,0.786,0.0008661250012664823,0.8661250012664823,0.06562005336252956,0.06562005336252956,0.06638932521175972,0.0001226801861415611
EM1,8,0.9,fit region,170,0.714,0.786,0.0009252499985450413,0.9252499985450413,0.06649796735093312,0.06649796735093312,0.07368243988973593,0.0016153758831935943
EM1,8,0.9,fit region,171,0.857,0.786,0.0008477920000586892,0.8477920000586892,0.06857585878051471,0.06857585878051471,0.08638464001181745,0.003197135781519837
EM1,8,0.9,fit region,172,1.0,0.786,0.0008469169988529757,0.8469169988529757,0.06927157271191418,0.06927157271191418,0.10265559235571703,0.0026817256097763716
EM1,8,0.9,fit region,173,1.143,0.786,0.0008868749991961522,0.8868749991961522,0.06859228683904833,0.06859228683904833,0.08678226873102478,0.0007798239129620626
EM1,8,0.9,fit region,174,1.286,0.786,0.0008714170016901335,0.8714170016901335,0.07907049588273263,0.07907049588273263,0.07181642096867004,0.006031987207662408
EM1,8,0.9,fit region,175,1.429,0.786,0.0008914999998523854,0.8914999998523854,0.08225051206822306,0.08225051206822306,0.05793339588001856,0.009683453644854245
EM1,8,0.9,fit region,176,1.571,0.786,0.0008443339993391419,0.8443339993391419,0.06897865433898731,0.06897865433898731,0.06308585911730666,0.006499397676665198
EM1,8,0.9,fit region,177,1.714,0.786,0.0008594999999331776,0.8594999999331776,0.07733739029845432,0.07733739029845432,0.061979806596227996,0.01041224386829744
EM1,8,0.9,test/extrapolation region,178,1.857,0.786,0.0008908749987313058,0.8908749987313058,0.07810893766307554,0.07810893766307554,0.07784065016424262,0.04992278182077974
EM1,8,0.9,test/extrapolation region,179,2.0,0.786,0.0009292499998991843,0.9292499998991843,0.12470438469878628,0.10895216913703439,0.10203940297835797,0.12470438469878628
EM1,8,0.9,test/extrapolation region,180,0.0,0.857,0.0008982090002973564,0.8982090002973564,0.07361417916638137,0.07361417916638137,0.07305849757342024,0.01610374357438444
EM1,8,0.9,test/extrapolation region,181,0.143,0.857,0.0009507499999017455,0.9507499999017455,0.06624035261915849,0.06624035261915849,0.06362641766900744,0.0068717196677169495
EM1,8,0.9,fit region,182,0.286,0.857,0.00091637500008801,0.91637500008801,0.06140544308313631,0.06140544308313631,0.07731362518993079,0.0005062374503869658
EM1,8,0.9,fit region,183,0.429,0.857,0.000916582999707316,0.916582999707316,0.059294253624649816,0.059294253624649816,0.08165939603871378,0.002518493406348252
EM1,8,0.9,fit region,184,0.571,0.857,0.0009001250000437722,0.9001250000437722,0.059228732845980195,0.059228732845980195,0.0691405948064856,0.0025758508366172795
EM1,8,0.9,fit region,185,0.714,0.857,0.0009247500001947628,0.9247500001947628,0.06023938229792102,0.06023938229792102,0.0650467890542876,0.0009919619001722202
EM1,8,0.9,fit region,186,0.857,0.857,0.0009451660007471219,0.9451660007471219,0.06134438720779598,0.06134438720779598,0.07564205410655499,0.00022187787559028869
EM1,8,0.9,fit region,187,1.0,0.857,0.0009197079998557456,0.9197079998557456,0.05968704372365406,0.05968704372365406,0.08000075229506894,0.0008329511418259932
EM1,8,0.9,fit region,188,1.143,0.857,0.0010253750006086193,1.0253750006086193,0.05910543969837516,0.05910543969837516,0.0734874337530984,0.004815847577635281
EM1,8,0.9,fit region,189,1.286,0.857,0.0009111669987760251,0.9111669987760251,0.0745669780457837,0.0745669780457837,0.07088653694554731,0.010325877684689762
EM1,8,0.9,fit region,190,1.429,0.857,0.0009605409995856462,0.9605409995856462,0.07887776931567571,0.07887776931567571,0.06110200366526389,0.013784483563686866
EM1,8,0.9,fit region,191,1.571,0.857,0.0009061669989023358,0.9061669989023358,0.07703951174897569,0.07703951174897569,0.0600730584592927,0.00989726164759349
EM1,8,0.9,fit region,192,1.714,0.857,0.0009285830001317663,0.9285830001317663,0.09155720618521908,0.09155720618521908,0.07026396289281826,0.008218698537669102
EM1,8,0.9,test/extrapolation region,193,1.857,0.857,0.0011721249993570382,1.1721249993570382,0.09567691347730631,0.09567691347730631,0.06455440462468473,0.049404846340664305
EM1,8,0.9,test/extrapolation region,194,2.0,0.857,0.0009188329986500321,0.9188329986500321,0.13599104307636017,0.13599104307636017,0.10105229900619359,0.12637908209482418
EM1,8,0.9,test/extrapolation region,195,0.0,0.929,0.0008847499993862584,0.8847499993862584,0.07698378177456451,0.07698378177456451,0.08321106690194403,0.010825067178104298
EM1,8,0.9,test/extrapolation region,196,0.143,0.929,0.0008399999987886986,0.8399999987886986,0.0653657617782521,0.0653657617782521,0.07419635268158344,0.0013315495840547978
EM1,8,0.9,test/extrapolation region,197,0.286,0.929,0.0008325829985551536,0.8325829985551536,0.058307393459866554,0.058307393459866554,0.055158386896056344,0.00511412857472873
EM1,8,0.9,test/extrapolation region,198,0.429,0.929,0.0008584589995734859,0.8584589995734859,0.0568334749590962,0.0568334749590962,0.06615792502001577,0.00809006791279723
EM1,8,0.9,test/extrapolation region,199,0.571,0.929,0.0008496250011376105,0.8496250011376105,0.05957851035289298,0.05957851035289298,0.07594096749354964,0.008076278015405851
EM1,8,0.9,test/extrapolation region,200,0.714,0.929,0.0008475419999740552,0.8475419999740552,0.0636919976099379,0.0636919976099379,0.06643014145485172,0.006515129610778844
EM1,8,0.9,test/extrapolation region,201,0.857,0.929,0.0008717500004422618,0.8717500004422618,0.06686576209493536,0.06686576209493536,0.078737361938363,0.0054887741935973015
EM1,8,0.9,test/extrapolation region,202,1.0,0.929,0.0008431670012214454,0.8431670012214454,0.06754104060874029,0.06754104060874029,0.07329368332948177,0.006841949763153487
EM1,8,0.9,test/extrapolation region,203,1.143,0.929,0.0008743750004214235,0.8743750004214235,0.07185643456665182,0.07185643456665182,0.07683322936734097,0.011059572611888842
EM1,8,0.9,test/extrapolation region,204,1.286,0.929,0.0008465830014756648,0.8465830014756648,0.08704387171290744,0.08704387171290744,0.06908432719514361,0.016531108392620564
EM1,8,0.9,test/extrapolation region,205,1.429,0.929,0.0008695420001458842,0.8695420001458842,0.09309986499904815,0.09309986499904815,0.0764402732318437,0.019536632768989197
EM1,8,0.9,test/extrapolation region,206,1.571,0.929,0.000884459001099458,0.884459001099458,0.10324692127014415,0.10324692127014415,0.08342710365850235,0.014750966382468358
EM1,8,0.9,test/extrapolation region,207,1.714,0.929,0.0008433330003754236,0.8433330003754236,0.11948341502826294,0.11948341502826294,0.09474310721871097,0.0046934060862523766
EM1,8,0.9,test/extrapolation region,208,1.857,0.929,0.0008261250004579779,0.8261250004579779,0.1350727386158773,0.1350727386158773,0.11096670621622669,0.04760559611102323
EM1,8,0.9,test/extrapolation region,209,2.0,0.929,0.0008598749991506338,0.8598749991506338,0.17522077119757565,0.17522077119757565,0.17100007191026184,0.12675505920293204
EM1,8,0.9,test/extrapolation region,210,0.0,1.0,0.0008742919999349397,0.8742919999349397,0.09259289980143319,0.09259289980143319,0.08278033464926705,0.0007542008937080016
EM1,8,0.9,test/extrapolation region,211,0.143,1.0,0.0008399169983022148,0.8399169983022148,0.07839018552723476,0.07839018552723476,0.057267668804289795,0.00880053093001948
EM1,8,0.9,test/extrapolation region,212,0.286,1.0,0.0008401249997405102,0.8401249997405102,0.06990367009408315,0.06990367009408315,0.049953529087797995,0.015130312351789731
EM1,8,0.9,test/extrapolation region,213,0.429,1.0,0.0008414999992965022,0.8414999992965022,0.06997090093991236,0.06997090093991236,0.05249070488870124,0.01784986722996895
EM1,8,0.9,test/extrapolation region,214,0.571,1.0,0.000840208000226994,0.840208000226994,0.07692694388919209,0.07692694388919209,0.06748106826093075,0.017522501970096565
EM1,8,0.9,test/extrapolation region,215,0.714,1.0,0.0008397920009883819,0.8397920009883819,0.08611854058333945,0.08611854058333945,0.08158772860673921,0.015685275291511806
EM1,8,0.9,test/extrapolation region,216,0.857,1.0,0.00083887500113633,0.83887500113633,0.09458396083689152,0.09458396083689152,0.10594444361890792,0.014474298851623702
EM1,8,0.9,test/extrapolation region,217,1.0,1.0,0.0008569999990868382,0.8569999990868382,0.10199378413312603,0.10199378413312603,0.1468067099855638,0.015692151440403014
EM1,8,0.9,test/extrapolation region,218,1.143,1.0,0.0008423330000368878,0.8423330000368878,0.11246092632126725,0.11246092632126725,0.16694996840252538,0.019688363317966334
EM1,8,0.9,test/extrapolation region,219,1.286,1.0,0.0008396249995712424,0.8396249995712424,0.1257890467975395,0.1257890467975395,0.15989756484557707,0.024700436215192894
EM1,8,0.9,test/extrapolation region,220,1.429,1.0,0.0008444579998467816,0.8444579998467816,0.13424906709868384,0.13424906709868384,0.14266140969134455,0.026913661948243912
EM1,8,0.9,test/extrapolation region,221,1.571,1.0,0.0008807080012047663,0.8807080012047663,0.1487208543527333,0.1487208543527333,0.1414987589620056,0.020997347637336468
EM1,8,0.9,test/extrapolation region,222,1.714,1.0,0.0008565000007365597,0.8565000007365597,0.16883571479518233,0.16883571479518233,0.16484799015819332,9.661704855915062e-05
EM1,8,0.9,test/extrapolation region,223,1.857,1.0,0.0008534579992556246,0.8534579992556246,0.19324660580773928,0.19324660580773928,0.19267570832048997,0.044573457928437095
EM1,8,0.9,test/extrapolation region,224,2.0,1.0,0.0008405839998886222,0.8405839998886222,0.22507202413831895,0.22507202413831895,0.2475251961256198,0.1258419021492657
EM1,13,0.9,test/extrapolation region,0,0.0,0.0,0.0009481669985689223,0.9481669985689223,0.12534072073968536,0.12534072073968536,0.18111130214312265,0.0391567617348712
EM1,13,0.9,test/extrapolation region,1,0.143,0.0,0.0008882920010364614,0.8882920010364614,0.11360708060779594,0.11360708060779594,0.16395335446490925,0.03070824259997395
EM1,13,0.9,test/extrapolation region,2,0.286,0.0,0.0008902919998945436,0.8902919998945436,0.10455458752568465,0.10455458752568465,0.16874423823245077,0.02472647938212292
EM1,13,0.9,test/extrapolation region,3,0.429,0.0,0.0009110830014833482,0.9110830014833482,0.09899618656831821,0.09899618656831821,0.1693279550290886,0.020593774123256824
EM1,13,0.9,test/extrapolation region,4,0.571,0.0,0.0008897499992599478,0.8897499992599478,0.09544002803025392,0.09544002803025392,0.16414347848079006,0.017692159104420967
EM1,13,0.9,test/extrapolation region,5,0.714,0.0,0.0008944580004026648,0.8944580004026648,0.0919735137483327,0.0919735137483327,0.1511416847659729,0.015400740760167305
EM1,13,0.9,test/extrapolation region,6,0.857,0.0,0.0008832919993437827,0.8832919993437827,0.08732040234135195,0.08732040234135195,0.13075907734774875,0.013341717861852571
EM1,13,0.9,test/extrapolation region,7,1.0,0.0,0.000894832999620121,0.894832999620121,0.08118087748063396,0.08118087748063396,0.12021258684447543,0.011496679014814026
EM1,13,0.9,test/extrapolation region,8,1.143,0.0,0.0008829170001263265,0.8829170001263265,0.07365049887965623,0.07365049887965623,0.10007206019662788,0.010414860084005068
EM1,13,0.9,test/extrapolation region,9,1.286,0.0,0.0009034159993461799,0.9034159993461799,0.06580367256968132,0.06580367256968132,0.08481386499711027,0.011080971252190755
EM1,13,0.9,test/extrapolation region,10,1.429,0.0,0.0008933339995564893,0.8933339995564893,0.061103078800457775,0.061103078800457775,0.08066187482017406,0.014044747404688081
EM1,13,0.9,test/extrapolation region,11,1.571,0.0,0.0008772500004852191,0.8772500004852191,0.06505616287408279,0.06505616287408279,0.1054816281216259,0.017784838578261
EM1,13,0.9,test/extrapolation region,12,1.714,0.0,0.0008967499998107087,0.8967499998107087,0.07989693984030051,0.07989693984030051,0.13534299343363884,0.01735874627134803
EM1,13,0.9,test/extrapolation region,13,1.857,0.0,0.0008990409987745807,0.8990409987745807,0.10119533879998646,0.10119533879998646,0.1641377337275021,0.0037975393034557405
EM1,13,0.9,test/extrapolation region,14,2.0,0.0,0.0008815420005703345,0.8815420005703345,0.12478299922891894,0.12478299922891894,0.20775551247952978,0.0357613911587504
EM1,13,0.9,test/extrapolation region,15,0.0,0.071,0.0008745000013732351,0.8745000013732351,0.07895681844090877,0.07895681844090877,0.10752520364373794,0.028213431170992464
EM1,13,0.9,test/extrapolation region,16,0.143,0.071,0.0009004579987959005,0.9004579987959005,0.06831714799949788,0.06831714799949788,0.08691677038307699,0.01953795183714813
EM1,13,0.9,test/extrapolation region,17,0.286,0.071,0.0008959999995568069,0.8959999995568069,0.06247079895887661,0.06247079895887661,0.08378833838800127,0.013833552907012738
EM1,13,0.9,test/extrapolation region,18,0.429,0.071,0.0009065840004041092,0.9065840004041092,0.05969724637932434,0.05969724637932434,0.07672394304942542,0.010281423356686626
EM1,13,0.9,test/extrapolation region,19,0.571,0.071,0.0008984160012914799,0.8984160012914799,0.05764369277984991,0.05764369277984991,0.07094337069017745,0.008063526226756173
EM1,13,0.9,test/extrapolation region,20,0.714,0.071,0.0009071670010598609,0.9071670010598609,0.05523707408532413,0.05523707408532413,0.07259408638446055,0.006397045047283382
EM1,13,0.9,test/extrapolation region,21,0.857,0.071,0.0008839580004860181,0.8839580004860181,0.05214925355397588,0.05214925355397588,0.07753097286548699,0.004774972685290144
EM1,13,0.9,test/extrapolation region,22,1.0,0.071,0.0008980420006992063,0.8980420006992063,0.0487274679626813,0.0487274679626813,0.07676371891728082,0.0031368998901337643
EM1,13,0.9,test/extrapolation region,23,1.143,0.071,0.0009023750008054776,0.9023750008054776,0.044600626861532086,0.044600626861532086,0.0707253978681384,0.002104545969501991
EM1,13,0.9,test/extrapolation region,24,1.286,0.071,0.0008940420011640526,0.8940420011640526,0.03889377496837001,0.03889377496837001,0.05991237674922517,0.0028151976970699844
EM1,13,0.9,test/extrapolation region,25,1.429,0.071,0.0008850829999573762,0.8850829999573762,0.034294855601197036,0.034294855601197036,0.04652264227314803,0.005887609891595568
EM1,13,0.9,test/extrapolation region,26,1.571,0.071,0.0008834170002955943,0.8834170002955943,0.036041510008144,0.036041510008144,0.03898011922056179,0.009575768650054044
EM1,13,0.9,test/extrapolation region,27,1.714,0.071,0.0008872919988789363,0.8872919988789363,0.044834361387540496,0.044834361387540496,0.06182943108368469,0.008449800522042892
EM1,13,0.9,test/extrapolation region,28,1.857,0.071,0.0008855000014591496,0.8855000014591496,0.059455079438579084,0.059455079438579084,0.08620601356701205,0.00693874506793056
EM1,13,0.9,test/extrapolation region,29,2.0,0.071,0.0008763749992795056,0.8763749992795056,0.08620349436202013,0.08620349436202013,0.1091655806415271,0.04976324481715992
EM1,13,0.9,test/extrapolation region,30,0.0,0.143,0.0008855409996613162,0.8855409996613162,0.05004844625055682,0.05004844625055682,0.07003028353076701,0.02024316840103969
EM1,13,0.9,test/extrapolation region,31,0.143,0.143,0.0008809170012682443,0.8809170012682443,0.03560818924584624,0.03560818924584624,0.048957916864891475,0.011422828110711805
EM1,13,0.9,fit region,32,0.286,0.143,0.0008820420007396024,0.8820420007396024,0.028203752501063377,0.028203752501063377,0.03257582808356509,0.006156666909418699
EM1,13,0.9,fit region,33,0.429,0.143,0.000885792000190122,0.885792000190122,0.024437946518519302,0.024437946518519302,0.028581998097816166,0.0033777030727773372
EM1,13,0.9,fit region,34,0.571,0.143,0.0008720839996385621,0.8720839996385621,0.021268564030092828,0.021268564030092828,0.02428380927501205,0.0020308139891536945
EM1,13,0.9,fit region,35,0.714,0.143,0.0008934170000429731,0.8934170000429731,0.01847225246307451,0.01847225246307451,0.023542114889011232,0.0011506800823649409
EM1,13,0.9,fit region,36,0.857,0.143,0.0008900419998099096,0.8900419998099096,0.015934732989381355,0.015934732989381355,0.020474337072805604,0.000100944540436837
EM1,13,0.9,fit region,37,1.0,0.143,0.0008814579996396787,0.8814579996396787,0.014549426833526186,0.014549426833526186,0.01576372950646896,0.0012108901115367818
EM1,13,0.9,fit region,38,1.143,0.143,0.0008808750008029165,0.8808750008029165,0.01881431072261537,0.01881431072261537,0.016251317052216798,0.002105761325172874
EM1,13,0.9,fit region,39,1.286,0.143,0.0008976249991974328,0.8976249991974328,0.024659246381247033,0.024659246381247033,0.025414889092376495,0.001357941907048137
EM1,13,0.9,fit region,40,1.429,0.143,0.0008823330008453922,0.8823330008453922,0.02729649487605146,0.02729649487605146,0.032656859229974584,0.0016384200315170906
EM1,13,0.9,fit region,41,1.571,0.143,0.0008930839994718553,0.8930839994718553,0.026798577306500183,0.026798577306500183,0.029367332539337165,0.004917572210460847
EM1,13,0.9,fit region,42,1.714,0.143,0.0008831659997667884,0.8831659997667884,0.029583481946038173,0.029583481946038173,0.03483213625558804,0.0027014839386298073
EM1,13,0.9,test/extrapolation region,43,1.857,0.143,0.0008857089997036383,0.8857089997036383,0.043852825179157874,0.043852825179157874,0.06641745702893544,0.014714763305186177
EM1,13,0.9,test/extrapolation region,44,2.0,0.143,0.0008836249999149004,0.8836249999149004,0.081946789664946,0.081946789664946,0.12165090518823718,0.06066182428310025
EM1,13,0.9,test/extrapolation region,45,0.0,0.214,0.0008870409983501304,0.8870409983501304,0.04208322989782244,0.04208322989782244,0.04107393700776639,0.015854532753860964
EM1,13,0.9,test/extrapolation region,46,0.143,0.214,0.0008868749991961522,0.8868749991961522,0.02856239772509804,0.02856239772509804,0.028452155830813883,0.006887013014085235
EM1,13,0.9,fit region,47,0.286,0.214,0.00096129200028372,0.96129200028372,0.01995176213982116,0.01995176213982116,0.019268065720042468,0.0020794258130857153
EM1,13,0.9,fit region,48,0.429,0.214,0.0008787080005276948,0.8787080005276948,0.015889230155711767,0.015889230155711767,0.01253500932369603,8.701257021861867e-05
EM1,13,0.9,fit region,49,0.571,0.214,0.0009211670003423933,0.9211670003423933,0.017120622898741094,0.017120622898741094,0.018205844216687236,0.0004052599473954473
EM1,13,0.9,fit region,50,0.714,0.214,0.0009155409989034524,0.9155409989034524,0.020759138075701532,0.020759138075701532,0.025596147751371937,0.0005485127991146799
EM1,13,0.9,fit region,51,0.857,0.214,0.0009387919999426231,0.9387919999426231,0.023072419969131064,0.023072419969131064,0.028844094159841432,0.0010972523066078825
EM1,13,0.9,fit region,52,1.0,0.214,0.000939749999815831,0.939749999815831,0.021147293770441573,0.021147293770441573,0.026169557097661687,0.002148795821068446
EM1,13,0.9,fit region,53,1.143,0.214,0.0009543750002194429,0.9543750002194429,0.016948981058344005,0.016948981058344005,0.020234521671988064,0.0029715900936855407
EM1,13,0.9,fit region,54,1.286,0.214,0.0009451669993723044,0.9451669993723044,0.014079447360443451,0.014079447360443451,0.014797838200496202,0.0023098437750795164
EM1,13,0.9,fit region,55,1.429,0.214,0.0009047499988810159,0.9047499988810159,0.014422749334729085,0.014422749334729085,0.01730323859438362,0.0003700944990262278
EM1,13,0.9,fit region,56,1.571,0.214,0.0009964580003725132,0.9964580003725132,0.016346361021793442,0.016346361021793442,0.021086777188384566,0.002924600868746914
EM1,13,0.9,fit region,57,1.714,0.214,0.0009219579987984616,0.9219579987984616,0.019268756360974176,0.019268756360974176,0.023050829351110077,0.0006190958181882291
EM1,13,0.9,test/extrapolation region,58,1.857,0.214,0.000995833001070423,0.995833001070423,0.03691900303447124,0.03691900303447124,0.05318143355091822,0.02005842907304965
EM1,13,0.9,test/extrapolation region,59,2.0,0.214,0.0008996249998745043,0.8996249998745043,0.08680788719459957,0.08680788719459957,0.1037886648034586,0.06880512433422115
EM1,13,0.9,test/extrapolation region,60,0.0,0.286,0.0009135419986705529,0.9135419986705529,0.036988396762941925,0.036988396762941925,0.03752180161202513,0.014081414802936572
EM1,13,0.9,test/extrapolation region,61,0.143,0.286,0.0009446669992030365,0.9446669992030365,0.02462770619732277,0.02462770619732277,0.027841052084161887,0.004913555955527078
EM1,13,0.9,fit region,62,0.286,0.286,0.00091683299979195,0.91683299979195,0.0178979841162303,0.0178979841162303,0.023956786717176257,0.0005008056447565204
EM1,13,0.9,fit region,63,0.429,0.286,0.0009744170001795283,0.9744170001795283,0.019143219408938573,0.019143219408938573,0.019125170347967537,0.0007997864205605089
EM1,13,0.9,fit region,64,0.571,0.286,0.0008920410000428092,0.8920410000428092,0.0238964689330624,0.0238964689330624,0.031210454256263096,0.0005695254818542907
EM1,13,0.9,fit region,65,0.714,0.286,0.0009892090001812903,0.9892090001812903,0.02761664805731215,0.02761664805731215,0.038010888369972316,0.0001362326633373083
EM1,13,0.9,fit region,66,0.857,0.286,0.0008794999994279351,0.8794999994279351,0.02913884041012001,0.02913884041012001,0.038082639431826146,0.00034494756154757034
EM1,13,0.9,fit region,67,1.0,0.286,0.0010132909992535133,1.0132909992535133,0.027944181134434396,0.027944181134434396,0.03720928948278978,0.0012678238693814333
EM1,13,0.9,fit region,68,1.143,0.286,0.0009197910003422294,0.9197910003422294,0.023977968196888414,0.023977968196888414,0.03223934057152311,0.002108882296935958
EM1,13,0.9,fit region,69,1.286,0.286,0.000911457998881815,0.911457998881815,0.01834517327370959,0.01834517327370959,0.0245387264245899,0.0016232167826992312
EM1,13,0.9,fit region,70,1.429,0.286,0.0009121670009335503,0.9121670009335503,0.014302222822880847,0.014302222822880847,0.01751588225426302,0.0006092167183428813
EM1,13,0.9,fit region,71,1.571,0.286,0.0009079169994947733,0.9079169994947733,0.01037558904330994,0.01037558904330994,0.010942293898627192,0.002304106546363924
EM1,13,0.9,fit region,72,1.714,0.286,0.0008912079993024236,0.8912079993024236,0.014953184436277897,0.014953184436277897,0.014581175540318079,0.0026110411578328815
EM1,13,0.9,test/extrapolation region,73,1.857,0.286,0.0008935420009947848,0.8935420009947848,0.04055052886099093,0.04055052886099093,0.04223934448299473,0.023943054209686836
EM1,13,0.9,test/extrapolation region,74,2.0,0.286,0.0009257080000679707,0.9257080000679707,0.10122309885502694,0.10122309885502694,0.11687311576338885,0.07515879648120301
EM1,13,0.9,test/extrapolation region,75,0.0,0.357,0.0008950829997047549,0.8950829997047549,0.034327507980191914,0.034327507980191914,0.03612036096366879,0.013534781720113496
EM1,13,0.9,test/extrapolation region,76,0.143,0.357,0.0008944169985625194,0.8944169985625194,0.023280838162306642,0.023280838162306642,0.026457980763048696,0.004175843525122079
EM1,13,0.9,fit region,77,0.286,0.357,0.0008899579988792539,0.8899579988792539,0.017887742231772127,0.017887742231772127,0.021924385556314926,8.122890492073823e-05
EM1,13,0.9,fit region,78,0.429,0.357,0.0008838339999783784,0.8838339999783784,0.020951086479955687,0.020951086479955687,0.023686439500813956,0.000675904275197853
EM1,13,0.9,fit region,79,0.571,0.357,0.000885125000422704,0.885125000422704,0.02561715119150385,0.02561715119150385,0.0284350899276786,8.468344120093355e-05
EM1,13,0.9,fit region,80,0.714,0.357,0.0008978330006357282,0.8978330006357282,0.028592889373678324,0.028592889373678324,0.032199882786023426,0.0008955400716067713
EM1,13,0.9,fit region,81,0.857,0.357,0.0009015839987114305,0.9015839987114305,0.029151573036787833,0.029151573036787833,0.03218334701908895,0.0008669575540369372
EM1,13,0.9,fit region,82,1.0,0.357,0.0008975420005299384,0.8975420005299384,0.02690637345933427,0.02690637345933427,0.030325358419018674,1.829328525974408e-05
EM1,13,0.9,fit region,83,1.143,0.357,0.0008927500002755551,0.8927500002755551,0.023337215522755448,0.023337215522755448,0.028433820072109837,0.0008944815874197302
EM1,13,0.9,fit region,84,1.286,0.357,0.0008926250011427328,0.8926250011427328,0.020151940326983173,0.020151940326983173,0.025219530978168224,0.0005521464547225237
EM1,13,0.9,fit region,85,1.429,0.357,0.000877291000506375,0.877291000506375,0.01668986502597419,0.01668986502597419,0.02063630982578529,0.0012856605579664871
EM1,13,0.9,fit region,86,1.571,0.357,0.0009078340008272789,0.9078340008272789,0.014222794596281774,0.014222794596281774,0.013196228417115857,0.002209881544013455
EM1,13,0.9,fit region,87,1.714,0.357,0.0009019580011226935,0.9019580011226935,0.013647037823007923,0.013647037823007923,0.016171081478602554,0.0039006479626956304
EM1,13,0.9,test/extrapolation region,88,1.857,0.357,0.0008958329999586567,0.8958329999586567,0.046917900996566266,0.046917900996566266,0.04361759577606613,0.02682743209467585
EM1,13,0.9,test/extrapolation region,89,2.0,0.357,0.0008875000003172318,0.8875000003172318,0.10718202561499339,0.10718202561499339,0.12568964901319005,0.08009087623903807
EM1,13,0.9,test/extrapolation region,90,0.0,0.429,0.0008937499987951014,0.8937499987951014,0.03231542175229398,0.03231542175229398,0.03382715690990382,0.012963452117933238
EM1,13,0.9,test/extrapolation region,91,0.143,0.429,0.0009939999999915017,0.9939999999915017,0.023407273745542443,0.023407273745542443,0.02189358460068899,0.0035634130316068787
EM1,13,0.9,fit region,92,0.286,0.429,0.0009000419995572884,0.9000419995572884,0.017644456527945468,0.017644456527945468,0.014630658832069507,0.00019447916987286085
EM1,13,0.9,fit region,93,0.429,0.429,0.0009155839998129522,0.9155839998129522,0.01982230220353088,0.01982230220353088,0.017944653741648855,0.0004967712872849816
EM1,13,0.9,fit region,94,0.571,0.429,0.0008897080006136093,0.8897080006136093,0.025394109656385336,0.025394109656385336,0.02964303863623118,0.000645381864017989
EM1,13,0.9,fit region,95,0.714,0.429,0.0009171660003630677,0.9171660003630677,0.02839926022228022,0.02839926022228022,0.030577444197517217,0.0016757785228362456
EM1,13,0.9,fit region,96,0.857,0.429,0.0008969579994300148,0.8969579994300148,0.029502467794751384,0.029502467794751384,0.03100356597639005,0.0017209223731008
EM1,13,0.9,fit region,97,1.0,0.429,0.000877291000506375,0.877291000506375,0.02779015040620472,0.02779015040620472,0.0355421164277874,0.0008495733466522305
EM1,13,0.9,fit region,98,1.143,0.429,0.0009136250009760261,0.9136250009760261,0.024731422381911658,0.024731422381911658,0.030531655618890582,1.0802298507191904e-06
EM1,13,0.9,fit region,99,1.286,0.429,0.0009059589992830297,0.9059589992830297,0.02139606117086861,0.02139606117086861,0.026815367813365666,0.0003180050414979956
