model,n,retain,region,idx,V0_is,g0,time_s,time_ms,max_relative_observable_error,spectrum_relative_l2_error,spectrum_pointwise_max_relative_error,half_life_relative_error
EM1,8,0.9,test/extrapolation region,18,0.429,0.071,0.0008602500001870794,0.8602500001870794,0.0933009520720005,0.0933009520720005,0.11992362247723763,0.003335088435416133
EM1,8,0.9,test/extrapolation region,19,0.571,0.071,0.0008677089990669629,0.8677089990669629,0.09418192821903645,0.09418192821903645,0.11559693773324606,0.00811025119591785
EM1,8,0.9,test/extrapolation region,20,0.714,0.071,0.0008535410015610978,0.8535410015610978,0.09553803771732394,0.09553803771732394,0.11242717801666037,0.012874309347763091
EM1,8,0.9,test/extrapolation region,21,0.857,0.071,0.0008263749987236224,0.8263749987236224,0.096779442030356,0.096779442030356,0.11442140172318462,0.017048854744041435
EM1,8,0.9,test/extrapolation region,22,1.0,0.071,0.0008509580002282746,0.8509580002282746,0.09806488372269997,0.09806488372269997,0.12500270696369722,0.019626480553981637
EM1,8,0.9,test/extrapolation region,23,1.143,0.071,0.0008410829996137181,0.8410829996137181,0.09898329847859122,0.09898329847859122,0.13671631688216135,0.01927914872166537
EM1,8,0.9,test/extrapolation region,24,1.286,0.071,0.0008497920007357607,0.8497920007357607,0.09892768566689876,0.09892768566689876,0.14806405946224885,0.014972096583623043
EM1,8,0.9,test/extrapolation region,25,1.429,0.071,0.0008386249992327066,0.8386249992327066,0.0981744778122519,0.0981744778122519,0.15844170955020162,0.007085856213930551
EM1,8,0.9,test/extrapolation region,26,1.571,0.071,0.0008528750004188623,0.8528750004188623,0.09738091859548144,0.09738091859548144,0.16326678586880947,0.0013168228183438539
EM1,8,0.9,test/extrapolation region,27,1.714,0.071,0.0008452500005660113,0.8452500005660113,0.09627525176139677,0.09627525176139677,0.1589526749005273,0.004181571980011897
EM1,8,0.9,test/extrapolation region,28,1.857,0.071,0.0008395000004384201,0.8395000004384201,0.09792187516535336,0.09792187516535336,0.15893304540801959,0.007750318146816806
EM1,8,0.9,test/extrapolation region,29,2.0,0.071,0.0008394169999519363,0.8394169999519363,0.1279069754925754,0.1279069754925754,0.16649005461263056,0.04684579301630607
EM1,8,0.9,test/extrapolation region,30,0.0,0.143,0.0008513749999110587,0.8513749999110587,0.06780201313945877,0.06780201313945877,0.07772435574618147,0.0087113878532818
EM1,8,0.9,test/extrapolation region,31,0.143,0.143,0.0008419589994446142,0.8419589994446142,0.0615943951036391,0.0615943951036391,0.06889078268243397,0.006140457710864358
EM1,8,0.9,fit region,32,0.286,0.143,0.0008509159997629467,0.8509159997629467,0.057532395837270066,0.057532395837270066,0.05948840154328128,0.0035900752235443843
