model,n,region,count,median_time_ms,min_time_ms,max_time_ms,median_max_relative_observable_error,max_max_relative_observable_error,median_spectrum_relative_l2_error,median_half_life_relative_error,max_half_life_relative_error
EM1,13,fit region,121,0.90108299991698,0.8720839996385621,1.3077090006845538,0.024731422381911658,0.04389587851123924,0.024731422381911658,0.0013437315813338378,0.009202152056843806
EM1,13,test/extrapolation region,104,0.8944374994825921,0.8569999990868382,1.0497909988771426,0.060166214210101106,0.18005365699231748,0.060166214210101106,0.013265570339561925,0.08999402386716346
EM1,8,fit region,121,0.8790830015641404,0.8288749995699618,1.1562089985091006,0.06547970351161403,0.09155720618521908,0.06547970351161403,0.002948494134051322,0.013784483563686866
EM1,8,test/extrapolation region,104,0.8574999992561061,0.8259170008386718,1.6145000008691568,0.09402258181046538,0.22507202413831895,0.09284638240024068,0.015051204467706386,0.12675505920293204
EM2,6,fit region,121,0.1895000004878966,0.18083299983118195,0.22358400019584224,0.0011387151671358117,0.006350733393086775,,0.0011387151671358117,0.006350733393086775
EM2,6,test/extrapolation region,104,0.19049999991693767,0.18304100012755953,0.2589579999039415,0.03088756961865688,0.4047142592362447,,0.03088756961865688,0.4047142592362447
EM2,9,fit region,121,0.19045900080527645,0.1837920008256333,0.20754199977091048,0.000406747130996253,0.0025258988078954597,,0.000406747130996253,0.0025258988078954597
EM2,9,test/extrapolation region,104,0.18904150056187063,0.18333300067752134,0.23379199956252705,0.02252665079712416,0.7916322077789396,,0.02252665079712416,0.7916322077789396
