iter,cost,mean_rel_alphaD
0,29281.654296875,0.9688362562050252
1000,10.009882926940918,0.014210086741860946
2000,5.7927374839782715,0.009747212488821542
3000,3.443471908569336,0.0072133241073126745
4000,0.5518841743469238,0.0032591349971051505
5000,0.20828266441822052,0.002059956351355393
6000,0.07692039012908936,0.0012873098106365485
7000,0.05224445089697838,0.0010747470177359499
8000,0.037964895367622375,0.0009308457237951959
9000,0.030542917549610138,0.0008302909545031405
10000,0.025846654549241066,0.0007685251459265222
11000,0.021848272532224655,0.0007124677274805075
12000,0.02315993793308735,0.0006824286722954071
13000,0.01511881873011589,0.0005729054813401154
14000,0.01063501462340355,0.000487738416616097
15000,0.011047977022826672,0.00047364796367005234
16000,0.007280903402715921,0.0003907153237361748
17000,0.006709234789013863,0.0003725433741740376
18000,0.0045072841458022594,0.000316771846639856
19000,0.005200255196541548,0.00031962433045343286
20000,0.002817220753058791,0.00024937510911498336
21000,0.0034721901174634695,0.00027760508131562475
22000,0.0017634235555306077,0.00018951555735285025
23000,0.0024542708415538073,0.00022698919996098923
24000,0.0020654345862567425,0.00019832714633850803
25000,0.002121145138517022,0.00020559225986715985
26000,0.003091964405030012,0.0002593306466360198
27000,0.004301049280911684,0.000300685133698798
28000,0.0023370925337076187,0.00021157813816325902
29000,0.0014899036614224315,0.00017240760394067586
